Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2012 - 2мес., Чистые активы, RUB;2012 - 3мес., Чистые активы, RUB;2012 - 4мес., Чистые активы, RUB;2012 - 5мес., Чистые активы, RUB;2012 - 6мес., Чистые активы, RUB;2012 - 7мес., Чистые активы, RUB;2012 - 8мес., Чистые активы, RUB;2012 - 9мес., Чистые активы, RUB;2012 - 10мес., Чистые активы, RUB;2012 - 11мес., Чистые активы, RUB;2012 - 12мес., Чистые активы, RUB;2013 - 1мес., Чистые активы, RUB;2012 - 2мес., Счета в Банке России, RUB;2012 - 3мес., Счета в Банке России, RUB;2012 - 4мес., Счета в Банке России, RUB;2012 - 5мес., Счета в Банке России, RUB;2012 - 6мес., Счета в Банке России, RUB;2012 - 7мес., Счета в Банке России, RUB;2012 - 8мес., Счета в Банке России, RUB;2012 - 9мес., Счета в Банке России, RUB;2012 - 10мес., Счета в Банке России, RUB;2012 - 11мес., Счета в Банке России, RUB;2012 - 12мес., Счета в Банке России, RUB;2013 - 1мес., Счета в Банке России, RUB;2012 - 2мес., Коррсчета (НОСТРО), RUB;2012 - 3мес., Коррсчета (НОСТРО), RUB;2012 - 4мес., Коррсчета (НОСТРО), RUB;2012 - 5мес., Коррсчета (НОСТРО), RUB;2012 - 6мес., Коррсчета (НОСТРО), RUB;2012 - 7мес., Коррсчета (НОСТРО), RUB;2012 - 8мес., Коррсчета (НОСТРО), RUB;2012 - 9мес., Коррсчета (НОСТРО), RUB;2012 - 10мес., Коррсчета (НОСТРО), RUB;2012 - 11мес., Коррсчета (НОСТРО), RUB;2012 - 12мес., Коррсчета (НОСТРО), RUB;2013 - 1мес., Коррсчета (НОСТРО), RUB;2012 - 2мес., Ценные бумаги, RUB;2012 - 3мес., Ценные бумаги, RUB;2012 - 4мес., Ценные бумаги, RUB;2012 - 5мес., Ценные бумаги, RUB;2012 - 6мес., Ценные бумаги, RUB;2012 - 7мес., Ценные бумаги, RUB;2012 - 8мес., Ценные бумаги, RUB;2012 - 9мес., Ценные бумаги, RUB;2012 - 10мес., Ценные бумаги, RUB;2012 - 11мес., Ценные бумаги, RUB;2012 - 12мес., Ценные бумаги, RUB;2013 - 1мес., Ценные бумаги, RUB;2012 - 2мес., Кредиты, RUB;2012 - 3мес., Кредиты, RUB;2012 - 4мес., Кредиты, RUB;2012 - 5мес., Кредиты, RUB;2012 - 6мес., Кредиты, RUB;2012 - 7мес., Кредиты, RUB;2012 - 8мес., Кредиты, RUB;2012 - 9мес., Кредиты, RUB;2012 - 10мес., Кредиты, RUB;2012 - 11мес., Кредиты, RUB;2012 - 12мес., Кредиты, RUB;2013 - 1мес., Кредиты, RUB;2012 - 2мес., Кредиты организациям, RUB;2012 - 3мес., Кредиты организациям, RUB;2012 - 4мес., Кредиты организациям, RUB;2012 - 5мес., Кредиты организациям, RUB;2012 - 6мес., Кредиты организациям, RUB;2012 - 7мес., Кредиты организациям, RUB;2012 - 8мес., Кредиты организациям, RUB;2012 - 9мес., Кредиты организациям, RUB;2012 - 10мес., Кредиты организациям, RUB;2012 - 11мес., Кредиты организациям, RUB;2012 - 12мес., Кредиты организациям, RUB;2013 - 1мес., Кредиты организациям, RUB;2012 - 2мес., Кредиты физическим лицам, RUB;2012 - 3мес., Кредиты физическим лицам, RUB;2012 - 4мес., Кредиты физическим лицам, RUB;2012 - 5мес., Кредиты физическим лицам, RUB;2012 - 6мес., Кредиты физическим лицам, RUB;2012 - 7мес., Кредиты физическим лицам, RUB;2012 - 8мес., Кредиты физическим лицам, RUB;2012 - 9мес., Кредиты физическим лицам, RUB;2012 - 10мес., Кредиты физическим лицам, RUB;2012 - 11мес., Кредиты физическим лицам, RUB;2012 - 12мес., Кредиты физическим лицам, RUB;2013 - 1мес., Кредиты физическим лицам, RUB;2012 - 2мес., Кредиты другим банкам (МБК), RUB;2012 - 3мес., Кредиты другим банкам (МБК), RUB;2012 - 4мес., Кредиты другим банкам (МБК), RUB;2012 - 5мес., Кредиты другим банкам (МБК), RUB;2012 - 6мес., Кредиты другим банкам (МБК), RUB;2012 - 7мес., Кредиты другим банкам (МБК), RUB;2012 - 8мес., Кредиты другим банкам (МБК), RUB;2012 - 9мес., Кредиты другим банкам (МБК), RUB;2012 - 10мес., Кредиты другим банкам (МБК), RUB;2012 - 11мес., Кредиты другим банкам (МБК), RUB;2012 - 12мес., Кредиты другим банкам (МБК), RUB;2013 - 1мес., Кредиты другим банкам (МБК), RUB;2012 - 2мес., Основные средства, RUB;2012 - 3мес., Основные средства, RUB;2012 - 4мес., Основные средства, RUB;2012 - 5мес., Основные средства, RUB;2012 - 6мес., Основные средства, RUB;2012 - 7мес., Основные средства, RUB;2012 - 8мес., Основные средства, RUB;2012 - 9мес., Основные средства, RUB;2012 - 10мес., Основные средства, RUB;2012 - 11мес., Основные средства, RUB;2012 - 12мес., Основные средства, RUB;2013 - 1мес., Основные средства, RUB;2012 - 2мес., Учтённые векселя, RUB;2012 - 3мес., Учтённые векселя, RUB;2012 - 4мес., Учтённые векселя, RUB;2012 - 5мес., Учтённые векселя, RUB;2012 - 6мес., Учтённые векселя, RUB;2012 - 7мес., Учтённые векселя, RUB;2012 - 8мес., Учтённые векселя, RUB;2012 - 9мес., Учтённые векселя, RUB;2012 - 10мес., Учтённые векселя, RUB;2012 - 11мес., Учтённые векселя, RUB;2012 - 12мес., Учтённые векселя, RUB;2013 - 1мес., Учтённые векселя, RUB
64;ЕВРОКРЕДИТ (ООО), БАНК;2957;"КОММЕРЧЕСКИЙ БАНК ""ЕВРОКРЕДИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105082, г. Москва, ул. Бакунинская, д. 80 стр. 1;Коваль Андрей Михайлович;04.07.1994;24,5;;Ликвидируется;044525882;Москва;Общества с ограниченной ответственностью;Частная собственность;128 000 000;;Находится в стадии ликвидации от 19.02.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 04.12.2015;;;;;;;;;;;3 291 631 000;3 283 628 000;399 764 000;285 693 000;278 549 000;271 347 000;305 342 000;399 261 000;419 195 000;416 383 000;403 901 000;368 422 000;608 890 000;493 663 000;141 570 000;89 116 000;77 323 000;61 760 000;43 216 000;36 456 000;69 131 000;34 753 000;99 116 000;54 188 000;57 698 000;210 385 000;258 796 000;241 027 000;287 133 000;239 813 000;300 592 000;250 455 000;190 569 000;192 801 000;167 202 000;168 251 000;46 827 000;39 387 000;1 588 571 000;1 607 029 000;1 692 679 000;1 715 122 000;1 765 536 000;1 692 012 000;1 829 752 000;1 880 294 000;1 974 394 000;2 007 310 000;2 178 747 000;2 173 629 000;1 408 544 000;1 445 683 000;1 514 274 000;1 540 643 000;1 544 281 000;1 528 764 000;1 664 958 000;1 713 115 000;1 793 279 000;1 828 752 000;1 989 152 000;1 984 031 000;180 027 000;161 346 000;165 843 000;161 554 000;221 255 000;163 248 000;164 794 000;167 179 000;181 115 000;178 558 000;189 595 000;189 598 000;0;0;0;0;0;0;0;0;0;0;0;0;9 737 000;9 495 000;9 253 000;9 012 000;8 773 000;8 534 000;8 295 000;8 059 000;7 933 000;7 694 000;7 580 000;7 405 000;258 796 000;241 027 000;287 133 000;239 813 000;300 592 000;250 455 000;190 569 000;192 801 000;167 202 000;168 251 000;46 827 000;39 387 000
65;ПРЕСТИЖКРЕДИТБАНК, ООО КБ;2922;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ПРЕСТИЖКРЕДИТБАНК""";368607, Дагестан респ., г. Дербент, пер. Чапаева, д. 23 корп. А;Джамалудинов Магомедгази Далгатович;27.06.1994;24,5;;Ликвидируется;048209848;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;130 400 000;;Находится в стадии ликвидации от 13.07.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 26.11.2014;;;;;;;;;;;362 979 000;379 403 000;140 167 000;145 736 000;96 281 000;119 973 000;167 957 000;166 076 000;195 368 000;156 071 000;84 741 000;163 884 000;140 959 000;161 267 000;1 621 000;2 716 000;577 000;825 000;643 000;3 723 000;1 138 000;1 982 000;1 121 000;881 000;410 000;1 777 000;0;0;0;0;0;0;0;0;0;0;0;0;149 384 000;160 333 000;147 332 000;150 388 000;153 862 000;152 362 000;146 968 000;152 790 000;161 753 000;157 190 000;154 790 000;148 590 000;0;8 489 000;0;0;0;0;0;0;11 913 000;0;0;0;148 984 000;151 444 000;146 932 000;149 988 000;153 462 000;151 962 000;146 568 000;152 390 000;149 440 000;156 790 000;154 390 000;148 390 000;400 000;400 000;400 000;400 000;400 000;400 000;400 000;400 000;400 000;400 000;400 000;200 000;16 334 000;16 269 000;16 254 000;16 292 000;16 173 000;16 055 000;15 935 000;15 816 000;15 697 000;15 653 000;15 587 000;15 472 000;0;0;0;0;0;0;0;0;0;0;0;0
66;КБ ТАЛЬМЕНКА-БАНК, ООО;826;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММЕРЧЕСКИЙ БАНК ""ТАЛЬМЕНКА-БАНК""";656037, Алтайский кр., г. Барнаул, проспект Ленина, д. 156-А;Майоров Денис Владимирович;16.11.1990;28,0;;Ликвидируется;040173749;Алтайский край;Общества с ограниченной ответственностью;Частная собственность;131 940 000;;Находится в стадии ликвидации от 04.05.2017, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 23.01.2017;;;;;;;;;;;575 641 000;561 404 000;74 215 000;42 159 000;100 188 000;61 131 000;68 327 000;65 892 000;52 854 000;61 308 000;61 319 000;33 828 000;61 770 000;60 068 000;39 188 000;83 174 000;7 926 000;7 458 000;9 060 000;7 589 000;28 777 000;10 904 000;4 959 000;4 217 000;7 357 000;10 852 000;0;0;0;0;0;0;0;0;0;0;0;0;359 447 000;409 648 000;396 067 000;391 690 000;395 391 000;398 867 000;394 854 000;449 116 000;463 151 000;472 439 000;467 429 000;465 376 000;329 176 000;378 411 000;363 479 000;359 243 000;362 535 000;366 298 000;362 436 000;400 198 000;428 328 000;438 130 000;433 520 000;420 573 000;13 284 000;14 250 000;15 601 000;15 460 000;15 875 000;15 590 000;15 441 000;16 941 000;17 846 000;17 332 000;16 932 000;17 826 000;0;0;0;0;0;0;0;15 000 000;0;0;0;10 000 000;230 000;793 000;840 000;816 000;2 096 000;2 168 000;2 117 000;2 068 000;2 028 000;2 042 000;2 179 000;2 144 000;0;0;0;0;0;0;0;0;0;0;0;0
67;АНДЖИБАНК, ОАО;570;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""АНДЖИБАНК""";367026, Дагестан респ, г. Махачкала, проспект Имама Шамиля, д. 10;Джамалудинов Магомедгази Далгатович;24.10.1990;28,0;;Ликвидируется;048209729;Дагестан (Республика);Публичные акционерные общества;Частная собственность;140 000 000;;Находится в стадии ликвидации от 11.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 24.01.2014;;;;;;;;;;;656 212 000;596 781 000;32 366 000;13 317 000;24 828 000;32 140 000;93 544 000;31 046 000;49 347 000;47 291 000;54 767 000;81 902 000;152 692 000;150 699 000;101 633 000;146 785 000;113 912 000;126 062 000;107 380 000;46 969 000;46 611 000;114 311 000;43 247 000;112 124 000;130 762 000;73 079 000;0;0;0;0;0;0;0;0;0;0;0;0;146 523 000;169 322 000;172 868 000;188 765 000;196 538 000;229 332 000;195 874 000;175 739 000;238 772 000;204 292 000;135 595 000;160 837 000;35 661 000;46 792 000;44 913 000;51 969 000;55 893 000;41 488 000;49 506 000;45 425 000;54 808 000;54 721 000;26 743 000;41 120 000;60 040 000;71 702 000;77 126 000;75 912 000;69 754 000;76 965 000;75 487 000;59 458 000;63 096 000;98 712 000;108 005 000;118 877 000;50 822 000;50 828 000;50 829 000;60 884 000;70 891 000;110 879 000;70 881 000;70 856 000;120 868 000;50 859 000;847 000;840 000;47 244 000;46 893 000;46 836 000;46 602 000;46 426 000;46 721 000;48 430 000;48 201 000;48 070 000;47 899 000;48 390 000;48 137 000;0;0;0;0;0;0;0;0;0;0;0;0
68;ТУЛЬСКИЙ ПРОМЫШЛЕННИК (ПАО), БАНК;2382;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ТУЛЬСКИЙ ПРОМЫШЛЕННИК""";300028, Тульская обл., г. Тула, ул. Смидович, д. 18 корп. Б;Майоров Денис Владимирович;11.06.1993;25,5;;Ликвидируется;047003729;Тульская область;Публичные акционерные общества;Частная собственность;143 819 725;;Находится в стадии ликвидации от 29.09.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 27.07.2015;;;;;;;;;;;2 889 020 000;2 865 417 000;777 138 000;782 947 000;598 345 000;629 287 000;602 678 000;627 619 000;747 289 000;746 340 000;765 057 000;785 333 000;942 442 000;891 950 000;61 454 000;46 384 000;57 249 000;82 584 000;96 706 000;100 766 000;86 483 000;63 550 000;61 052 000;58 651 000;62 165 000;60 104 000;112 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;1 454 718 000;1 506 621 000;1 625 516 000;1 649 456 000;1 659 424 000;1 680 544 000;1 676 213 000;1 662 136 000;1 673 844 000;1 691 452 000;1 657 597 000;1 668 134 000;1 342 029 000;1 395 078 000;1 511 480 000;1 531 684 000;1 548 580 000;1 566 048 000;1 560 601 000;1 542 344 000;1 547 609 000;1 566 848 000;1 541 386 000;1 554 123 000;112 689 000;111 543 000;114 036 000;117 772 000;110 844 000;114 496 000;115 612 000;119 792 000;126 235 000;124 604 000;116 195 000;113 996 000;0;0;0;0;0;0;0;0;0;0;0;0;128 724 000;128 201 000;130 067 000;128 036 000;129 041 000;129 101 000;128 693 000;128 326 000;129 052 000;128 650 000;159 555 000;159 533 000;112 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000;109 000
69;МОСТРАНСБАНК ОАО, АКБ;2258;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ ПРЕДПРИЯТИЙ ПАССАЖИРСКОГО ТРАНСПОРТА Г.МОСКВЫ ""МОСТРАНСБАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";111033, г. Москва, ул. Волочаевская, д. 9 корп. 9;Михеев Илья Владимирович;25.01.1999;20,0;;Ликвидируется;044525568;Москва;Публичные акционерные общества;Частная собственность;149 126 460;;Находится в стадии ликвидации от 29.07.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 05.05.2016;;;;;;;;;;;1 617 067 000;1 564 997 000;335 137 000;142 558 000;149 644 000;169 374 000;179 013 000;380 213 000;375 843 000;153 259 000;231 956 000;446 604 000;413 950 000;331 607 000;312 620 000;310 757 000;411 544 000;509 390 000;9 787 000;12 593 000;12 924 000;15 303 000;15 798 000;15 884 000;21 531 000;10 873 000;119 628 000;119 111 000;0;0;0;0;0;0;0;0;0;0;444 170 000;490 621 000;654 259 000;713 302 000;935 159 000;833 345 000;879 599 000;1 021 206 000;1 082 231 000;1 082 803 000;1 046 331 000;1 100 739 000;129 374 000;168 319 000;343 794 000;408 651 000;658 278 000;584 010 000;546 333 000;550 285 000;520 680 000;542 671 000;506 297 000;494 525 000;238 397 000;249 396 000;240 695 000;238 792 000;214 684 000;191 932 000;179 498 000;198 970 000;208 850 000;194 067 000;197 264 000;189 412 000;0;363 000;697 000;728 000;398 000;382 000;100 392 000;1 407 000;1 425 000;1 407 000;1 408 000;81 418 000;23 971 000;23 701 000;23 428 000;23 152 000;22 929 000;22 660 000;22 400 000;22 133 000;21 895 000;21 710 000;21 472 000;21 246 000;0;0;0;0;0;0;0;0;0;0;0;0
70;НСТ-БАНК, АО;1738;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""НОСТА""";462359, Оренбургская обл., г. Новотроицк, ул. Советская, д. 49;Нерусин Павел Иванович;04.11.1992;26,0;;Ликвидируется;045354880;Оренбургская область;Публичные акционерные общества;Частная собственность;149 507 520;;Находится в стадии ликвидации от 02.06.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.11.2015;;;;;;;;;;;696 223 000;745 503 000;28 317 000;67 877 000;41 437 000;77 731 000;56 417 000;45 696 000;51 083 000;49 564 000;65 203 000;102 136 000;94 000 000;56 295 000;1 166 000;3 583 000;3 446 000;4 061 000;5 322 000;4 955 000;3 059 000;3 331 000;3 540 000;4 778 000;4 022 000;5 807 000;2 191 000;660 000;596 000;562 000;570 000;536 000;537 000;0;0;0;0;0;393 615 000;394 463 000;428 187 000;425 797 000;422 188 000;471 951 000;460 959 000;566 390 000;461 916 000;481 929 000;423 714 000;493 684 000;174 956 000;160 836 000;204 724 000;202 548 000;169 698 000;154 059 000;141 806 000;156 010 000;98 862 000;86 404 000;80 207 000;88 807 000;200 514 000;208 481 000;213 315 000;223 086 000;235 325 000;267 730 000;318 991 000;330 225 000;312 896 000;320 525 000;323 507 000;329 877 000;18 145 000;25 146 000;10 147 000;162 000;17 164 000;50 161 000;161 000;80 155 000;50 158 000;75 000 000;20 000 000;75 000 000;90 661 000;90 489 000;90 373 000;90 440 000;90 139 000;90 132 000;88 909 000;92 341 000;92 426 000;92 011 000;90 638 000;107 600 000;0;0;0;0;0;0;0;0;0;0;0;0
71;ЛИНК-БАНК (ОАО), АКБ;2699;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЛИНК-БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";127434, г. Москва, шоссе Дмитровское, д. 7 корп. 2;Валлен Олег Эрлинович;18.02.1994;25,0;;Ликвидируется;044525144;Москва;Публичные акционерные общества;Частная собственность;149 964 390;;Находится в стадии ликвидации от 07.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 27.05.2014;;;;;;;;;;;674 236 000;663 638 000;23 832 000;20 867 000;195 476 000;17 060 000;15 164 000;55 321 000;145 569 000;48 166 000;95 795 000;166 770 000;182 444 000;173 070 000;23 677 000;19 001 000;20 148 000;17 584 000;21 270 000;16 888 000;11 109 000;23 702 000;45 062 000;42 624 000;58 341 000;63 364 000;345 127 000;285 578 000;19 715 000;99 000;98 000;88 000;84 000;20 297 000;98 000;91 000;93 000;110 000;211 830 000;211 871 000;215 106 000;260 288 000;264 054 000;271 973 000;250 645 000;302 562 000;255 137 000;355 829 000;400 238 000;385 607 000;99 997 000;138 136 000;212 976 000;226 589 000;228 116 000;229 317 000;235 967 000;234 067 000;233 238 000;248 768 000;246 048 000;246 858 000;1 370 000;1 266 000;1 659 000;3 180 000;18 411 000;12 141 000;14 161 000;17 996 000;21 395 000;26 564 000;26 804 000;31 369 000;110 463 000;72 469 000;471 000;30 519 000;17 527 000;30 515 000;517 000;50 499 000;504 000;80 497 000;90 486 000;70 480 000;3 625 000;3 537 000;3 383 000;3 332 000;3 418 000;3 464 000;3 333 000;3 565 000;3 462 000;3 999 000;4 127 000;4 631 000;175 362 000;116 236 000;0;0;0;0;0;0;0;0;0;0
72;АМБ БАНК (ПАО);3036;"""АМБ БАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";123242, г. Москва, бульвар Новинский, д. 31(Торгово-офисный центр «Новинский пассаж»);Ляненко Сергей Игоревич;04.08.1994;24,5;;Ликвидируется;044525350;Москва;Публичные акционерные общества;Частная собственность;150 000 000;;Находится в стадии ликвидации от 29.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 24.07.2015;;;;;;;;;;;30 811 725 000;28 769 998 000;327 368 000;419 629 000;568 139 000;1 677 761 000;576 646 000;770 820 000;496 114 000;905 965 000;2 147 055 000;2 738 217 000;2 956 941 000;1 608 306 000;1 884 493 000;2 843 932 000;3 319 912 000;3 735 802 000;3 718 267 000;3 640 269 000;3 669 348 000;3 577 153 000;3 792 401 000;4 498 003 000;8 534 952 000;6 955 929 000;1 726 220 000;1 743 448 000;1 263 286 000;1 385 259 000;1 395 359 000;1 358 099 000;1 564 365 000;1 524 897 000;1 275 001 000;1 256 215 000;1 762 848 000;1 743 214 000;4 988 851 000;3 520 492 000;5 209 837 000;6 057 972 000;6 207 067 000;6 062 371 000;6 091 004 000;6 405 660 000;6 929 677 000;6 698 919 000;6 802 402 000;7 170 817 000;1 310 761 000;1 301 735 000;1 239 871 000;1 675 374 000;1 732 311 000;1 680 135 000;1 581 982 000;1 923 844 000;1 723 270 000;1 583 573 000;2 087 745 000;2 074 929 000;117 940 000;118 722 000;389 506 000;445 102 000;444 202 000;427 380 000;426 891 000;416 860 000;393 754 000;400 627 000;441 553 000;431 484 000;3 560 150 000;2 100 035 000;3 580 460 000;3 937 496 000;4 030 554 000;3 954 856 000;4 082 131 000;4 064 956 000;4 812 653 000;4 714 719 000;4 273 104 000;4 664 404 000;163 197 000;161 651 000;160 707 000;160 403 000;159 668 000;159 019 000;159 633 000;160 152 000;163 257 000;162 689 000;161 558 000;161 152 000;0;0;0;0;0;0;193 760 000;187 631 000;0;0;0;0
73;ГРИНФИЛДБАНК, АО;2711;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ГРИНФИЛД"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";107045, г. Москва, пер. Головин М., д. 8;Мащев Александр Борисович;24.02.1994;25,0;;Ликвидируется;044525271;Москва;Непубличные акционерные общества;Частная собственность;150 000 000;;Находится в стадии ликвидации от 21.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 23.10.2015;;;;;;;;;;;2 978 312 000;3 051 924 000;242 380 000;272 371 000;132 149 000;240 235 000;266 838 000;179 290 000;513 169 000;243 749 000;281 250 000;213 683 000;392 434 000;324 606 000;31 817 000;38 500 000;47 330 000;44 173 000;40 601 000;40 215 000;31 849 000;32 361 000;37 331 000;38 239 000;54 695 000;316 883 000;139 671 000;502 283 000;821 244 000;808 223 000;748 432 000;494 840 000;417 641 000;542 095 000;546 916 000;601 650 000;425 498 000;260 065 000;1 587 366 000;1 521 077 000;1 415 958 000;1 478 121 000;1 585 549 000;1 634 475 000;1 620 888 000;1 693 895 000;1 733 911 000;1 729 620 000;1 644 041 000;1 562 412 000;849 280 000;800 029 000;673 910 000;710 762 000;741 358 000;712 771 000;633 558 000;691 097 000;722 716 000;678 939 000;553 634 000;583 784 000;697 426 000;720 388 000;741 388 000;766 699 000;803 531 000;891 044 000;986 670 000;1 002 138 000;1 010 535 000;1 050 021 000;1 089 747 000;977 968 000;40 660 000;660 000;660 000;660 000;40 660 000;30 660 000;660 000;660 000;660 000;660 000;660 000;660 000;95 086 000;94 739 000;94 597 000;94 411 000;94 059 000;93 848 000;93 337 000;92 800 000;92 907 000;92 805 000;175 496 000;190 185 000;98 684 000;108 764 000;271 364 000;273 025 000;273 155 000;183 998 000;123 770 000;251 304 000;290 657 000;292 026 000;251 848 000;183 304 000
74;ДОРИС БАНК, ООО КБ;1679;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДОВЕРИЕ, РАВНОПРАВИЕ И СОТРУДНИЧЕСТВО""";125009, г. Москва, пер. Георгиевский, д. 1 корп. 1;Королёв Григорий Евгеньевич;25.12.1991;27,0;;Ликвидируется;044525608;Москва;Общества с ограниченной ответственностью;Частная собственность;150 396 000;;Находится в стадии ликвидации от 21.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 23.10.2015;;;;;;;;;;;313 388 000;335 890 000;15 017 000;6 341 000;1 747 000;1 729 000;5 530 000;3 101 000;3 063 000;7 321 000;4 365 000;15 468 000;13 622 000;10 927 000;3 074 000;3 471 000;3 607 000;3 967 000;4 220 000;4 234 000;4 712 000;4 843 000;5 288 000;5 821 000;7 000 000;8 356 000;130 000;130 000;129 000;134 000;136 000;131 000;134 000;133 000;0;0;0;0;265 471 000;260 231 000;277 001 000;271 811 000;274 407 000;275 972 000;284 542 000;292 528 000;276 010 000;289 457 000;272 592 000;295 482 000;183 442 000;183 442 000;172 752 000;169 252 000;216 252 000;214 552 000;224 552 000;216 538 000;224 250 000;228 102 000;226 302 000;249 302 000;37 029 000;41 789 000;40 249 000;35 559 000;13 155 000;16 420 000;16 990 000;16 990 000;16 760 000;16 355 000;26 290 000;26 180 000;45 000 000;35 000 000;64 000 000;67 000 000;45 000 000;45 000 000;43 000 000;59 000 000;35 000 000;45 000 000;20 000 000;20 000 000;428 000;419 000;433 000;427 000;383 000;364 000;339 000;332 000;362 000;349 000;296 000;301 000;0;0;0;0;0;0;0;0;0;0;0;0
75;УИК-БАНК, ООО;1300;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРАЛЬСКИЙ ИННОВАЦИОННЫЙ КОММЕРЧЕСКИЙ БАНК ""УРАЛИНКОМБАНК""";454084, Челябинская обл, г. Челябинск, проспект Свердловский, д. 35 корп. А;Столбов Василий Анатольевич;27.12.1990;28,0;;Ликвидируется;047501843;Челябинская область;Общества с ограниченной ответственностью;Частная собственность;152 500 000;;Находится в стадии ликвидации от 05.05.2012, Решение о признании банка банкротом (о принудительной ликвидации) от 12.01.2012;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;
