Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2016 - 2мес., Чистые активы, RUB;2016 - 3мес., Чистые активы, RUB;2016 - 4мес., Чистые активы, RUB;2016 - 5мес., Чистые активы, RUB;2016 - 6мес., Чистые активы, RUB;2016 - 7мес., Чистые активы, RUB;2016 - 8мес., Чистые активы, RUB;2016 - 9мес., Чистые активы, RUB;2016 - 10мес., Чистые активы, RUB;2016 - 11мес., Чистые активы, RUB;2016 - 12мес., Чистые активы, RUB;2017 - 1мес., Чистые активы, RUB;2016 - 2мес., Счета в Банке России, RUB;2016 - 3мес., Счета в Банке России, RUB;2016 - 4мес., Счета в Банке России, RUB;2016 - 5мес., Счета в Банке России, RUB;2016 - 6мес., Счета в Банке России, RUB;2016 - 7мес., Счета в Банке России, RUB;2016 - 8мес., Счета в Банке России, RUB;2016 - 9мес., Счета в Банке России, RUB;2016 - 10мес., Счета в Банке России, RUB;2016 - 11мес., Счета в Банке России, RUB;2016 - 12мес., Счета в Банке России, RUB;2017 - 1мес., Счета в Банке России, RUB;2016 - 2мес., Коррсчета (НОСТРО), RUB;2016 - 3мес., Коррсчета (НОСТРО), RUB;2016 - 4мес., Коррсчета (НОСТРО), RUB;2016 - 5мес., Коррсчета (НОСТРО), RUB;2016 - 6мес., Коррсчета (НОСТРО), RUB;2016 - 7мес., Коррсчета (НОСТРО), RUB;2016 - 8мес., Коррсчета (НОСТРО), RUB;2016 - 9мес., Коррсчета (НОСТРО), RUB;2016 - 10мес., Коррсчета (НОСТРО), RUB;2016 - 11мес., Коррсчета (НОСТРО), RUB;2016 - 12мес., Коррсчета (НОСТРО), RUB;2017 - 1мес., Коррсчета (НОСТРО), RUB;2016 - 2мес., Ценные бумаги, RUB;2016 - 3мес., Ценные бумаги, RUB;2016 - 4мес., Ценные бумаги, RUB;2016 - 5мес., Ценные бумаги, RUB;2016 - 6мес., Ценные бумаги, RUB;2016 - 7мес., Ценные бумаги, RUB;2016 - 8мес., Ценные бумаги, RUB;2016 - 9мес., Ценные бумаги, RUB;2016 - 10мес., Ценные бумаги, RUB;2016 - 11мес., Ценные бумаги, RUB;2016 - 12мес., Ценные бумаги, RUB;2017 - 1мес., Ценные бумаги, RUB;2016 - 2мес., Кредиты, RUB;2016 - 3мес., Кредиты, RUB;2016 - 4мес., Кредиты, RUB;2016 - 5мес., Кредиты, RUB;2016 - 6мес., Кредиты, RUB;2016 - 7мес., Кредиты, RUB;2016 - 8мес., Кредиты, RUB;2016 - 9мес., Кредиты, RUB;2016 - 10мес., Кредиты, RUB;2016 - 11мес., Кредиты, RUB;2016 - 12мес., Кредиты, RUB;2017 - 1мес., Кредиты, RUB;2016 - 2мес., Кредиты организациям, RUB;2016 - 3мес., Кредиты организациям, RUB;2016 - 4мес., Кредиты организациям, RUB;2016 - 5мес., Кредиты организациям, RUB;2016 - 6мес., Кредиты организациям, RUB;2016 - 7мес., Кредиты организациям, RUB;2016 - 8мес., Кредиты организациям, RUB;2016 - 9мес., Кредиты организациям, RUB;2016 - 10мес., Кредиты организациям, RUB;2016 - 11мес., Кредиты организациям, RUB;2016 - 12мес., Кредиты организациям, RUB;2017 - 1мес., Кредиты организациям, RUB;2016 - 2мес., Кредиты физическим лицам, RUB;2016 - 3мес., Кредиты физическим лицам, RUB;2016 - 4мес., Кредиты физическим лицам, RUB;2016 - 5мес., Кредиты физическим лицам, RUB;2016 - 6мес., Кредиты физическим лицам, RUB;2016 - 7мес., Кредиты физическим лицам, RUB;2016 - 8мес., Кредиты физическим лицам, RUB;2016 - 9мес., Кредиты физическим лицам, RUB;2016 - 10мес., Кредиты физическим лицам, RUB;2016 - 11мес., Кредиты физическим лицам, RUB;2016 - 12мес., Кредиты физическим лицам, RUB;2017 - 1мес., Кредиты физическим лицам, RUB;2016 - 2мес., Кредиты другим банкам (МБК), RUB;2016 - 3мес., Кредиты другим банкам (МБК), RUB;2016 - 4мес., Кредиты другим банкам (МБК), RUB;2016 - 5мес., Кредиты другим банкам (МБК), RUB;2016 - 6мес., Кредиты другим банкам (МБК), RUB;2016 - 7мес., Кредиты другим банкам (МБК), RUB;2016 - 8мес., Кредиты другим банкам (МБК), RUB;2016 - 9мес., Кредиты другим банкам (МБК), RUB;2016 - 10мес., Кредиты другим банкам (МБК), RUB;2016 - 11мес., Кредиты другим банкам (МБК), RUB;2016 - 12мес., Кредиты другим банкам (МБК), RUB;2017 - 1мес., Кредиты другим банкам (МБК), RUB;2016 - 2мес., Основные средства, RUB;2016 - 3мес., Основные средства, RUB;2016 - 4мес., Основные средства, RUB;2016 - 5мес., Основные средства, RUB;2016 - 6мес., Основные средства, RUB;2016 - 7мес., Основные средства, RUB;2016 - 8мес., Основные средства, RUB;2016 - 9мес., Основные средства, RUB;2016 - 10мес., Основные средства, RUB;2016 - 11мес., Основные средства, RUB;2016 - 12мес., Основные средства, RUB;2017 - 1мес., Основные средства, RUB;2016 - 2мес., Учтённые векселя, RUB;2016 - 3мес., Учтённые векселя, RUB;2016 - 4мес., Учтённые векселя, RUB;2016 - 5мес., Учтённые векселя, RUB;2016 - 6мес., Учтённые векселя, RUB;2016 - 7мес., Учтённые векселя, RUB;2016 - 8мес., Учтённые векселя, RUB;2016 - 9мес., Учтённые векселя, RUB;2016 - 10мес., Учтённые векселя, RUB;2016 - 11мес., Учтённые векселя, RUB;2016 - 12мес., Учтённые векселя, RUB;2017 - 1мес., Учтённые векселя, RUB
67;АНДЖИБАНК, ОАО;570;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""АНДЖИБАНК""";367026, Дагестан респ, г. Махачкала, проспект Имама Шамиля, д. 10;Джамалудинов Магомедгази Далгатович;24.10.1990;28,0;;Ликвидируется;048209729;Дагестан (Республика);Публичные акционерные общества;Частная собственность;140 000 000;;Находится в стадии ликвидации от 11.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 24.01.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;ТУЛЬСКИЙ ПРОМЫШЛЕННИК (ПАО), БАНК;2382;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ТУЛЬСКИЙ ПРОМЫШЛЕННИК""";300028, Тульская обл., г. Тула, ул. Смидович, д. 18 корп. Б;Майоров Денис Владимирович;11.06.1993;25,5;;Ликвидируется;047003729;Тульская область;Публичные акционерные общества;Частная собственность;143 819 725;;Находится в стадии ликвидации от 29.09.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 27.07.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;МОСТРАНСБАНК ОАО, АКБ;2258;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ ПРЕДПРИЯТИЙ ПАССАЖИРСКОГО ТРАНСПОРТА Г.МОСКВЫ ""МОСТРАНСБАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";111033, г. Москва, ул. Волочаевская, д. 9 корп. 9;Михеев Илья Владимирович;25.01.1999;20,0;;Ликвидируется;044525568;Москва;Публичные акционерные общества;Частная собственность;149 126 460;;Находится в стадии ликвидации от 29.07.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 05.05.2016;1 691 767 000;1 600 054 000;1 600 054 000;;;;;;;;;;389 320 000;493 336 000;493 336 000;;;;;;;;;;7 188 000;5 743 000;5 743 000;;;;;;;;;;201 153 000;100 485 000;100 485 000;;;;;;;;;;953 343 000;851 041 000;851 041 000;;;;;;;;;;554 351 000;522 557 000;522 557 000;;;;;;;;;;304 270 000;234 092 000;234 092 000;;;;;;;;;;3 701 000;3 414 000;3 414 000;;;;;;;;;;15 643 000;15 417 000;15 417 000;;;;;;;;;;201 153 000;100 485 000;100 485 000;;;;;;;;;
70;НСТ-БАНК, АО;1738;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""НОСТА""";462359, Оренбургская обл., г. Новотроицк, ул. Советская, д. 49;Нерусин Павел Иванович;04.11.1992;26,0;;Ликвидируется;045354880;Оренбургская область;Публичные акционерные общества;Частная собственность;149 507 520;;Находится в стадии ликвидации от 02.06.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;ЛИНК-БАНК (ОАО), АКБ;2699;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЛИНК-БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";127434, г. Москва, шоссе Дмитровское, д. 7 корп. 2;Валлен Олег Эрлинович;18.02.1994;25,0;;Ликвидируется;044525144;Москва;Публичные акционерные общества;Частная собственность;149 964 390;;Находится в стадии ликвидации от 07.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 27.05.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;АМБ БАНК (ПАО);3036;"""АМБ БАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";123242, г. Москва, бульвар Новинский, д. 31(Торгово-офисный центр «Новинский пассаж»);Ляненко Сергей Игоревич;04.08.1994;24,5;;Ликвидируется;044525350;Москва;Публичные акционерные общества;Частная собственность;150 000 000;;Находится в стадии ликвидации от 29.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 24.07.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;ГРИНФИЛДБАНК, АО;2711;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ГРИНФИЛД"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";107045, г. Москва, пер. Головин М., д. 8;Мащев Александр Борисович;24.02.1994;25,0;;Ликвидируется;044525271;Москва;Непубличные акционерные общества;Частная собственность;150 000 000;;Находится в стадии ликвидации от 21.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 23.10.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;ДОРИС БАНК, ООО КБ;1679;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДОВЕРИЕ, РАВНОПРАВИЕ И СОТРУДНИЧЕСТВО""";125009, г. Москва, пер. Георгиевский, д. 1 корп. 1;Королёв Григорий Евгеньевич;25.12.1991;27,0;;Ликвидируется;044525608;Москва;Общества с ограниченной ответственностью;Частная собственность;150 396 000;;Находится в стадии ликвидации от 21.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 23.10.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;УИК-БАНК, ООО;1300;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРАЛЬСКИЙ ИННОВАЦИОННЫЙ КОММЕРЧЕСКИЙ БАНК ""УРАЛИНКОМБАНК""";454084, Челябинская обл, г. Челябинск, проспект Свердловский, д. 35 корп. А;Столбов Василий Анатольевич;27.12.1990;28,0;;Ликвидируется;047501843;Челябинская область;Общества с ограниченной ответственностью;Частная собственность;152 500 000;;Находится в стадии ликвидации от 05.05.2012, Решение о признании банка банкротом (о принудительной ликвидации) от 12.01.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;ЕВРОСТАНДАРТ (ООО), КБ;3200;"КОММЕРЧЕСКИЙ БАНК ""ЕВРОПЕЙСКИЙ СТАНДАРТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";109028, г. Москва, ул. Солянка, д. 13/3 стр. 1;Медведков Максим Викторович;30.03.2000;19,0;;Ликвидируется;044525433;Москва;Общества с ограниченной ответственностью;Частная собственность;153 500 000;;Находится в стадии ликвидации от 05.03.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 04.12.2017;414 522 000;415 263 000;421 063 000;408 099 000;406 547 000;382 206 000;402 290 000;404 446 000;419 508 000;619 729 000;582 612 000;515 249 000;32 019 000;26 144 000;46 538 000;71 051 000;155 017 000;355 409 000;364 806 000;347 304 000;368 913 000;568 211 000;310 956 000;317 774 000;1 548 000;1 477 000;1 448 000;1 444 000;1 419 000;1 443 000;1 443 000;5 260 000;2 246 000;2 304 000;2 104 000;2 324 000;4 428 000;4 677 000;0;0;0;0;0;0;0;0;0;0;267 388 000;272 566 000;258 000 000;259 047 000;171 047 000;1 047 000;1 047 000;1 047 000;1 047 000;1 047 000;491 000;2 288 000;72 888 000;102 566 000;88 000 000;89 047 000;1 047 000;1 047 000;1 047 000;1 047 000;1 047 000;1 047 000;491 000;2 288 000;0;0;0;0;0;0;0;0;0;0;0;0;194 500 000;170 000 000;170 000 000;170 000 000;170 000 000;0;0;0;0;0;0;0;38 828 000;38 702 000;38 612 000;38 522 000;41 957 000;3 618 000;3 738 000;4 677 000;4 545 000;4 832 000;5 654 000;5 767 000;0;0;0;0;0;0;0;0;0;0;0;0
77;БУМЕРАНГ, АО КОМСОЦБАНК;1002;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК СОЦИАЛЬНОГО РАЗВИТИЯ ""БУМЕРАНГ""";162602, Вологодская обл., г. Череповец, ул. Коммунистов, д. 22;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;11.03.1999;20,0;;Ликвидируется;041946748;Вологодская область;Непубличные акционерные общества;Иная смешанная российская собственность;153 775 635;;Находится в стадии ликвидации от 05.08.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 20.05.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;КРЕДО ФИНАНС, ООО КБ;793;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КРЕДО ФИНАНС""";367029, Дагестан респ, г. Махачкала, ул. Абубакарова, д. 115;Джамалудинов Магомедгази Далгатович;14.11.1990;28,0;;Ликвидируется;048209748;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;153 800 000;;Находится в стадии ликвидации от 03.07.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 28.07.2016;467 843 000;467 697 000;460 336 000;458 526 000;448 429 000;;;;;;;;95 263 000;148 895 000;64 015 000;61 916 000;14 308 000;;;;;;;;3 608 000;4 748 000;4 962 000;4 471 000;2 611 000;;;;;;;;146 477 000;148 476 000;226 961 000;222 565 000;272 036 000;;;;;;;;142 208 000;79 875 000;78 269 000;76 909 000;76 441 000;;;;;;;;56 912 000;21 858 000;21 858 000;21 839 000;21 831 000;;;;;;;;85 296 000;58 017 000;56 411 000;55 070 000;54 610 000;;;;;;;;0;0;0;0;0;;;;;;;;59 762 000;58 313 000;58 287 000;58 301 000;58 770 000;;;;;;;;146 477 000;148 476 000;226 961 000;222 565 000;272 036 000;;;;;;;
79;ЭКСПРЕСС, ОАО АКБ;3084;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЭКСПРЕСС"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";367020, Дагестан респ, г. Махачкала, ул. Абубакарова, д. 92;Гаджиева Анжелла Гаджиюллаховна;25.09.1998;20,5;;Ликвидируется;048209918;Дагестан (Республика);Публичные акционерные общества;Частная собственность;155 000 000;;Находится в стадии ликвидации от 07.05.2013, Решение о признании должника банкротом и открытии конкурсного производства от 08.04.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;БДБ (ООО), КБ;1060;"КОММЕРЧЕСКИЙ БАНК ""БИЗНЕС ДЛЯ БИЗНЕСА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";429060, Чувашская Республика - Чувашия, Ядринский район, г. Ядрин, ул. Красноармейская, д. 5;Нерусин Павел Иванович;03.12.1990;28,0;;Ликвидируется;049706717;Чувашская Республика-Чувашия;Общества с ограниченной ответственностью;Частная собственность;155 000 000;;Находится в стадии ликвидации от 13.11.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 27.08.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;ТРЕВЕЛ БАНК, ООО;531;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАНК РАЗВИТИЯ ИНДУСТРИИ ТУРИЗМА И ПУТЕШЕСТВИЙ;105064, г. Москва, пер. Гороховский, д. 14 корп. 2;Леванов Виталий Алексеевич;19.10.1990;28,0;;Ликвидируется;044525519;Москва;Общества с ограниченной ответственностью;Частная собственность;156 000 000;;Находится в стадии ликвидации от 21.05.2012, Решение о признании должника банкротом и открытии конкурсного производства от 13.04.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;ОХОТНЫЙ РЯД (ООО), КБ;3375;"КОММЕРЧЕСКИЙ БАНК ""ОХОТНЫЙ РЯД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119017, г. Москва, ул. Ордынка М, д. 20 стр. 1;Коваль Андрей Михайлович;19.07.2001;17,5;;Ликвидируется;044525792;Москва;Общества с ограниченной ответственностью;Частная собственность;160 000 000;;Находится в стадии ликвидации от 16.05.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;НОВЫЙ КОММЕРЧЕСКИЙ БАНК, ООО;347;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЙ КОММЕРЧЕСКИЙ БАНК""";367013, Дагестан респ, г. Махачкала, ул. Батырая, д. 136;Джамалудинов Магомедгази Далгатович;27.04.1990;28,5;;Ликвидируется;048209711;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;160 142 319;;Находится в стадии ликвидации от 15.01.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 25.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 03.10.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;РСКБ, АО БАНК;2050;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕСПУБЛИКАНСКИЙ СОЦИАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК""";119002, г. Москва, пер. Денежный, д. 7 корп. 2;Хамчич Максим Александрович;30.09.1992;26,5;;Ликвидируется;044525211;Москва;Непубличные акционерные общества;Смешанная российская собственность с долями федеральной собственности и собственности субъектов Российской Федерации;165 000 000;;Находится в стадии ликвидации от 18.09.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 10.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;РУССКИЙ БАНКИРСКИЙ ДОМ (ЗАО), БАНК;2686;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""РУССКИЙ БАНКИРСКИЙ ДОМ"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115035, г. Москва, ул. Садовническая, д. 63 корп. 7;Баушева Надежда Сергеевна;11.02.1994;25,0;;Ликвидируется;044525400;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;172 080 000;;Находится в стадии ликвидации от 23.07.2009, Отозвана Генеральная лицензия на осуществление банковских операций от 23.10.2008, Решение о признании должника банкротом и открытии конкурсного производства от 16.12.2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;АКБ КОР, АО;2148;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""КОР""";400087, Волгоградская обл., г. Волгоград, ул. Невская, д. 3;Ватаманюк Игорь Михайлович;04.03.1992;27,0;;Ликвидируется;041806799;Волгоградская область;Публичные акционерные общества;Частная собственность;173 000 000;;Находится в стадии ликвидации от 16.01.2019, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 05.10.2018;1 950 554 000;1 946 462 000;1 889 244 000;1 894 737 000;1 898 108 000;1 970 158 000;1 977 389 000;1 893 068 000;1 915 096 000;1 959 676 000;1 970 299 000;1 947 360 000;519 616 000;252 413 000;128 668 000;187 205 000;184 765 000;34 671 000;615 314 000;370 126 000;428 609 000;447 410 000;516 754 000;504 816 000;208 198 000;340 981 000;406 240 000;411 392 000;404 043 000;568 393 000;215 733 000;397 252 000;387 571 000;432 973 000;310 702 000;337 981 000;228 539 000;229 961 000;192 271 000;208 070 000;237 076 000;233 035 000;237 774 000;204 338 000;206 419 000;203 473 000;244 319 000;259 631 000;589 157 000;722 926 000;775 491 000;683 955 000;685 909 000;598 657 000;527 551 000;547 969 000;498 306 000;484 402 000;483 231 000;464 554 000;507 815 000;496 852 000;515 157 000;513 879 000;492 262 000;444 901 000;464 829 000;483 571 000;430 731 000;417 819 000;407 975 000;395 242 000;78 802 000;83 534 000;100 334 000;80 076 000;63 647 000;63 756 000;62 722 000;64 398 000;66 875 000;66 233 000;74 306 000;68 362 000;0;140 000 000;160 000 000;90 000 000;130 000 000;90 000 000;0;0;0;0;0;0;142 943 000;142 624 000;142 631 000;142 249 000;141 822 000;141 866 000;141 559 000;141 130 000;141 412 000;141 125 000;141 192 000;126 116 000;0;0;0;0;0;0;0;0;0;0;0;0
87;ВЕБРР (ООО), КБ;3418;"""ВОСТОЧНО-ЕВРОПЕЙСКИЙ БАНК РЕКОНСТРУКЦИИ И РАЗВИТИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119017, г. Москва, ул. Ордынка Б., д. 37/4 стр. 1;Тихонов Вячеслав Анатольевич;20.06.2002;16,5;;Ликвидируется;044525289;Москва;Общества с ограниченной ответственностью;Частная собственность;175 000 000;;Находится в стадии ликвидации от 13.11.2013, Решение о признании должника банкротом и открытии конкурсного производства от 08.10.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;ПСБ, ОАО БАНК;1943;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЛАТЕЖНЫЙ СЕРВИСНЫЙ БАНК""";450077, Башкортостан респ., г. Уфа, ул. Достоевского, д. 100;Тихонов Вячеслав Анатольевич;26.06.1992;26,5;;Ликвидируется;048082765;Башкортостан (Республика);Публичные акционерные общества;Частная собственность;175 401 320;;Находится в стадии ликвидации от 06.02.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 11.11.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;МОБИЛБАНК, ОАО;532;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОБИЛБАНК""";426000, Удмуртская респ, г. Ижевск, ул. Свободы, д. 173;Столбов Василий Анатольевич;19.10.1990;28,0;;Ликвидируется;049401825;Удмуртская Республика;Публичные акционерные общества;Частная собственность;176 668 000;;Находится в стадии ликвидации от 25.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 19.09.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
