Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2017 - 2мес., Чистые активы, RUB;2017 - 3мес., Чистые активы, RUB;2017 - 4мес., Чистые активы, RUB;2017 - 5мес., Чистые активы, RUB;2017 - 6мес., Чистые активы, RUB;2017 - 7мес., Чистые активы, RUB;2017 - 8мес., Чистые активы, RUB;2017 - 9мес., Чистые активы, RUB;2017 - 10мес., Чистые активы, RUB;2017 - 11мес., Чистые активы, RUB;2017 - 12мес., Чистые активы, RUB;2018 - 1мес., Чистые активы, RUB;2017 - 2мес., Счета в Банке России, RUB;2017 - 3мес., Счета в Банке России, RUB;2017 - 4мес., Счета в Банке России, RUB;2017 - 5мес., Счета в Банке России, RUB;2017 - 6мес., Счета в Банке России, RUB;2017 - 7мес., Счета в Банке России, RUB;2017 - 8мес., Счета в Банке России, RUB;2017 - 9мес., Счета в Банке России, RUB;2017 - 10мес., Счета в Банке России, RUB;2017 - 11мес., Счета в Банке России, RUB;2017 - 12мес., Счета в Банке России, RUB;2018 - 1мес., Счета в Банке России, RUB;2017 - 2мес., Коррсчета (НОСТРО), RUB;2017 - 3мес., Коррсчета (НОСТРО), RUB;2017 - 4мес., Коррсчета (НОСТРО), RUB;2017 - 5мес., Коррсчета (НОСТРО), RUB;2017 - 6мес., Коррсчета (НОСТРО), RUB;2017 - 7мес., Коррсчета (НОСТРО), RUB;2017 - 8мес., Коррсчета (НОСТРО), RUB;2017 - 9мес., Коррсчета (НОСТРО), RUB;2017 - 10мес., Коррсчета (НОСТРО), RUB;2017 - 11мес., Коррсчета (НОСТРО), RUB;2017 - 12мес., Коррсчета (НОСТРО), RUB;2018 - 1мес., Коррсчета (НОСТРО), RUB;2017 - 2мес., Ценные бумаги, RUB;2017 - 3мес., Ценные бумаги, RUB;2017 - 4мес., Ценные бумаги, RUB;2017 - 5мес., Ценные бумаги, RUB;2017 - 6мес., Ценные бумаги, RUB;2017 - 7мес., Ценные бумаги, RUB;2017 - 8мес., Ценные бумаги, RUB;2017 - 9мес., Ценные бумаги, RUB;2017 - 10мес., Ценные бумаги, RUB;2017 - 11мес., Ценные бумаги, RUB;2017 - 12мес., Ценные бумаги, RUB;2018 - 1мес., Ценные бумаги, RUB;2017 - 2мес., Кредиты, RUB;2017 - 3мес., Кредиты, RUB;2017 - 4мес., Кредиты, RUB;2017 - 5мес., Кредиты, RUB;2017 - 6мес., Кредиты, RUB;2017 - 7мес., Кредиты, RUB;2017 - 8мес., Кредиты, RUB;2017 - 9мес., Кредиты, RUB;2017 - 10мес., Кредиты, RUB;2017 - 11мес., Кредиты, RUB;2017 - 12мес., Кредиты, RUB;2018 - 1мес., Кредиты, RUB;2017 - 2мес., Кредиты организациям, RUB;2017 - 3мес., Кредиты организациям, RUB;2017 - 4мес., Кредиты организациям, RUB;2017 - 5мес., Кредиты организациям, RUB;2017 - 6мес., Кредиты организациям, RUB;2017 - 7мес., Кредиты организациям, RUB;2017 - 8мес., Кредиты организациям, RUB;2017 - 9мес., Кредиты организациям, RUB;2017 - 10мес., Кредиты организациям, RUB;2017 - 11мес., Кредиты организациям, RUB;2017 - 12мес., Кредиты организациям, RUB;2018 - 1мес., Кредиты организациям, RUB;2017 - 2мес., Кредиты физическим лицам, RUB;2017 - 3мес., Кредиты физическим лицам, RUB;2017 - 4мес., Кредиты физическим лицам, RUB;2017 - 5мес., Кредиты физическим лицам, RUB;2017 - 6мес., Кредиты физическим лицам, RUB;2017 - 7мес., Кредиты физическим лицам, RUB;2017 - 8мес., Кредиты физическим лицам, RUB;2017 - 9мес., Кредиты физическим лицам, RUB;2017 - 10мес., Кредиты физическим лицам, RUB;2017 - 11мес., Кредиты физическим лицам, RUB;2017 - 12мес., Кредиты физическим лицам, RUB;2018 - 1мес., Кредиты физическим лицам, RUB;2017 - 2мес., Кредиты другим банкам (МБК), RUB;2017 - 3мес., Кредиты другим банкам (МБК), RUB;2017 - 4мес., Кредиты другим банкам (МБК), RUB;2017 - 5мес., Кредиты другим банкам (МБК), RUB;2017 - 6мес., Кредиты другим банкам (МБК), RUB;2017 - 7мес., Кредиты другим банкам (МБК), RUB;2017 - 8мес., Кредиты другим банкам (МБК), RUB;2017 - 9мес., Кредиты другим банкам (МБК), RUB;2017 - 10мес., Кредиты другим банкам (МБК), RUB;2017 - 11мес., Кредиты другим банкам (МБК), RUB;2017 - 12мес., Кредиты другим банкам (МБК), RUB;2018 - 1мес., Кредиты другим банкам (МБК), RUB;2017 - 2мес., Основные средства, RUB;2017 - 3мес., Основные средства, RUB;2017 - 4мес., Основные средства, RUB;2017 - 5мес., Основные средства, RUB;2017 - 6мес., Основные средства, RUB;2017 - 7мес., Основные средства, RUB;2017 - 8мес., Основные средства, RUB;2017 - 9мес., Основные средства, RUB;2017 - 10мес., Основные средства, RUB;2017 - 11мес., Основные средства, RUB;2017 - 12мес., Основные средства, RUB;2018 - 1мес., Основные средства, RUB;2017 - 2мес., Учтённые векселя, RUB;2017 - 3мес., Учтённые векселя, RUB;2017 - 4мес., Учтённые векселя, RUB;2017 - 5мес., Учтённые векселя, RUB;2017 - 6мес., Учтённые векселя, RUB;2017 - 7мес., Учтённые векселя, RUB;2017 - 8мес., Учтённые векселя, RUB;2017 - 9мес., Учтённые векселя, RUB;2017 - 10мес., Учтённые векселя, RUB;2017 - 11мес., Учтённые векселя, RUB;2017 - 12мес., Учтённые векселя, RUB;2018 - 1мес., Учтённые векселя, RUB
89;МОБИЛБАНК, ОАО;532;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОБИЛБАНК""";426000, Удмуртская респ, г. Ижевск, ул. Свободы, д. 173;Столбов Василий Анатольевич;19.10.1990;28,0;;Ликвидируется;049401825;Удмуртская Республика;Публичные акционерные общества;Частная собственность;176 668 000;;Находится в стадии ликвидации от 25.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 19.09.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;МБФИ, ОАО БАНК;2073;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ БАНК ФИНАНСОВ И ИНВЕСТИЦИЙ""";105062, г. Москва, пер. Подсосенский, д. 17;Захваткин Михаил Евгеньевич;25.04.1997;21,5;;Ликвидируется;044525536;Москва;Публичные акционерные общества;Частная собственность;180 000 000;;Находится в стадии ликвидации от 18.10.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 27.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;АЗИМУТ (ПАО), АКБ;3154;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""АЗИМУТ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125190, г. Москва, проспект Ленинградский, д. 80/2 корп. 5 А;Пастушенко Дмитрий Сергеевич;14.11.1994;24,0;;Ликвидируется;044525197;Москва;Публичные акционерные общества;Частная собственность;180 000 000;;Находится в стадии ликвидации от 14.10.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 19.06.2015, Решение о признании должника банкротом и открытии конкурсного производства от 24.10.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;УНИВЕРСАЛТРАСТ (ООО), КБ;3402;"УНИВЕРСАЛЬНЫЙ ДОВЕРИТЕЛЬНЫЙ БАНК ""УНИВЕРСАЛТРАСТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119180, г. Москва, пер. Голутвинский 1-Й, д. 6(Офисное здание);Баушева Надежда Сергеевна;11.04.2002;17,0;;Ликвидируется;044525726;Москва;Общества с ограниченной ответственностью;Частная собственность;180 000 000;;Находится в стадии ликвидации от 31.01.2013, Решение о признании должника банкротом и открытии конкурсного производства от 19.12.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;НАВИГАТОР (ОАО), БАНК;2469;"БАНК ""НАВИГАТОР"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119421, г. Москва, ул. Новаторов, д. 7А корп. 2(Бизнес-центр «Нижегородский»);Мащев Александр Борисович;24.08.1993;25,5;;Ликвидируется;044525477;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;180 000 002;;Находится в стадии ликвидации от 26.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 30.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;ПК-БАНК, ООО;2652;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛЬНЫЙ КРЕДИТНЫЙ БАНК""";603109, Нижегородская обл, г. Нижний Новгород, набережная Им Федоровского, д. 8;Баклицкий Денис Николаевич;19.01.1994;25,0;;Ликвидируется;042202735;Нижегородская область;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;180 002 000;;Находится в стадии ликвидации от 25.05.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 19.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;МГМБ, ООО;3192;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" МАХАЧКАЛИНСКИЙ ГОРОДСКОЙ МУНИЦИПАЛЬНЫЙ БАНК""";367000, Дагестан респ, г. Махачкала, ул. Максима Горького, д. 23;Джамалудинов Магомедгази Далгатович;30.12.1994;24,0;;Ликвидируется;048209943;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;180 225 000;;Находится в стадии ликвидации от 21.11.2013, Решение о признании банка банкротом (о принудительной ликвидации) от 28.08.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;СИМБИРСК, ОАО ГБ;653;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ГУБЕРНСКИЙ БАНК ""СИМБИРСК""";432017, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 5;Свистунов Аркадий Николаевич;31.10.1990;28,0;;Ликвидируется;047308811;Ульяновская область;Публичные акционерные общества;Частная собственность;180 233 500;;Находится в стадии ликвидации от 29.04.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 11.11.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;АРСЕНАЛ ООО, КБ;3000;"КОММЕРЧЕСКИЙ БАНК ""АРСЕНАЛ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";123557, г. Москва, ул. Пресненский Вал, д. 14 стр. 3;Мащев Александр Борисович;04.08.1994;24,5;;Ликвидируется;044525686;Москва;Общества с ограниченной ответственностью;Иная смешанная российская собственность;180 338 000;;Находится в стадии ликвидации от 31.01.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 21.09.2017;885 587 000;854 961 000;862 520 000;935 003 000;914 476 000;969 279 000;928 970 000;;;;;;19 444 000;32 684 000;19 571 000;15 854 000;27 812 000;14 371 000;15 862 000;;;;;;18 875 000;33 170 000;7 113 000;1 249 000;1 676 000;41 159 000;12 839 000;;;;;;55 149 000;55 822 000;55 962 000;55 954 000;55 942 000;55 911 000;55 947 000;;;;;;541 399 000;445 893 000;488 113 000;426 216 000;392 951 000;399 634 000;420 829 000;;;;;;312 722 000;237 148 000;288 688 000;282 372 000;245 230 000;229 126 000;230 547 000;;;;;;200 408 000;180 659 000;181 522 000;141 124 000;145 184 000;143 154 000;140 111 000;;;;;;25 000 000;25 000 000;15 000 000;0;0;25 000 000;48 000 000;;;;;;164 209 000;164 070 000;163 867 000;336 821 000;336 779 000;336 696 000;336 644 000;;;;;;0;0;0;0;0;0;0;;;;;
98;ЛАЙТБАНК, ООО КБ;3177;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ЛАЙТ""";107017, г. Москва, ул. Басманная Нов, д. 22/2 корп. 5,6,7;Медведков Максим Викторович;13.12.1994;24,0;;Ликвидируется;044525381;Москва;Общества с ограниченной ответственностью;Частная собственность;180 800 000;;Находится в стадии ликвидации от 19.06.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 29.03.2018;1 704 101 000;1 736 545 000;1 816 507 000;1 828 850 000;1 857 720 000;1 865 199 000;1 845 277 000;1 939 646 000;1 746 770 000;1 743 687 000;1 808 249 000;1 732 033 000;161 295 000;176 980 000;155 155 000;160 030 000;120 590 000;102 101 000;65 478 000;114 133 000;326 721 000;144 348 000;231 206 000;188 580 000;162 458 000;164 491 000;205 242 000;205 693 000;200 250 000;238 847 000;315 917 000;318 682 000;120 962 000;181 653 000;152 985 000;99 929 000;0;0;0;0;0;0;0;0;0;0;0;0;924 005 000;941 873 000;944 542 000;959 860 000;982 501 000;953 360 000;954 105 000;983 087 000;983 101 000;1 113 179 000;1 083 777 000;1 077 541 000;323 873 000;342 910 000;349 335 000;340 801 000;358 811 000;313 176 000;318 916 000;355 004 000;369 505 000;394 508 000;373 189 000;347 274 000;597 177 000;596 088 000;592 301 000;616 177 000;620 677 000;637 147 000;632 194 000;625 124 000;610 645 000;715 696 000;707 650 000;727 396 000;2 955 000;2 875 000;2 906 000;2 882 000;3 013 000;3 037 000;2 995 000;2 959 000;2 951 000;2 975 000;2 938 000;2 871 000;22 250 000;40 328 000;39 848 000;39 325 000;39 226 000;38 972 000;39 787 000;40 351 000;46 079 000;48 819 000;47 222 000;45 352 000;0;0;0;0;0;0;0;0;0;0;0;0
99;МФБАНК ООО, КБ;3163;"КОММЕРЧЕСКИЙ БАНК ""МЕЖДУНАРОДНЫЙ ФОНДОВЫЙ БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";115184, г. Москва, ул. Татарская Б., д. 38/1 корп. 1;Валлен Олег Эрлинович;01.12.1994;24,0;;Ликвидируется;044525387;Москва;Общества с ограниченной ответственностью;Частная собственность;181 000 000;;Находится в стадии ликвидации от 23.01.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 04.10.2017;3 710 309 000;3 537 215 000;3 706 865 000;3 801 808 000;4 295 009 000;4 400 039 000;4 121 912 000;;;;;;128 608 000;67 897 000;110 193 000;103 376 000;163 187 000;90 241 000;140 917 000;;;;;;33 852 000;38 328 000;65 129 000;134 237 000;182 263 000;149 453 000;36 888 000;;;;;;43 231 000;43 238 000;43 245 000;43 253 000;352 622 000;462 894 000;354 050 000;;;;;;2 869 652 000;2 773 580 000;2 826 687 000;2 814 784 000;2 869 663 000;3 002 066 000;2 956 001 000;;;;;;1 972 497 000;1 897 386 000;1 927 271 000;1 892 145 000;1 891 561 000;1 990 450 000;2 004 190 000;;;;;;894 521 000;873 560 000;894 503 000;917 726 000;973 189 000;1 007 947 000;948 142 000;;;;;;2 634 000;2 634 000;4 913 000;4 913 000;4 913 000;3 669 000;3 669 000;;;;;;326 319 000;367 793 000;364 359 000;429 052 000;425 404 000;421 764 000;293 933 000;;;;;;2 530 000;2 537 000;2 544 000;2 552 000;2 559 000;2 567 000;2 574 000;;;;;
100;ПЕРВЫЙ ДЕПОЗИТНЫЙ, ООО КБ;1244;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРВЫЙ ДЕПОЗИТНЫЙ БАНК""";127055, г. Москва, ул. Тихвинская, д. 20;Валлен Олег Эрлинович;20.12.1990;28,0;;Ликвидируется;044525737;Москва;Общества с ограниченной ответственностью;Частная собственность;181 205 000;;Находится в стадии ликвидации от 19.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 22.09.2014, Решение о признании должника банкротом и открытии конкурсного производства от 08.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;ИНСТРОЙБАНК, ООО КБ;2743;"КОММЕРЧЕСКИЙ БАНК ""МУНИЦИПАЛЬНЫЙ ИНВЕСТИЦИОННЫЙ СТРОИТЕЛЬНЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119330, г. Москва, ул. Дружбы, д. 10А;Баклицкий Денис Николаевич;05.03.1994;25,0;;Ликвидируется;044525690;Москва;Общества с ограниченной ответственностью;Частная собственность;182 100 000;;Находится в стадии ликвидации от 07.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 30.11.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;ЛАДА-КРЕДИТ, ЗАО КБ;2668;"КОММЕРЧЕСКИЙ БАНК ""ЛАДА-КРЕДИТ"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";117630, г. Москва, ул. Обручева, д. 23;Валлен Олег Эрлинович;28.01.1994;25,0;;Ликвидируется;044525928;Москва;Непубличные акционерные общества;Частная собственность;182 520 000;;Находится в стадии ликвидации от 26.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.10.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;БИЗНЕСБАНК, ООО;2862;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕСБАНК""";367000, Дагестан респ, г. Махачкала, ул. Радищева, д. 4;Джамалудинов Магомедгази Далгатович;25.05.1994;24,5;;Ликвидируется;048209796;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;183 538 000;;Находится в стадии ликвидации от 04.03.2014, Решение о признании должника банкротом и открытии конкурсного производства от 18.12.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;НЗБАНК , ОАО, АКБ;2944;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""НАЦИОНАЛЬНЫЙ ЗАЛОГОВЫЙ БАНК"" ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО";141707, Московская обл., г. Долгопрудный, ул. Первомайская, д. 21;Майоров Денис Владимирович;29.06.1994;24,5;;Ликвидируется;044525259;Московская область;Публичные акционерные общества;Частная собственность;184 650 000;;Находится в стадии ликвидации от 17.02.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 18.11.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;МВКБ, ОАО КБ;2863;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""МОСВОДОКАНАЛБАНК""";105062, г. Москва, пер. Подсосенский, д. 23 стр. 2;Валлен Олег Эрлинович;25.05.1994;24,5;;Ликвидируется;044525286;Москва;Публичные акционерные общества;Частная собственность;184 761 524;;Находится в стадии ликвидации от 27.06.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 28.03.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;СОЧИ, ООО КИИБ;1271;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ ИПОТЕЧНО-ИНВЕСТИЦИОННЫЙ БАНК ""СОЧИ""";354000, Краснодарский кр, г. Сочи, ул. Советская, д. 40;Агентство По Страхованию Вкладов;24.12.1990;28,0;;Ликвидируется;040396844;Краснодарский край;Общества с ограниченной ответственностью;Иная смешанная российская собственность;186 360 529;;Находится в стадии ликвидации от 16.04.2009, Отозвана Генеральная лицензия на осуществление банковских операций от 19.11.2008, Решение о признании должника банкротом и открытии конкурсного производства от 19.01.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;1БАНК, ПАО АКБ;2896;АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК «1БАНК» (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);362040, Северная Осетия - Алания респ., г. Владикавказ, пер. Станиславского, д. 10;Березуцкий Георгий Петрович;10.06.1994;24,5;;Ликвидируется;049033746;Северная Осетия (Республика)-Алания;Публичные акционерные общества;Частная собственность;188 000 000;;Находится в стадии ликвидации от 30.06.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 17.03.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;СИ ДИ БИ БАНК, АО;3339;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИ ДИ БИ БАНК""";350015, Краснодарский кр., г. Краснодар, ул. Северная, д. 400/170;Юдин Алексей Михайлович;12.04.1999;20,0;;Ликвидируется;040349981;Краснодарский край;Непубличные акционерные общества;Собственность иностранных юридических лиц;189 000 000;;Находится в стадии ликвидации от 11.01.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 06.12.2018;893 902 000;834 545 000;802 601 000;710 235 000;691 385 000;689 115 000;711 057 000;717 683 000;701 205 000;696 926 000;690 888 000;697 680 000;69 365 000;26 775 000;20 463 000;25 001 000;16 010 000;20 076 000;9 450 000;44 468 000;79 979 000;60 395 000;80 120 000;56 041 000;5 406 000;4 055 000;3 701 000;2 956 000;1 391 000;5 744 000;5 170 000;7 028 000;4 292 000;31 609 000;4 499 000;24 206 000;0;0;0;0;0;0;0;0;0;0;0;0;379 614 000;439 076 000;428 560 000;390 108 000;367 138 000;373 036 000;375 382 000;365 298 000;359 753 000;362 336 000;368 975 000;362 014 000;366 086 000;425 346 000;415 079 000;376 826 000;353 498 000;359 945 000;357 509 000;347 784 000;342 207 000;344 329 000;351 086 000;344 701 000;13 528 000;13 730 000;13 481 000;13 282 000;13 640 000;13 091 000;17 873 000;17 514 000;17 546 000;18 007 000;17 889 000;17 313 000;0;0;0;0;0;0;0;0;0;0;0;0;7 124 000;6 916 000;6 725 000;6 522 000;6 345 000;6 146 000;5 936 000;5 750 000;6 476 000;6 271 000;6 072 000;5 854 000;0;0;0;0;0;0;0;0;0;0;0;0
109;РУСИЧ ЦЕНТР БАНК, ОАО;2793;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСИЧ ЦЕНТР БАНК""";101000, г. Москва, проезд Лубянский, д. 11/1 корп. 1;Баушева Надежда Сергеевна;19.04.1994;24,5;;Ликвидируется;044525954;Москва;Публичные акционерные общества;Частная собственность;189 750 000;;Находится в стадии ликвидации от 25.10.2011, Решение о признании должника банкротом и открытии конкурсного производства от 20.09.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;РИНВЕСТБАНК, ООО РИКБ;3262;"РЕГИОНАЛЬНЫЙ ИНВЕСТИЦИОННЫЙ КОММЕРЧЕСКИЙ БАНК ""РИНВЕСТБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";390000, Рязанская обл., г. Рязань, проспект Первомайский, д. 14;Королёв Григорий Евгеньевич;07.07.1995;23,5;;Ликвидируется;046126790;Рязанская область;Общества с ограниченной ответственностью;Частная собственность;189 934 560;;Находится в стадии ликвидации от 26.07.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 14.07.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
