Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2014 - 2мес., Чистые активы, RUB;2014 - 3мес., Чистые активы, RUB;2014 - 4мес., Чистые активы, RUB;2014 - 5мес., Чистые активы, RUB;2014 - 6мес., Чистые активы, RUB;2014 - 7мес., Чистые активы, RUB;2014 - 8мес., Чистые активы, RUB;2014 - 9мес., Чистые активы, RUB;2014 - 10мес., Чистые активы, RUB;2014 - 11мес., Чистые активы, RUB;2014 - 12мес., Чистые активы, RUB;2015 - 1мес., Чистые активы, RUB;2014 - 2мес., Счета в Банке России, RUB;2014 - 3мес., Счета в Банке России, RUB;2014 - 4мес., Счета в Банке России, RUB;2014 - 5мес., Счета в Банке России, RUB;2014 - 6мес., Счета в Банке России, RUB;2014 - 7мес., Счета в Банке России, RUB;2014 - 8мес., Счета в Банке России, RUB;2014 - 9мес., Счета в Банке России, RUB;2014 - 10мес., Счета в Банке России, RUB;2014 - 11мес., Счета в Банке России, RUB;2014 - 12мес., Счета в Банке России, RUB;2015 - 1мес., Счета в Банке России, RUB;2014 - 2мес., Коррсчета (НОСТРО), RUB;2014 - 3мес., Коррсчета (НОСТРО), RUB;2014 - 4мес., Коррсчета (НОСТРО), RUB;2014 - 5мес., Коррсчета (НОСТРО), RUB;2014 - 6мес., Коррсчета (НОСТРО), RUB;2014 - 7мес., Коррсчета (НОСТРО), RUB;2014 - 8мес., Коррсчета (НОСТРО), RUB;2014 - 9мес., Коррсчета (НОСТРО), RUB;2014 - 10мес., Коррсчета (НОСТРО), RUB;2014 - 11мес., Коррсчета (НОСТРО), RUB;2014 - 12мес., Коррсчета (НОСТРО), RUB;2015 - 1мес., Коррсчета (НОСТРО), RUB;2014 - 2мес., Ценные бумаги, RUB;2014 - 3мес., Ценные бумаги, RUB;2014 - 4мес., Ценные бумаги, RUB;2014 - 5мес., Ценные бумаги, RUB;2014 - 6мес., Ценные бумаги, RUB;2014 - 7мес., Ценные бумаги, RUB;2014 - 8мес., Ценные бумаги, RUB;2014 - 9мес., Ценные бумаги, RUB;2014 - 10мес., Ценные бумаги, RUB;2014 - 11мес., Ценные бумаги, RUB;2014 - 12мес., Ценные бумаги, RUB;2015 - 1мес., Ценные бумаги, RUB;2014 - 2мес., Кредиты, RUB;2014 - 3мес., Кредиты, RUB;2014 - 4мес., Кредиты, RUB;2014 - 5мес., Кредиты, RUB;2014 - 6мес., Кредиты, RUB;2014 - 7мес., Кредиты, RUB;2014 - 8мес., Кредиты, RUB;2014 - 9мес., Кредиты, RUB;2014 - 10мес., Кредиты, RUB;2014 - 11мес., Кредиты, RUB;2014 - 12мес., Кредиты, RUB;2015 - 1мес., Кредиты, RUB;2014 - 2мес., Кредиты организациям, RUB;2014 - 3мес., Кредиты организациям, RUB;2014 - 4мес., Кредиты организациям, RUB;2014 - 5мес., Кредиты организациям, RUB;2014 - 6мес., Кредиты организациям, RUB;2014 - 7мес., Кредиты организациям, RUB;2014 - 8мес., Кредиты организациям, RUB;2014 - 9мес., Кредиты организациям, RUB;2014 - 10мес., Кредиты организациям, RUB;2014 - 11мес., Кредиты организациям, RUB;2014 - 12мес., Кредиты организациям, RUB;2015 - 1мес., Кредиты организациям, RUB;2014 - 2мес., Кредиты физическим лицам, RUB;2014 - 3мес., Кредиты физическим лицам, RUB;2014 - 4мес., Кредиты физическим лицам, RUB;2014 - 5мес., Кредиты физическим лицам, RUB;2014 - 6мес., Кредиты физическим лицам, RUB;2014 - 7мес., Кредиты физическим лицам, RUB;2014 - 8мес., Кредиты физическим лицам, RUB;2014 - 9мес., Кредиты физическим лицам, RUB;2014 - 10мес., Кредиты физическим лицам, RUB;2014 - 11мес., Кредиты физическим лицам, RUB;2014 - 12мес., Кредиты физическим лицам, RUB;2015 - 1мес., Кредиты физическим лицам, RUB;2014 - 2мес., Кредиты другим банкам (МБК), RUB;2014 - 3мес., Кредиты другим банкам (МБК), RUB;2014 - 4мес., Кредиты другим банкам (МБК), RUB;2014 - 5мес., Кредиты другим банкам (МБК), RUB;2014 - 6мес., Кредиты другим банкам (МБК), RUB;2014 - 7мес., Кредиты другим банкам (МБК), RUB;2014 - 8мес., Кредиты другим банкам (МБК), RUB;2014 - 9мес., Кредиты другим банкам (МБК), RUB;2014 - 10мес., Кредиты другим банкам (МБК), RUB;2014 - 11мес., Кредиты другим банкам (МБК), RUB;2014 - 12мес., Кредиты другим банкам (МБК), RUB;2015 - 1мес., Кредиты другим банкам (МБК), RUB;2014 - 2мес., Основные средства, RUB;2014 - 3мес., Основные средства, RUB;2014 - 4мес., Основные средства, RUB;2014 - 5мес., Основные средства, RUB;2014 - 6мес., Основные средства, RUB;2014 - 7мес., Основные средства, RUB;2014 - 8мес., Основные средства, RUB;2014 - 9мес., Основные средства, RUB;2014 - 10мес., Основные средства, RUB;2014 - 11мес., Основные средства, RUB;2014 - 12мес., Основные средства, RUB;2015 - 1мес., Основные средства, RUB;2014 - 2мес., Учтённые векселя, RUB;2014 - 3мес., Учтённые векселя, RUB;2014 - 4мес., Учтённые векселя, RUB;2014 - 5мес., Учтённые векселя, RUB;2014 - 6мес., Учтённые векселя, RUB;2014 - 7мес., Учтённые векселя, RUB;2014 - 8мес., Учтённые векселя, RUB;2014 - 9мес., Учтённые векселя, RUB;2014 - 10мес., Учтённые векселя, RUB;2014 - 11мес., Учтённые векселя, RUB;2014 - 12мес., Учтённые векселя, RUB;2015 - 1мес., Учтённые векселя, RUB
32;КРЕДИТБАНКК, ОАО ККБ;1035;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КАЛМЫЦКИЙ КОММЕРЧЕСКИЙ БАНК ""КРЕДИТБАНК""";358000, Калмыкия респ., г. Элиста, ул. Им Ю.Нейман, д. 3А;Валлен Олег Эрлинович;29.11.1990;28,0;;Ликвидируется;048580724;Калмыкия (Республика);Публичные акционерные общества;Частная собственность;69 082 000;;Находится в стадии ликвидации от 10.03.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 16.10.2014;928 143 000;1 140 222 000;1 645 100 000;1 090 749 000;1 330 724 000;1 219 444 000;1 160 916 000;1 104 399 000;;;;;159 984 000;347 042 000;409 891 000;248 522 000;213 256 000;102 224 000;64 018 000;52 756 000;;;;;8 931 000;4 836 000;16 505 000;5 266 000;14 060 000;11 580 000;6 761 000;5 127 000;;;;;0;0;0;0;0;0;0;0;;;;;571 903 000;597 547 000;1 019 280 000;622 314 000;793 105 000;820 259 000;846 362 000;928 926 000;;;;;520 339 000;554 057 000;578 107 000;582 357 000;729 847 000;754 893 000;781 804 000;863 859 000;;;;;51 564 000;43 490 000;41 173 000;39 957 000;63 258 000;65 366 000;64 558 000;65 067 000;;;;;0;0;400 000 000;0;0;0;0;0;;;;;10 305 000;10 285 000;10 161 000;10 203 000;10 148 000;10 133 000;10 024 000;5 523 000;;;;;0;0;0;0;0;0;0;0;;;;
33;БАНК-Т (ОАО);625;БАНК - Т (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);123610, г. Москва, набережная Краснопресненская, д. 12(Бизнес-центр «Центр Международной Торговли»);Мащев Александр Борисович;19.10.1990;28,0;;Ликвидируется;044525436;Москва;Публичные акционерные общества;Совместная частная и иностранная собственность;70 000 000;;Находится в стадии ликвидации от 03.02.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 26.11.2014;7 593 220 000;7 376 250 000;7 829 410 000;8 444 889 000;9 087 032 000;9 444 554 000;10 703 022 000;10 822 933 000;10 625 587 000;;;;306 668 000;287 618 000;315 077 000;343 034 000;396 354 000;358 278 000;382 949 000;425 691 000;292 097 000;;;;126 659 000;52 836 000;60 225 000;184 216 000;187 427 000;231 543 000;124 818 000;103 852 000;78 731 000;;;;917 969 000;567 287 000;511 016 000;522 463 000;656 161 000;852 802 000;866 339 000;1 229 625 000;821 236 000;;;;3 720 946 000;3 592 020 000;4 084 550 000;5 295 710 000;6 282 850 000;6 391 027 000;6 626 435 000;6 819 758 000;7 232 084 000;;;;3 051 840 000;3 175 245 000;3 652 771 000;4 849 069 000;5 809 627 000;5 873 139 000;6 068 078 000;6 253 647 000;6 639 456 000;;;;518 565 000;266 239 000;281 243 000;296 120 000;322 719 000;367 353 000;408 191 000;415 520 000;441 977 000;;;;541 000;536 000;536 000;521 000;504 000;535 000;166 000;591 000;651 000;;;;220 202 000;221 556 000;222 494 000;223 469 000;224 205 000;224 048 000;1 179 316 000;1 178 889 000;1 178 646 000;;;;0;0;0;0;0;0;0;0;0;;;
34;ОЛМА-БАНК (ООО), ИКБ;3250;"ИНВЕСТИЦИОННО-КОММЕРЧЕСКИЙ БАНК ""ОЛМА-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";103051, г. Москва, ул. Садовая-Каретная, д. 20 корп. 1;Селезнев Михаил Игоревич;18.04.1995;23,5;;Ликвидируется;044525295;Москва;Общества с ограниченной ответственностью;Частная собственность;71 000 000;;Находится в стадии ликвидации от 20.03.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 18.11.2016;494 468 000;604 604 000;577 641 000;622 033 000;604 666 000;492 689 000;496 595 000;477 075 000;383 017 000;515 543 000;501 887 000;473 969 000;51 706 000;16 716 000;66 542 000;56 076 000;72 732 000;11 955 000;18 302 000;19 840 000;21 426 000;125 199 000;181 086 000;153 049 000;16 580 000;61 731 000;28 119 000;12 733 000;10 313 000;10 581 000;9 483 000;9 155 000;9 498 000;9 244 000;12 426 000;14 415 000;17 090 000;17 099 000;17 107 000;17 116 000;17 124 000;17 133 000;17 142 000;17 150 000;17 159 000;17 167 000;0;0;294 345 000;264 296 000;224 221 000;294 211 000;264 393 000;212 875 000;210 717 000;188 708 000;160 700 000;194 692 000;121 238 000;137 938 000;120 800 000;120 800 000;120 800 000;90 800 000;90 800 000;88 800 000;68 800 000;68 800 000;39 800 000;37 800 000;37 800 000;37 300 000;87 974 000;87 925 000;87 850 000;87 840 000;58 022 000;73 504 000;73 346 000;73 337 000;68 329 000;68 321 000;67 867 000;85 067 000;85 571 000;55 571 000;15 571 000;115 571 000;115 571 000;50 571 000;68 571 000;46 571 000;52 571 000;88 571 000;15 571 000;15 571 000;101 702 000;230 771 000;230 475 000;230 178 000;229 882 000;229 585 000;229 289 000;228 994 000;160 504 000;160 280 000;160 059 000;159 838 000;17 090 000;17 099 000;17 107 000;17 116 000;17 124 000;17 133 000;17 142 000;17 150 000;17 159 000;17 167 000;0;0
35;ЕИБ ЗАО, АКБ;2503;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЕВРОПЕЙСКИЙ ИНДУСТРИАЛЬНЫЙ БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119049, г. Москва, ул. Коровий Вал, д. 9(Офисное здание);Леванов Виталий Алексеевич;21.09.1993;25,5;;Ликвидируется;044525703;Москва;Непубличные акционерные общества;Частная собственность;74 000 000;;Находится в стадии ликвидации от 19.12.2013, Решение о признании должника банкротом и открытии конкурсного производства от 01.11.2013;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
36;ПЛАТО-БАНК, ООО;2071;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТО-БАНК""";620102, Свердловская обл, г. Екатеринбург, ул. Шаумяна, д. 73;Сергеев Андрей Николаевич;09.09.1992;26,5;;Ликвидируется;046577851;Свердловская область;Общества с ограниченной ответственностью;Частная собственность;76 000 500;;Находится в стадии ликвидации от 10.08.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 13.05.2015;1 417 764 000;1 503 101 000;1 541 647 000;1 535 021 000;1 544 956 000;1 558 386 000;1 574 067 000;1 586 104 000;1 620 283 000;1 640 958 000;1 642 939 000;1 670 443 000;24 480 000;45 350 000;46 624 000;29 604 000;48 088 000;48 874 000;51 514 000;50 337 000;58 679 000;57 092 000;54 814 000;33 274 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818 012 000;814 105 000;834 677 000;847 124 000;846 525 000;857 465 000;869 613 000;880 188 000;898 643 000;913 166 000;923 275 000;979 632 000;802 047 000;799 435 000;820 357 000;832 763 000;831 103 000;842 375 000;854 076 000;865 521 000;884 237 000;899 048 000;908 056 000;929 605 000;15 965 000;14 670 000;14 320 000;14 361 000;15 422 000;15 090 000;15 537 000;14 667 000;14 406 000;14 118 000;15 219 000;15 027 000;0;0;0;0;0;0;0;0;0;0;0;35 000 000;565 595 000;622 217 000;637 680 000;637 631 000;637 584 000;637 531 000;637 482 000;637 436 000;637 429 000;637 331 000;637 293 000;637 246 000;0;0;0;0;0;0;0;0;0;0;0;0
37;РГТ-БАНК (ЗАО);2747;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""РУССКО - ГЕРМАНСКИЙ ТОРГОВЫЙ БАНК А.О."" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";121069, г. Москва, ул. Поварская, д. 27;Леванов Виталий Алексеевич;15.03.1994;25,0;;Ликвидируется;044525145;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;79 761 000;;Находится в стадии ликвидации от 06.05.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 21.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 10.03.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;СТОЛИЧНАЯ РАСЧЕТНАЯ ПАЛАТА, ООО НКО;3419;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""СТОЛИЧНАЯ РАСЧЕТНАЯ ПАЛАТА""";105094, г. Москва, ул. Гольяновская, д. 7 корп. 1;Каретников Леонид Михайлович;16.08.2002;16,5;;Ликвидируется;044525061;Москва;Общества с ограниченной ответственностью;Частная собственность;80 740 000;;Находится в стадии ликвидации от 17.05.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 22.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;АСКОЛЬД, ОАО БАНК;2480;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ""АСКОЛЬД""";214000, Смоленская обл., г. Смоленск, ул. Докучаева, д. 5;Пастушенко Дмитрий Сергеевич;02.03.2000;19,0;;Ликвидируется;046614718;Смоленская область;Публичные акционерные общества;Иная смешанная российская собственность;82 440 000;;Находится в стадии ликвидации от 02.04.2014, Решение о признании должника банкротом и открытии конкурсного производства от 06.02.2014;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
40;РУБЛЕВСКИЙ ООО, КБ;2192;"КОММЕРЧЕСКИЙ БАНК ""РУБЛЕВСКИЙ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";119991, г. Москва, ул. Льва Толстого, д. 5/1 стр. 1;Хализев Александр Викторович;03.02.1993;26,0;;Ликвидируется;044525337;Москва;Общества с ограниченной ответственностью;Частная собственность;85 000 000;;Находится в стадии ликвидации от 05.05.2014, Решение о признании должника банкротом и открытии конкурсного производства от 18.02.2014;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
41;РУНЭТБАНК, АО;2829;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУНЭТБАНК""";123056, г. Москва, ул. Гашека, д. 9 корп. 1 офис 4;Блантер Михаил;11.05.1994;24,5;;Ликвидируется;044525084;Москва;Непубличные акционерные общества;Частная собственность;91 360 000;;Находится в стадии ликвидации от 10.01.2019, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 14.12.2018;266 405 000;224 632 000;219 522 000;226 914 000;224 352 000;215 874 000;273 956 000;217 104 000;237 769 000;236 075 000;346 841 000;387 323 000;50 731 000;7 342 000;16 476 000;21 861 000;22 606 000;16 140 000;18 193 000;10 460 000;28 350 000;22 483 000;27 634 000;29 528 000;70 169 000;69 504 000;71 373 000;69 049 000;65 376 000;69 584 000;70 208 000;54 695 000;59 929 000;63 454 000;214 748 000;115 645 000;91 081 000;89 497 000;86 622 000;90 869 000;90 355 000;86 398 000;84 235 000;50 873 000;48 388 000;47 407 000;2 953 000;2 992 000;16 829 000;19 814 000;6 525 000;6 440 000;6 151 000;5 854 000;5 496 000;5 212 000;4 929 000;4 647 000;4 396 000;3 866 000;3 970 000;9 224 000;653 000;0;0;0;0;0;0;0;0;0;12 859 000;10 590 000;5 872 000;6 440 000;6 143 000;5 846 000;5 488 000;5 204 000;4 921 000;4 639 000;4 388 000;3 858 000;0;0;0;0;8 000;8 000;8 000;8 000;8 000;8 000;8 000;8 000;33 000 000;32 952 000;32 905 000;32 859 000;32 811 000;32 762 000;90 715 000;90 671 000;90 624 000;90 577 000;90 500 000;90 271 000;0;0;0;0;0;0;0;0;0;0;0;0
42;СЕВЕРИНВЕСТБАНК, ОАО;2264;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СЕВЕРНЫЙ ИНВЕСТИЦИОННЫЙ БАНК ЭКОНОМИЧЕСКОГО РАЗВИТИЯ;308004, Белгородская обл, г. Белгород, ул. Щорса, д. 51;Леванов Виталий Алексеевич;26.01.1993;26,0;;Ликвидируется;041403747;Белгородская область;Публичные акционерные общества;Частная собственность;92 000 000;;Находится в стадии ликвидации от 31.12.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 08.08.2014;873 920 000;870 862 000;888 663 000;798 846 000;863 652 000;798 249 000;;;;;;;98 509 000;126 562 000;113 104 000;29 042 000;214 946 000;66 149 000;;;;;;;5 948 000;6 793 000;3 549 000;6 027 000;12 771 000;3 882 000;;;;;;;1 150 000;1 150 000;1 150 000;1 150 000;1 150 000;1 150 000;;;;;;;525 656 000;502 582 000;525 366 000;527 844 000;400 111 000;499 491 000;;;;;;;291 939 000;280 303 000;266 576 000;249 939 000;221 379 000;212 883 000;;;;;;;223 717 000;222 279 000;213 790 000;205 905 000;178 732 000;176 608 000;;;;;;;10 000 000;0;45 000 000;72 000 000;0;110 000 000;;;;;;;172 075 000;171 688 000;171 315 000;170 939 000;170 531 000;166 752 000;;;;;;;0;0;0;0;0;0;;;;;;
43;НАФТАБАНК ООО, КБ;715;"КОММЕРЧЕСКИЙ БАНК ""НАФТАБАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";367010, Дагестан респ., г. Махачкала, ул. Абубакарова, д. 115;Джамалудинов Магомедгази Далгатович;05.11.1990;28,0;;Ликвидируется;048209992;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;92 600 000;;Находится в стадии ликвидации от 29.08.2014, Решение о признании должника банкротом и открытии конкурсного производства от 16.01.2014;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
44;РАСЧЕТНЫЙ ДОМ, ООО КБ;3350;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РАСЧЕТНЫЙ ДОМ""";115093, г. Москва, пер. Павловский 1-Й, д. 3;Мащев Александр Борисович;02.06.2000;18,5;;Ликвидируется;044525138;Москва;Общества с ограниченной ответственностью;Частная собственность;93 000 000;;Находится в стадии ликвидации от 29.06.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 26.02.2016;912 608 000;856 000 000;814 276 000;887 812 000;783 436 000;791 934 000;868 920 000;958 735 000;944 195 000;1 014 900 000;958 170 000;892 314 000;65 900 000;107 284 000;36 555 000;81 337 000;40 662 000;47 040 000;106 579 000;135 186 000;86 421 000;97 231 000;22 212 000;50 756 000;154 858 000;70 223 000;57 865 000;103 015 000;44 723 000;49 725 000;84 569 000;86 441 000;116 012 000;212 829 000;192 914 000;119 937 000;30 608 000;30 729 000;30 847 000;30 969 000;31 086 000;0;0;0;0;0;0;0;397 865 000;393 961 000;431 518 000;410 804 000;405 772 000;403 209 000;417 216 000;466 338 000;468 928 000;413 122 000;463 158 000;433 980 000;269 274 000;279 462 000;289 038 000;286 377 000;291 291 000;280 822 000;302 905 000;352 014 000;345 161 000;350 489 000;384 229 000;355 567 000;58 591 000;64 499 000;62 480 000;59 427 000;64 481 000;64 387 000;64 311 000;64 324 000;63 767 000;62 633 000;63 929 000;63 413 000;70 000 000;50 000 000;80 000 000;65 000 000;50 000 000;58 000 000;50 000 000;50 000 000;60 000 000;0;15 000 000;15 000 000;222 858 000;225 970 000;226 009 000;225 899 000;225 786 000;225 675 000;225 564 000;225 452 000;225 339 000;225 227 000;225 116 000;225 004 000;30 608 000;30 729 000;30 847 000;30 969 000;31 086 000;0;0;0;0;0;0;0
45;КАМЧАТКА, ООО КБ;2966;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КАМЧАТКА""";683024, Камчатский кр, г. Петропавловск-Камчатский, проспект 50 Лет Октября, д. 1/2;Королёв Григорий Евгеньевич;12.07.1994;24,5;;Ликвидируется;043002787;Камчатский край;Общества с ограниченной ответственностью;Смешанная российская собственность с долей федеральной собственности;94 000 000;;Находится в стадии ликвидации от 17.10.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;СИБИРСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК (ЗАО), АКБ;2604;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""СИБИРСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";105062, г. Москва, пер. Лялин, д. 7/2 стр. 4;Шубин Герман Александрович;06.12.1993;25,0;;Ликвидируется;044525504;Москва;Непубличные акционерные общества;Частная собственность;95 000 000;;Находится в стадии ликвидации от 13.07.2012, Решение о признании должника банкротом и открытии конкурсного производства от 30.05.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;СМОЛЕВИЧ (ПАО), БАНК;1121;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""СМОЛЕВИЧ""";216501, Смоленская обл., Рославльский район, г. Рославль, ул. Пролетарская, д. 47;Пастушенко Дмитрий Сергеевич;02.10.1998;20,5;;Ликвидируется;046615706;Смоленская область;Публичные акционерные общества;Частная собственность;100 000 000;;Находится в стадии ликвидации от 21.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 08.09.2015;1 166 130 000;1 113 754 000;1 116 206 000;1 140 972 000;1 162 002 000;1 152 655 000;1 158 678 000;1 203 756 000;1 182 541 000;1 293 144 000;1 284 266 000;1 357 512 000;54 283 000;43 639 000;56 518 000;71 971 000;111 521 000;110 384 000;110 907 000;121 238 000;63 249 000;191 359 000;141 850 000;186 105 000;1 035 000;1 287 000;1 474 000;4 405 000;4 851 000;5 316 000;4 834 000;8 703 000;11 293 000;10 857 000;18 634 000;18 037 000;17 000;17 000;17 000;17 000;17 000;17 000;0;0;0;0;0;0;872 383 000;820 563 000;802 300 000;779 547 000;779 643 000;765 644 000;751 556 000;755 145 000;757 315 000;749 080 000;806 979 000;794 030 000;430 232 000;394 593 000;388 404 000;372 839 000;378 829 000;376 869 000;358 393 000;361 137 000;360 417 000;352 690 000;352 191 000;317 771 000;441 250 000;425 078 000;413 004 000;405 842 000;399 973 000;387 882 000;392 255 000;393 023 000;395 813 000;395 198 000;383 382 000;374 541 000;901 000;892 000;892 000;866 000;841 000;893 000;908 000;985 000;1 085 000;1 192 000;71 406 000;101 718 000;190 445 000;189 314 000;188 572 000;189 663 000;186 937 000;191 773 000;199 036 000;201 238 000;202 678 000;203 069 000;198 048 000;197 899 000;0;0;0;0;0;0;0;0;0;0;0;0
