Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2013 - 2мес., Чистые активы, RUB;2013 - 3мес., Чистые активы, RUB;2013 - 4мес., Чистые активы, RUB;2013 - 5мес., Чистые активы, RUB;2013 - 6мес., Чистые активы, RUB;2013 - 7мес., Чистые активы, RUB;2013 - 8мес., Чистые активы, RUB;2013 - 9мес., Чистые активы, RUB;2013 - 10мес., Чистые активы, RUB;2013 - 11мес., Чистые активы, RUB;2013 - 12мес., Чистые активы, RUB;2014 - 1мес., Чистые активы, RUB;2013 - 2мес., Счета в Банке России, RUB;2013 - 3мес., Счета в Банке России, RUB;2013 - 4мес., Счета в Банке России, RUB;2013 - 5мес., Счета в Банке России, RUB;2013 - 6мес., Счета в Банке России, RUB;2013 - 7мес., Счета в Банке России, RUB;2013 - 8мес., Счета в Банке России, RUB;2013 - 9мес., Счета в Банке России, RUB;2013 - 10мес., Счета в Банке России, RUB;2013 - 11мес., Счета в Банке России, RUB;2013 - 12мес., Счета в Банке России, RUB;2014 - 1мес., Счета в Банке России, RUB;2013 - 2мес., Коррсчета (НОСТРО), RUB;2013 - 3мес., Коррсчета (НОСТРО), RUB;2013 - 4мес., Коррсчета (НОСТРО), RUB;2013 - 5мес., Коррсчета (НОСТРО), RUB;2013 - 6мес., Коррсчета (НОСТРО), RUB;2013 - 7мес., Коррсчета (НОСТРО), RUB;2013 - 8мес., Коррсчета (НОСТРО), RUB;2013 - 9мес., Коррсчета (НОСТРО), RUB;2013 - 10мес., Коррсчета (НОСТРО), RUB;2013 - 11мес., Коррсчета (НОСТРО), RUB;2013 - 12мес., Коррсчета (НОСТРО), RUB;2014 - 1мес., Коррсчета (НОСТРО), RUB;2013 - 2мес., Ценные бумаги, RUB;2013 - 3мес., Ценные бумаги, RUB;2013 - 4мес., Ценные бумаги, RUB;2013 - 5мес., Ценные бумаги, RUB;2013 - 6мес., Ценные бумаги, RUB;2013 - 7мес., Ценные бумаги, RUB;2013 - 8мес., Ценные бумаги, RUB;2013 - 9мес., Ценные бумаги, RUB;2013 - 10мес., Ценные бумаги, RUB;2013 - 11мес., Ценные бумаги, RUB;2013 - 12мес., Ценные бумаги, RUB;2014 - 1мес., Ценные бумаги, RUB;2013 - 2мес., Кредиты, RUB;2013 - 3мес., Кредиты, RUB;2013 - 4мес., Кредиты, RUB;2013 - 5мес., Кредиты, RUB;2013 - 6мес., Кредиты, RUB;2013 - 7мес., Кредиты, RUB;2013 - 8мес., Кредиты, RUB;2013 - 9мес., Кредиты, RUB;2013 - 10мес., Кредиты, RUB;2013 - 11мес., Кредиты, RUB;2013 - 12мес., Кредиты, RUB;2014 - 1мес., Кредиты, RUB;2013 - 2мес., Кредиты организациям, RUB;2013 - 3мес., Кредиты организациям, RUB;2013 - 4мес., Кредиты организациям, RUB;2013 - 5мес., Кредиты организациям, RUB;2013 - 6мес., Кредиты организациям, RUB;2013 - 7мес., Кредиты организациям, RUB;2013 - 8мес., Кредиты организациям, RUB;2013 - 9мес., Кредиты организациям, RUB;2013 - 10мес., Кредиты организациям, RUB;2013 - 11мес., Кредиты организациям, RUB;2013 - 12мес., Кредиты организациям, RUB;2014 - 1мес., Кредиты организациям, RUB;2013 - 2мес., Кредиты физическим лицам, RUB;2013 - 3мес., Кредиты физическим лицам, RUB;2013 - 4мес., Кредиты физическим лицам, RUB;2013 - 5мес., Кредиты физическим лицам, RUB;2013 - 6мес., Кредиты физическим лицам, RUB;2013 - 7мес., Кредиты физическим лицам, RUB;2013 - 8мес., Кредиты физическим лицам, RUB;2013 - 9мес., Кредиты физическим лицам, RUB;2013 - 10мес., Кредиты физическим лицам, RUB;2013 - 11мес., Кредиты физическим лицам, RUB;2013 - 12мес., Кредиты физическим лицам, RUB;2014 - 1мес., Кредиты физическим лицам, RUB;2013 - 2мес., Кредиты другим банкам (МБК), RUB;2013 - 3мес., Кредиты другим банкам (МБК), RUB;2013 - 4мес., Кредиты другим банкам (МБК), RUB;2013 - 5мес., Кредиты другим банкам (МБК), RUB;2013 - 6мес., Кредиты другим банкам (МБК), RUB;2013 - 7мес., Кредиты другим банкам (МБК), RUB;2013 - 8мес., Кредиты другим банкам (МБК), RUB;2013 - 9мес., Кредиты другим банкам (МБК), RUB;2013 - 10мес., Кредиты другим банкам (МБК), RUB;2013 - 11мес., Кредиты другим банкам (МБК), RUB;2013 - 12мес., Кредиты другим банкам (МБК), RUB;2014 - 1мес., Кредиты другим банкам (МБК), RUB;2013 - 2мес., Основные средства, RUB;2013 - 3мес., Основные средства, RUB;2013 - 4мес., Основные средства, RUB;2013 - 5мес., Основные средства, RUB;2013 - 6мес., Основные средства, RUB;2013 - 7мес., Основные средства, RUB;2013 - 8мес., Основные средства, RUB;2013 - 9мес., Основные средства, RUB;2013 - 10мес., Основные средства, RUB;2013 - 11мес., Основные средства, RUB;2013 - 12мес., Основные средства, RUB;2014 - 1мес., Основные средства, RUB;2013 - 2мес., Учтённые векселя, RUB;2013 - 3мес., Учтённые векселя, RUB;2013 - 4мес., Учтённые векселя, RUB;2013 - 5мес., Учтённые векселя, RUB;2013 - 6мес., Учтённые векселя, RUB;2013 - 7мес., Учтённые векселя, RUB;2013 - 8мес., Учтённые векселя, RUB;2013 - 9мес., Учтённые векселя, RUB;2013 - 10мес., Учтённые векселя, RUB;2013 - 11мес., Учтённые векселя, RUB;2013 - 12мес., Учтённые векселя, RUB;2014 - 1мес., Учтённые векселя, RUB
45;КАМЧАТКА, ООО КБ;2966;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КАМЧАТКА""";683024, Камчатский кр, г. Петропавловск-Камчатский, проспект 50 Лет Октября, д. 1/2;Королёв Григорий Евгеньевич;12.07.1994;24,5;;Ликвидируется;043002787;Камчатский край;Общества с ограниченной ответственностью;Смешанная российская собственность с долей федеральной собственности;94 000 000;;Находится в стадии ликвидации от 17.10.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;СИБИРСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК (ЗАО), АКБ;2604;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""СИБИРСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";105062, г. Москва, пер. Лялин, д. 7/2 стр. 4;Шубин Герман Александрович;06.12.1993;25,0;;Ликвидируется;044525504;Москва;Непубличные акционерные общества;Частная собственность;95 000 000;;Находится в стадии ликвидации от 13.07.2012, Решение о признании должника банкротом и открытии конкурсного производства от 30.05.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;СМОЛЕВИЧ (ПАО), БАНК;1121;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""СМОЛЕВИЧ""";216501, Смоленская обл., Рославльский район, г. Рославль, ул. Пролетарская, д. 47;Пастушенко Дмитрий Сергеевич;02.10.1998;20,5;;Ликвидируется;046615706;Смоленская область;Публичные акционерные общества;Частная собственность;100 000 000;;Находится в стадии ликвидации от 21.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 08.09.2015;1 486 684 000;1 511 790 000;1 496 288 000;1 538 358 000;1 629 006 000;1 634 616 000;1 659 645 000;1 689 868 000;1 681 448 000;1 618 524 000;1 267 046 000;1 213 761 000;309 564 000;288 980 000;189 878 000;223 302 000;289 201 000;249 786 000;179 370 000;185 101 000;204 691 000;112 446 000;55 241 000;44 685 000;8 088 000;19 396 000;13 681 000;18 343 000;18 890 000;19 049 000;22 653 000;23 342 000;18 793 000;20 070 000;178 000;311 000;17 000;17 000;17 000;17 000;17 000;17 000;17 000;17 000;17 000;17 000;17 000;17 000;912 604 000;949 993 000;1 031 725 000;1 040 197 000;1 063 571 000;1 109 100 000;1 189 509 000;1 200 037 000;1 194 792 000;1 230 647 000;977 363 000;935 237 000;495 778 000;521 739 000;592 357 000;581 879 000;582 228 000;595 411 000;667 033 000;655 123 000;647 663 000;689 956 000;502 591 000;476 154 000;416 060 000;427 477 000;438 587 000;457 528 000;480 525 000;512 867 000;521 645 000;544 105 000;546 328 000;539 861 000;474 772 000;459 083 000;766 000;777 000;781 000;790 000;818 000;822 000;831 000;809 000;801 000;830 000;0;0;181 124 000;181 424 000;184 002 000;184 593 000;185 346 000;188 215 000;191 988 000;192 212 000;191 888 000;190 945 000;187 734 000;186 573 000;0;0;0;0;0;0;0;0;0;0;0;0
48;ТАНДЕМБАНК, ООО;1951;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАНК ""ТАНДЕМ""";123290, г. Москва, шоссе Шелепихинское, д. 11 корп. 1;Захваткин Михаил Евгеньевич;14.02.1992;27,0;;Ликвидируется;044525392;Москва;Общества с ограниченной ответственностью;Частная собственность;100 000 000;;Находится в стадии ликвидации от 05.08.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 02.04.2015;1 443 330 000;1 464 634 000;1 579 870 000;1 581 282 000;1 436 941 000;1 356 505 000;1 288 751 000;1 350 908 000;1 355 708 000;1 299 565 000;1 194 234 000;1 221 065 000;50 667 000;55 855 000;46 736 000;72 099 000;67 295 000;53 453 000;46 690 000;88 110 000;59 158 000;59 482 000;58 832 000;46 680 000;44 588 000;49 405 000;90 313 000;91 222 000;71 661 000;59 569 000;43 239 000;54 318 000;44 509 000;35 720 000;35 677 000;40 954 000;572 546 000;560 908 000;549 807 000;601 254 000;603 841 000;608 265 000;617 556 000;620 229 000;647 115 000;664 282 000;579 900 000;570 461 000;710 747 000;739 108 000;832 630 000;765 303 000;638 662 000;582 609 000;525 460 000;513 789 000;553 568 000;496 992 000;486 910 000;509 669 000;408 023 000;446 455 000;435 436 000;429 131 000;427 472 000;429 811 000;447 613 000;410 823 000;415 276 000;426 916 000;422 502 000;410 510 000;12 724 000;12 653 000;12 194 000;11 172 000;11 190 000;12 798 000;12 847 000;12 966 000;13 292 000;15 076 000;14 408 000;14 159 000;290 000 000;280 000 000;385 000 000;325 000 000;200 000 000;140 000 000;65 000 000;90 000 000;125 000 000;55 000 000;50 000 000;85 000 000;2 271 000;2 233 000;2 262 000;2 150 000;2 072 000;2 012 000;1 985 000;4 157 000;4 049 000;3 830 000;3 827 000;3 690 000;0;0;0;0;0;0;0;0;0;1 441 000;0;0
49;БОРСКИЙ КОМБАНК, ООО;1303;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БОРСКИЙ КОММЕРЧЕСКИЙ БАНК;606440, Нижегородская обл, г. Бор, ул. Интернациональная, д. 23;Леванов Виталий Алексеевич;27.12.1990;28,0;;Ликвидируется;042202753;Нижегородская область;Общества с ограниченной ответственностью;Частная собственность;101 028 000;;Находится в стадии ликвидации от 31.03.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 29.09.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 25.01.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;БЗЛ, ОАО ИНВЕСТБАНК;1282;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ИНВЕСТИЦИОННЫЙ БАНК ""БУЗУЛУКБАНК""";461050, Оренбургская обл., г. Бузулук, ул. Спортивная, д. 17 корп. А;Нерусин Павел Иванович;24.12.1990;28,0;;Ликвидируется;045306818;Оренбургская область;Публичные акционерные общества;Иная смешанная российская собственность;101 250 000;;Находится в стадии ликвидации от 20.02.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;931 314 000;921 009 000;938 852 000;905 139 000;941 071 000;951 665 000;970 695 000;1 002 433 000;977 094 000;978 194 000;901 666 000;972 323 000;43 153 000;29 763 000;45 283 000;26 952 000;34 318 000;41 751 000;31 661 000;70 749 000;51 332 000;44 155 000;28 896 000;59 982 000;2 981 000;1 813 000;1 727 000;1 631 000;1 691 000;2 590 000;2 219 000;3 213 000;3 024 000;4 485 000;4 411 000;2 734 000;288 026 000;329 268 000;313 730 000;288 373 000;328 439 000;329 068 000;335 121 000;319 969 000;317 093 000;303 256 000;267 254 000;265 889 000;455 914 000;394 861 000;394 156 000;414 206 000;426 156 000;409 629 000;416 868 000;416 732 000;383 922 000;397 611 000;393 131 000;418 572 000;107 457 000;87 395 000;89 720 000;86 578 000;104 897 000;107 745 000;103 952 000;114 000 000;95 893 000;113 387 000;132 514 000;143 600 000;300 984 000;299 944 000;301 956 000;300 021 000;298 443 000;299 071 000;296 537 000;293 497 000;283 211 000;265 887 000;256 742 000;250 676 000;45 460 000;5 510 000;469 000;25 598 000;20 807 000;808 000;10 836 000;5 610 000;593 000;15 726 000;561 000;21 051 000;106 439 000;107 735 000;108 422 000;110 594 000;111 351 000;114 999 000;118 603 000;123 574 000;124 281 000;124 820 000;129 537 000;141 424 000;0;0;0;0;0;0;0;0;0;0;0;0
51;ИНБАНКПРОДУКТ ОАО, АКБ;3191;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ИНВЕСТИЦИОННЫЕ И БАНКОВСКИЕ ПРОДУКТЫ"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115093, г. Москва, ул. Щипок, д. 18 корп. 1;Мащев Александр Борисович;30.12.1994;24,0;;Ликвидируется;044525167;Москва;Публичные акционерные общества;Частная собственность;106 000 000;;Находится в стадии ликвидации от 18.05.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 21.12.2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;КРЕДИТ-МОСКВА (ПАО), БАНК;5;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""КРЕДИТ-МОСКВА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115054, г. Москва, пер. Монетчиковский 6-Й, д. 8 корп. 1;Свистунов Аркадий Николаевич;21.09.1988;30,5;;Ликвидируется;044525501;Москва;Публичные акционерные общества;Смешанная российская собственность с долями федеральной собственности и собственности субъектов Российской Федерации;107 898 000;;Находится в стадии ликвидации от 22.11.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 22.07.2016;8 355 039 000;8 283 493 000;8 552 028 000;8 625 684 000;9 880 988 000;9 579 293 000;9 435 527 000;9 952 460 000;9 974 014 000;9 776 733 000;8 924 695 000;10 381 733 000;302 857 000;651 125 000;338 693 000;604 513 000;308 125 000;447 445 000;349 733 000;334 844 000;348 341 000;374 335 000;458 868 000;355 863 000;760 804 000;707 202 000;880 623 000;425 088 000;887 370 000;618 551 000;349 500 000;558 741 000;1 025 966 000;679 903 000;798 637 000;1 710 220 000;1 437 022 000;838 911 000;1 166 614 000;1 376 417 000;1 593 042 000;1 655 614 000;1 568 365 000;1 409 372 000;1 304 894 000;1 260 242 000;110 175 000;923 298 000;4 943 336 000;5 175 158 000;5 173 749 000;5 186 178 000;5 867 636 000;5 585 594 000;5 925 941 000;6 391 200 000;6 036 246 000;6 149 438 000;6 191 447 000;6 004 319 000;4 517 142 000;4 693 494 000;4 638 917 000;4 610 818 000;5 225 537 000;4 829 778 000;5 024 133 000;5 343 156 000;4 922 442 000;4 958 042 000;5 017 515 000;4 836 837 000;400 626 000;455 710 000;508 733 000;548 983 000;614 787 000;713 003 000;858 696 000;973 686 000;1 071 683 000;1 148 331 000;1 131 253 000;1 122 702 000;25 568 000;25 954 000;26 099 000;26 377 000;27 312 000;27 463 000;27 762 000;59 008 000;26 771 000;27 715 000;27 329 000;29 430 000;607 480 000;606 405 000;605 378 000;645 544 000;803 755 000;825 866 000;827 999 000;826 878 000;826 092 000;825 773 000;824 878 000;823 820 000;327 312 000;0;364 442 000;365 474 000;242 105 000;291 365 000;202 943 000;98 888 000;0;0;0;0
53;ИНТЕРКРЕДИТ (АО), КБ;3047;"КОММЕРЧЕСКИЙ БАНК ""ИНТЕРКРЕДИТ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115583, г. Москва, ул. Белова Генерала, д. 26;Пастушенко Дмитрий Сергеевич;10.08.1994;24,5;;Ликвидируется;044599957;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей собственности субъектов Российской Федерации;110 000 000;;Находится в стадии ликвидации от 17.10.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.06.2016;2 623 511 000;3 253 783 000;2 627 520 000;2 822 125 000;3 205 680 000;3 267 779 000;3 561 896 000;3 730 933 000;3 754 451 000;3 703 431 000;3 998 185 000;3 629 261 000;69 220 000;169 780 000;63 871 000;72 678 000;64 386 000;69 426 000;73 879 000;76 354 000;83 522 000;86 695 000;93 432 000;84 888 000;282 269 000;566 374 000;212 374 000;236 700 000;399 094 000;489 828 000;581 641 000;445 230 000;471 337 000;565 250 000;853 249 000;659 842 000;99 435 000;55 040 000;87 660 000;82 505 000;73 102 000;73 136 000;72 383 000;72 762 000;57 237 000;41 875 000;31 644 000;31 052 000;2 023 817 000;2 309 847 000;2 122 183 000;2 297 875 000;2 539 976 000;2 500 601 000;2 668 629 000;2 988 090 000;2 953 613 000;2 844 194 000;2 839 233 000;2 660 380 000;1 712 935 000;1 730 348 000;1 775 563 000;1 947 859 000;1 892 811 000;1 998 241 000;2 067 064 000;2 229 062 000;2 327 910 000;2 404 492 000;2 348 868 000;2 200 549 000;228 784 000;259 362 000;302 622 000;306 018 000;307 167 000;336 362 000;329 567 000;411 030 000;321 705 000;329 702 000;490 365 000;459 831 000;50 000 000;290 739 000;20 000 000;20 000 000;320 000 000;150 000 000;260 000 000;340 000 000;300 000 000;110 000 000;0;0;41 898 000;41 290 000;40 608 000;39 987 000;39 609 000;42 607 000;40 383 000;41 821 000;41 226 000;40 906 000;40 013 000;39 350 000;44 764 000;0;0;0;0;0;0;0;0;0;0;0
54;ЖИЛСТРОЙБАНК, АО КБ;2769;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК ЖИЛИЩНОГО СТРОИТЕЛЬСТВА""";123001, г. Москва, пер. Вспольный, д. 18 корп. 1;Дебальчук Мария Анатольевна;31.03.1994;25,0;;Ликвидируется;044525580;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;110 130 000;;Находится в стадии ликвидации от 12.03.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 01.03.2019;967 371 000;841 244 000;792 628 000;966 736 000;823 658 000;949 576 000;1 126 798 000;842 680 000;773 020 000;1 170 539 000;977 049 000;978 368 000;285 637 000;120 237 000;58 307 000;164 953 000;57 697 000;164 620 000;263 533 000;118 880 000;70 816 000;259 060 000;142 208 000;143 072 000;212 000;386 000;383 000;149 000;108 000;797 000;141 000;185 000;134 000;157 000;141 000;16 338 000;0;0;0;0;0;0;0;0;0;0;0;0;563 107 000;557 710 000;637 413 000;726 891 000;688 190 000;705 473 000;783 334 000;585 217 000;545 623 000;764 242 000;672 831 000;652 370 000;101 975 000;101 918 000;136 197 000;133 472 000;122 995 000;110 222 000;109 239 000;107 164 000;105 536 000;105 736 000;111 666 000;112 169 000;96 132 000;95 792 000;101 216 000;103 419 000;105 195 000;105 251 000;104 095 000;108 053 000;120 087 000;118 506 000;111 165 000;110 201 000;365 000 000;360 000 000;400 000 000;490 000 000;460 000 000;490 000 000;570 000 000;370 000 000;320 000 000;540 000 000;450 000 000;430 000 000;1 570 000;1 726 000;1 771 000;1 706 000;1 641 000;1 576 000;1 512 000;1 448 000;1 391 000;1 341 000;1 332 000;1 275 000;0;0;0;0;0;0;0;0;0;0;0;0
55;КРЕДИТИМПЭКС БАНК (ООО), КБ;2037;"КОММЕРЧЕСКИЙ БАНК ""КРЕДИТИМПЭКС БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119002, г. Москва, ул. Арбат, д. 54/2 стр. 1;Михеев Илья Владимирович;28.08.1992;26,5;;Ликвидируется;044525329;Москва;Общества с ограниченной ответственностью;Частная собственность;112 800 000;;Находится в стадии ликвидации от 30.10.2014, Решение о признании должника банкротом и открытии конкурсного производства от 09.09.2014;1 057 768 000;1 073 215 000;992 140 000;819 835 000;687 766 000;763 015 000;686 609 000;679 987 000;660 756 000;660 629 000;647 481 000;766 841 000;192 266 000;236 374 000;138 106 000;74 719 000;59 480 000;136 954 000;66 994 000;50 356 000;20 770 000;34 069 000;53 354 000;95 625 000;41 226 000;6 225 000;17 621 000;45 892 000;2 400 000;9 044 000;2 346 000;949 000;706 000;2 568 000;825 000;955 000;0;18 629 000;18 858 000;0;0;0;0;0;0;0;0;0;715 102 000;693 175 000;723 602 000;607 856 000;526 438 000;531 228 000;514 524 000;523 902 000;524 042 000;526 316 000;505 217 000;586 164 000;581 418 000;566 945 000;533 491 000;468 737 000;410 272 000;397 772 000;397 771 000;413 925 000;413 925 000;429 788 000;402 216 000;405 362 000;133 684 000;110 365 000;123 777 000;122 733 000;99 032 000;116 012 000;99 119 000;92 517 000;92 493 000;95 387 000;101 860 000;110 802 000;0;15 865 000;66 334 000;16 386 000;17 134 000;17 444 000;9 633 000;1 107 000;1 118 000;1 141 000;1 141 000;70 000 000;69 019 000;68 782 000;68 563 000;68 349 000;68 132 000;67 967 000;67 821 000;67 617 000;67 430 000;67 314 000;66 908 000;66 746 000;0;18 629 000;18 858 000;0;0;0;0;0;0;0;0;0
56;МИКО-БАНК ООО, КБ;3195;"КОММЕРЧЕСКИЙ БАНК ""МИКО-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";115487, г. Москва, ул. Нагатинская, д. 22 корп. 1;Королёв Григорий Евгеньевич;30.12.1994;24,0;;Ликвидируется;044525284;Москва;Общества с ограниченной ответственностью;Частная собственность;112 918 900;;Находится в стадии ликвидации от 14.06.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.03.2016;870 110 000;893 649 000;778 610 000;908 282 000;969 970 000;971 031 000;964 126 000;1 069 915 000;997 895 000;989 647 000;1 092 730 000;1 066 532 000;177 193 000;175 307 000;33 870 000;146 197 000;189 594 000;197 580 000;203 041 000;252 201 000;198 566 000;204 003 000;199 219 000;233 288 000;2 985 000;1 802 000;1 630 000;1 854 000;4 314 000;3 579 000;1 541 000;1 858 000;1 259 000;1 079 000;40 312 000;1 134 000;145 244 000;145 126 000;145 103 000;145 047 000;145 079 000;145 069 000;145 035 000;144 998 000;145 022 000;145 062 000;145 123 000;145 051 000;516 313 000;547 059 000;541 862 000;551 619 000;576 293 000;579 166 000;574 898 000;637 568 000;624 194 000;621 674 000;670 942 000;639 770 000;481 569 000;512 587 000;507 578 000;517 466 000;542 208 000;540 487 000;523 773 000;588 987 000;576 051 000;572 154 000;615 922 000;585 783 000;34 744 000;34 472 000;34 284 000;34 153 000;34 085 000;38 679 000;51 125 000;41 581 000;41 433 000;43 100 000;46 390 000;45 647 000;0;0;0;0;0;0;0;0;0;0;0;0;751 000;736 000;923 000;905 000;887 000;869 000;851 000;833 000;816 000;798 000;780 000;877 000;0;0;0;0;0;0;0;0;0;0;0;0
57;РИАЛ-КРЕДИТ (ООО), КБ;3393;"КОММЕРЧЕСКИЙ БАНК ""РИАЛ-КРЕДИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";115172, г. Москва, ул. Каменщики М., д. 10;Тимошина Алина Николаевна;23.01.2002;17,0;;Ликвидируется;044525479;Москва;Общества с ограниченной ответственностью;Частная собственность;115 000 000;;Находится в стадии ликвидации от 31.01.2019, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 19.10.2018;2 191 822 000;2 252 574 000;2 403 303 000;2 407 533 000;2 403 289 000;2 462 060 000;2 211 222 000;2 206 439 000;1 965 572 000;2 625 592 000;2 236 781 000;2 090 282 000;99 966 000;206 658 000;124 946 000;79 403 000;97 399 000;64 930 000;77 276 000;103 138 000;99 511 000;614 439 000;91 657 000;45 414 000;35 203 000;19 309 000;22 882 000;119 059 000;20 706 000;139 117 000;21 631 000;136 397 000;105 518 000;195 927 000;146 831 000;166 443 000;1 431 177 000;1 432 396 000;1 633 691 000;1 629 067 000;1 623 354 000;1 563 716 000;1 409 487 000;1 276 972 000;982 233 000;1 013 950 000;1 049 506 000;955 193 000;478 427 000;451 523 000;438 468 000;447 625 000;508 491 000;554 880 000;555 349 000;543 671 000;528 042 000;529 900 000;622 111 000;490 985 000;312 878 000;303 893 000;279 227 000;277 707 000;305 190 000;334 378 000;379 023 000;373 893 000;360 040 000;360 515 000;322 930 000;294 770 000;87 896 000;84 975 000;96 585 000;94 760 000;90 637 000;107 838 000;113 826 000;107 278 000;107 502 000;108 885 000;142 431 000;139 465 000;65 153 000;50 155 000;50 156 000;70 158 000;100 164 000;100 164 000;50 000 000;50 000 000;50 000 000;50 000 000;150 000 000;50 000 000;34 949 000;34 841 000;34 541 000;34 576 000;34 460 000;34 331 000;34 247 000;34 049 000;123 117 000;123 213 000;173 030 000;223 555 000;722 001 000;708 263 000;539 534 000;343 419 000;343 844 000;215 305 000;265 636 000;365 107 000;217 011 000;276 893 000;286 509 000;98 766 000
