index;year;month;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;Чистые активы, RUB;Счета в Банке России, RUB;Коррсчета (НОСТРО), RUB;Ценные бумаги, RUB;Кредиты, RUB;Кредиты организациям, RUB;Кредиты физическим лицам, RUB;Кредиты другим банкам (МБК), RUB;Основные средства, RUB;Учтённые векселя, RUB;Прибыль (убыток) до налогообложения, RUB;Коррсчета (ЛОРО), RUB;Кредиты других банков (МБК), RUB;Средства клиентов, RUB;Средства организаций на расчетных счетах, RUB;Депозиты юридических лиц, RUB;Вклады физических лиц, RUB;Облигации, RUB;Векселя, RUB;Резервы на возможные потери, RUB;Капитал, RUB;Коэффициент покрытия Кредитного портфеля, %;Коэффициент обеспечения Кредитного портфеля, %;Коэффициент просроченной задолженности в Кредитном портфеле, %;Рентабельность активов-нетто (ROA), %;Рентабельность собственного капитала (ROE), %
0;2013;11;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 492 173 000;83 765 000;73 007 000;79 275 000;1 941 533 000;1 097 769 000;500 730 000;300 558 000;12 799 000;0;16 790 000;0;63 334 000;1 871 056 000;357 161 000;120 656 000;1 388 851 000;0.0;77 191 000;200 688 000;341 868 000;9,41%;134,95%;2,71%;;
0;2013;12;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 661 870 000;455 076 000;55 936 000;80 121 000;1 752 808 000;1 182 441 000;531 979 000;550 000;12 172 000;0;20 276 000;0;63 334 000;2 115 523 000;487 130 000;115 688 000;1 509 481 000;0;3 162 000;201 921 000;345 307 000;8,84%;128,17%;2,51%;;
0;2014;1;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 542 034 000;282 439 000;61 598 000;50 976 000;1 833 277 000;1 192 089 000;596 974 000;945 000;17 828 000;0;27 353 000;0;74 135 000;1 925 550 000;300 199 000;127 643 000;1 493 913 000;0;24 036 000;222 896 000;365 471 000;10,03%;134,05%;2,15%;;
0;2014;2;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 542 034 000;282 439 000;61 598 000;50 976 000;1 833 277 000;1 192 089 000;596 974 000;945 000;17 828 000;0;27 353 000;0;74 135 000;1 925 550 000;300 199 000;127 643 000;1 493 913 000;0;24 036 000;222 896 000;365 471 000;10,03%;134,05%;2,15%;;
0;2014;3;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 413 165 000;177 669 000;103 241 000;77 892 000;1 733 142 000;1 089 090 000;604 252 000;600 000;10 711 000;0;4 146 000;0;53 000 000;1 887 423 000;292 210 000;110 981 000;1 475 760 000;0;3 162 000;188 322 000;345 101 000;8,61%;132,12%;0,93%;;
0;2014;4;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 542 034 000;282 439 000;61 598 000;50 976 000;1 833 277 000;1 192 089 000;596 974 000;945 000;17 828 000;0;27 353 000;0;74 135 000;1 925 550 000;300 199 000;127 643 000;1 493 913 000;0;24 036 000;222 896 000;365 471 000;10,03%;134,05%;2,15%;;
0;2014;5;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 420 389 000;146 461 000;51 082 000;73 405 000;1 840 775 000;1 154 227 000;638 338 000;584 000;9 702 000;0;8 691 000;0;62 000 000;1 873 653 000;277 503 000;110 974 000;1 469 686 000;0;3 162 000;194 024 000;345 638 000;8,31%;129,19%;1,64%;;
0;2014;6;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 434 526 000;179 834 000;52 170 000;74 974 000;1 821 584 000;1 171 065 000;602 771 000;565 000;9 633 000;0;9 625 000;0;62 000 000;1 878 031 000;298 631 000;111 869 000;1 460 036 000;0;3 162 000;198 993 000;349 495 000;8,79%;127,52%;1,61%;;
0;2014;7;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 423 334 000;157 111 000;47 181 000;75 680 000;1 852 593 000;1 204 348 000;602 057 000;600 000;9 386 000;0;9 519 000;0;62 000 000;1 877 951 000;261 252 000;119 692 000;1 493 085 000;0;3 162 000;188 746 000;349 878 000;8,25%;127,40%;0,98%;;
0;2014;8;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 503 037 000;193 021 000;73 555 000;75 393 000;1 846 296 000;1 161 082 000;611 562 000;30 620 000;9 092 000;0;13 878 000;0;42 000 000;1 966 068 000;313 871 000;120 665 000;1 526 467 000;0;3 162 000;192 091 000;353 392 000;8,40%;131,22%;0,98%;;
0;2014;9;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 455 945 000;205 841 000;60 179 000;60 350 000;1 814 946 000;1 161 632 000;610 450 000;661 000;8 853 000;0;18 600 000;0;42 000 000;1 904 299 000;319 758 000;116 841 000;1 440 341 000;0;7 662 000;194 604 000;356 137 000;8,37%;138,87%;0,89%;;
0;2014;10;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 434 637 000;198 772 000;66 801 000;50 003 000;1 844 877 000;1 199 255 000;603 004 000;729 000;9 217 000;0;18 438 000;0;38 135 000;1 879 488 000;316 007 000;115 801 000;1 444 326 000;0;7 662 000;202 307 000;356 476 000;8,61%;135,08%;0,92%;;
0;2014;11;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 510 101 000;170 347 000;49 880 000;50 936 000;1 945 772 000;1 284 307 000;620 474 000;829 000;16 974 000;0;20 709 000;0;74 135 000;1 898 858 000;325 588 000;116 791 000;1 452 214 000;0;7 662 000;214 565 000;358 888 000;8,96%;130,51%;1,58%;;
0;2014;12;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 542 034 000;282 439 000;61 598 000;50 976 000;1 833 277 000;1 192 089 000;596 974 000;945 000;17 828 000;0;27 353 000;0;74 135 000;1 925 550 000;300 199 000;127 643 000;1 493 913 000;0;24 036 000;222 896 000;365 471 000;10,03%;134,05%;2,15%;;
0;2015;1;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;3 335 716 000;374 564 000;145 412 000;30 342 000;2 423 742 000;1 550 930 000;836 847 000;1 006 000;18 009 000;0;19 912 000;0;34 022 000;2 689 556 000;357 356 000;153 877 000;2 174 313 000;0;58 306 000;257 911 000;410 692 000;8,83%;119,25%;2,34%;;
0;2015;2;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;3 335 716 000;374 564 000;145 412 000;30 342 000;2 423 742 000;1 550 930 000;836 847 000;1 006 000;18 009 000;0;19 912 000;0;34 022 000;2 689 556 000;357 356 000;153 877 000;2 174 313 000;0;58 306 000;257 911 000;410 692 000;8,83%;119,25%;2,34%;;
0;2015;3;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 808 217 000;366 488 000;34 108 000;104 492 000;1 977 979 000;1 226 468 000;613 648 000;100 982 000;17 329 000;0;6 914 000;0;74 030 000;2 209 117 000;278 171 000;144 820 000;1 773 914 000;0;7 662 000;232 758 000;386 811 000;10,29%;128,88%;2,16%;;
0;2015;4;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;2 811 454 000;352 203 000;42 374 000;101 993 000;2 007 298 000;1 269 919 000;651 100 000;50 868 000;17 518 000;0;9 132 000;0;73 080 000;2 213 662 000;249 979 000;146 653 000;1 814 650 000;0;4 500 000;233 366 000;410 208 000;9,85%;125,08%;2,24%;;
0;2015;5;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;3 335 716 000;374 564 000;145 412 000;30 342 000;2 423 742 000;1 550 930 000;836 847 000;1 006 000;18 009 000;0;19 912 000;0;34 022 000;2 689 556 000;357 356 000;153 877 000;2 174 313 000;0;58 306 000;257 911 000;410 692 000;8,83%;119,25%;2,34%;;
0;2015;6;ИВАНОВО, АО КБ;1763;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ИВАНОВО""";153002, Ивановская обл, г. Иваново, проспект Ленина, д. 31А;Морковкин Артемий Львович;13.04.1992;27,0;;В состоянии банкротства;42406705;Ивановская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;142 500 000;Отозвана Базовая лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (с правом привлечения во вклады денежных средств физических лиц) и на осуществление банковских операций с драгоценными металлами от 05.04.2019;3 028 117 000;410 472 000;35 774 000;93 922 000;2 102 360 000;1 326 112 000;683 136 000;50 933 000;16 900 000;0;13 481 000;0;72 765 000;2 418 557 000;309 060 000;144 889 000;1 960 888 000;0;4 500 000;237 365 000;412 074 000;9,51%;119,83%;2,15%;;
