Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2015 - 2мес., Чистые активы, RUB;2015 - 3мес., Чистые активы, RUB;2015 - 4мес., Чистые активы, RUB;2015 - 5мес., Чистые активы, RUB;2015 - 6мес., Чистые активы, RUB;2015 - 7мес., Чистые активы, RUB;2015 - 8мес., Чистые активы, RUB;2015 - 9мес., Чистые активы, RUB;2015 - 10мес., Чистые активы, RUB;2015 - 11мес., Чистые активы, RUB;2015 - 12мес., Чистые активы, RUB;2016 - 1мес., Чистые активы, RUB;2015 - 2мес., Счета в Банке России, RUB;2015 - 3мес., Счета в Банке России, RUB;2015 - 4мес., Счета в Банке России, RUB;2015 - 5мес., Счета в Банке России, RUB;2015 - 6мес., Счета в Банке России, RUB;2015 - 7мес., Счета в Банке России, RUB;2015 - 8мес., Счета в Банке России, RUB;2015 - 9мес., Счета в Банке России, RUB;2015 - 10мес., Счета в Банке России, RUB;2015 - 11мес., Счета в Банке России, RUB;2015 - 12мес., Счета в Банке России, RUB;2016 - 1мес., Счета в Банке России, RUB;2015 - 2мес., Коррсчета (НОСТРО), RUB;2015 - 3мес., Коррсчета (НОСТРО), RUB;2015 - 4мес., Коррсчета (НОСТРО), RUB;2015 - 5мес., Коррсчета (НОСТРО), RUB;2015 - 6мес., Коррсчета (НОСТРО), RUB;2015 - 7мес., Коррсчета (НОСТРО), RUB;2015 - 8мес., Коррсчета (НОСТРО), RUB;2015 - 9мес., Коррсчета (НОСТРО), RUB;2015 - 10мес., Коррсчета (НОСТРО), RUB;2015 - 11мес., Коррсчета (НОСТРО), RUB;2015 - 12мес., Коррсчета (НОСТРО), RUB;2016 - 1мес., Коррсчета (НОСТРО), RUB;2015 - 2мес., Ценные бумаги, RUB;2015 - 3мес., Ценные бумаги, RUB;2015 - 4мес., Ценные бумаги, RUB;2015 - 5мес., Ценные бумаги, RUB;2015 - 6мес., Ценные бумаги, RUB;2015 - 7мес., Ценные бумаги, RUB;2015 - 8мес., Ценные бумаги, RUB;2015 - 9мес., Ценные бумаги, RUB;2015 - 10мес., Ценные бумаги, RUB;2015 - 11мес., Ценные бумаги, RUB;2015 - 12мес., Ценные бумаги, RUB;2016 - 1мес., Ценные бумаги, RUB;2015 - 2мес., Кредиты, RUB;2015 - 3мес., Кредиты, RUB;2015 - 4мес., Кредиты, RUB;2015 - 5мес., Кредиты, RUB;2015 - 6мес., Кредиты, RUB;2015 - 7мес., Кредиты, RUB;2015 - 8мес., Кредиты, RUB;2015 - 9мес., Кредиты, RUB;2015 - 10мес., Кредиты, RUB;2015 - 11мес., Кредиты, RUB;2015 - 12мес., Кредиты, RUB;2016 - 1мес., Кредиты, RUB;2015 - 2мес., Кредиты организациям, RUB;2015 - 3мес., Кредиты организациям, RUB;2015 - 4мес., Кредиты организациям, RUB;2015 - 5мес., Кредиты организациям, RUB;2015 - 6мес., Кредиты организациям, RUB;2015 - 7мес., Кредиты организациям, RUB;2015 - 8мес., Кредиты организациям, RUB;2015 - 9мес., Кредиты организациям, RUB;2015 - 10мес., Кредиты организациям, RUB;2015 - 11мес., Кредиты организациям, RUB;2015 - 12мес., Кредиты организациям, RUB;2016 - 1мес., Кредиты организациям, RUB;2015 - 2мес., Кредиты физическим лицам, RUB;2015 - 3мес., Кредиты физическим лицам, RUB;2015 - 4мес., Кредиты физическим лицам, RUB;2015 - 5мес., Кредиты физическим лицам, RUB;2015 - 6мес., Кредиты физическим лицам, RUB;2015 - 7мес., Кредиты физическим лицам, RUB;2015 - 8мес., Кредиты физическим лицам, RUB;2015 - 9мес., Кредиты физическим лицам, RUB;2015 - 10мес., Кредиты физическим лицам, RUB;2015 - 11мес., Кредиты физическим лицам, RUB;2015 - 12мес., Кредиты физическим лицам, RUB;2016 - 1мес., Кредиты физическим лицам, RUB;2015 - 2мес., Кредиты другим банкам (МБК), RUB;2015 - 3мес., Кредиты другим банкам (МБК), RUB;2015 - 4мес., Кредиты другим банкам (МБК), RUB;2015 - 5мес., Кредиты другим банкам (МБК), RUB;2015 - 6мес., Кредиты другим банкам (МБК), RUB;2015 - 7мес., Кредиты другим банкам (МБК), RUB;2015 - 8мес., Кредиты другим банкам (МБК), RUB;2015 - 9мес., Кредиты другим банкам (МБК), RUB;2015 - 10мес., Кредиты другим банкам (МБК), RUB;2015 - 11мес., Кредиты другим банкам (МБК), RUB;2015 - 12мес., Кредиты другим банкам (МБК), RUB;2016 - 1мес., Кредиты другим банкам (МБК), RUB;2015 - 2мес., Основные средства, RUB;2015 - 3мес., Основные средства, RUB;2015 - 4мес., Основные средства, RUB;2015 - 5мес., Основные средства, RUB;2015 - 6мес., Основные средства, RUB;2015 - 7мес., Основные средства, RUB;2015 - 8мес., Основные средства, RUB;2015 - 9мес., Основные средства, RUB;2015 - 10мес., Основные средства, RUB;2015 - 11мес., Основные средства, RUB;2015 - 12мес., Основные средства, RUB;2016 - 1мес., Основные средства, RUB;2015 - 2мес., Учтённые векселя, RUB;2015 - 3мес., Учтённые векселя, RUB;2015 - 4мес., Учтённые векселя, RUB;2015 - 5мес., Учтённые векселя, RUB;2015 - 6мес., Учтённые векселя, RUB;2015 - 7мес., Учтённые векселя, RUB;2015 - 8мес., Учтённые векселя, RUB;2015 - 9мес., Учтённые векселя, RUB;2015 - 10мес., Учтённые векселя, RUB;2015 - 11мес., Учтённые векселя, RUB;2015 - 12мес., Учтённые векселя, RUB;2016 - 1мес., Учтённые векселя, RUB
57;СЕМБАНК, ООО КБ;2606;"КОММЕРЧЕСКИЙ БАНК ""СЕМБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127473, г. Москва, ул. Селезневская, д. 11А корп. 2;Вершинин Вадим Виссарионович;08.12.1993;25,0;20.12.2018;Недействующая;044525149;Москва;Общества с ограниченной ответственностью;Частная собственность;99 400 000;Ликвидировано вследствие банкротства от 20.12.2018, Решение о признании должника банкротом и открытии конкурсного производства от 23.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;ДИАМОНД-БАНК, ООО КБ;3225;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДИАМОНД-БАНК""";127106, г. Москва, проезд Гостиничный, д. 4 корп. 14;Корженкова Наталья Игоревна;01.03.1995;24,0;05.05.2014;Недействующая;044585335;Москва;Общества с ограниченной ответственностью;Частная собственность;350 000 000;Ликвидировано вследствие банкротства от 05.05.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 26.04.2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;КРЕДИТАЛЬЯНС (ООО), НКО;3472;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""КРЕДИТАЛЬЯНС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";160000, Вологодская обл., г. Вологда, ул. Ветошкина, д. 49;Петров Николай Александрович;21.06.2007;11,5;03.08.2018;Недействующая;041909708;Вологодская область;Общества с ограниченной ответственностью;Частная собственность;93 000 000;Ликвидировано вследствие банкротства от 03.08.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.06.2016;234 981 000;118 019 000;122 075 000;121 798 000;115 113 000;114 424 000;115 690 000;134 881 000;131 055 000;132 008 000;172 245 000;146 809 000;105 580 000;2 660 000;6 097 000;5 557 000;7 272 000;6 051 000;3 707 000;4 844 000;2 247 000;2 717 000;35 264 000;13 360 000;57 000;3 000;6 000;175 000;11 000;42 000;42 000;8 000;8 000;5 000;0;71 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64 115 000;63 861 000;63 608 000;63 356 000;70 794 000;70 542 000;70 509 000;70 254 000;69 999 000;69 744 000;100 060 000;100 225 000;0;0;0;0;0;0;0;0;0;0;0;0
60;СУНЖА ООО, КБ;2023;"КОММЕРЧЕСКИЙ БАНК ""СУНЖА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";386200, Ингушетия респ, станица Орджоникидзевская, ул. Осканова, д. 32;Джамалудинов Магомедгази Далгатович;10.08.1992;26,5;12.05.2015;Недействующая;042618761;Ингушетия (Республика);Общества с ограниченной ответственностью;Частная собственность;180 000 000;Ликвидировано по решению суда от 12.05.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 16.04.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;ТСБ, ОАО;1250;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВО-СТРОИТЕЛЬНЫЙ БАНК""";123557, г. Москва, ул. Климашкина, д. 21 корп. 1;Королёв Григорий Евгеньевич;20.12.1990;28,0;29.02.2016;Недействующая;044585510;Москва;Публичные акционерные общества;Частная собственность;192 105 000;Ликвидировано по решению суда от 29.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;РЫБХОЗБАНК, ЗАО;241;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК РЫБНОГО ХОЗЯЙСТВА""";105082, г. Москва, ул. Бакунинская, д. 52 корп. 1;Корженкова Наталья Игоревна;14.02.1990;29,0;05.08.2014;Недействующая;;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;85 232 000;Ликвидировано вследствие банкротства от 05.08.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 05.03.2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;СОВРЕМЕННЫЙ КОММЕРЧЕСКИЙ БАНК, ЗАО;3316;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВРЕМЕННЫЙ КОММЕРЧЕСКИЙ БАНК""";156000, Костромская обл, г. Кострома, проспект Текстильщиков, д. 46;Ярмушевич Олег Владимирович;15.10.1997;21,0;05.12.2014;Недействующая;044579851;Костромская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;346 150 150;Прекратило деятельность при присоединении от 05.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;ТРАДО-БАНК (ЗАО), АКБ;1065;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ТРАДО-БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119017, г. Москва, ул. Ордынка М, д. 20 корп. 1;Михеев Илья Владимирович;05.12.1990;28,0;18.07.2018;Недействующая;044552118;Москва;Непубличные акционерные общества;Частная собственность;22 809 000;Ликвидировано вследствие банкротства от 18.07.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 03.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 15.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;ЛЕФКО-БАНК (ОАО), АКБ;1605;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЛЕФКО-БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119991, г. Москва, ул. Вавилова, д. 38 корп. 6;Корженкова Наталья Игоревна;25.10.1991;27,0;16.06.2015;Недействующая;;Москва;Публичные акционерные общества;Частная собственность;5 000 000;Ликвидировано вследствие банкротства от 16.06.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 13.11.2008, Решение о признании должника банкротом и открытии конкурсного производства от 13.01.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;МАЙМА, ООО РНКО;1037;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РАСЧЕТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""МАЙМА""";109044, г. Москва, ул. Дубровская 1-Я, д. 1А;Мулёвин Александр Владимирович;29.11.1990;28,0;18.09.2017;Недействующая;048405725;Москва;Общества с ограниченной ответственностью;Частная собственность;93 975 000;Ликвидировано по решению суда от 18.09.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.04.2016;223 738 000;217 434 000;218 187 000;297 731 000;226 462 000;276 712 000;212 365 000;210 530 000;215 646 000;228 643 000;237 068 000;216 511 000;90 399 000;83 052 000;84 301 000;162 834 000;87 526 000;145 291 000;71 110 000;69 855 000;72 988 000;77 135 000;135 247 000;119 698 000;3 600 000;2 944 000;4 562 000;4 612 000;9 251 000;3 094 000;23 796 000;23 487 000;23 437 000;23 431 000;23 431 000;23 431 000;42 526 000;35 627 000;33 307 000;33 767 000;34 444 000;34 190 000;28 579 000;27 410 000;28 963 000;32 916 000;14 848 000;14 491 000;41 648 000;41 028 000;37 746 000;36 630 000;36 090 000;35 514 000;35 110 000;34 296 000;33 795 000;30 377 000;29 545 000;29 235 000;20 644 000;20 451 000;17 605 000;16 858 000;16 671 000;16 422 000;16 280 000;16 117 000;16 087 000;16 056 000;16 008 000;15 960 000;21 004 000;20 577 000;20 141 000;19 772 000;19 419 000;19 092 000;18 830 000;18 179 000;17 708 000;14 321 000;13 537 000;13 275 000;0;0;0;0;0;0;0;0;0;0;0;0;3 383 000;3 364 000;4 386 000;5 288 000;5 977 000;5 957 000;5 939 000;9 189 000;9 085 000;12 749 000;12 708 000;13 408 000;0;0;0;0;0;0;0;0;0;0;0;0
67;ИТ-БАНК (ООО), КБ;3063;"КОММЕРЧЕСКИЙ БАНК ""ИНТЕРНАЦИОНАЛЬНЫЙ ТОРГОВЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119034, г. Москва, пер. Сеченовский, д. 2;Баклицкий Денис Николаевич;24.08.1994;24,5;30.01.2014;Недействующая;044545161;Москва;Общества с ограниченной ответственностью;Частная собственность;150 000 000;Ликвидировано вследствие банкротства от 30.01.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 25.06.2009, Решение о признании должника банкротом и открытии конкурсного производства от 28.07.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;СТОЛЫПИН (ЗАО), КБ;2946;"КОММЕРЧЕСКИЙ БАНК ""СТОЛЫПИН"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";113191, г. Москва, ул. Тульская Б, д. 2;Баклицкий Денис Николаевич;29.06.1994;24,5;19.02.2014;Недействующая;044583325;Москва;Непубличные акционерные общества;Частная собственность;175 000 000;Ликвидировано вследствие банкротства от 19.02.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 21.05.2009, Решение о признании должника банкротом и открытии конкурсного производства от 01.09.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;КБЦ ООО, КБ;914;"ТВЕРСКОЙ КОММЕРЧЕСКИЙ БАНК ""КБЦ"" /ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ/";170100, Тверская обл, г. Тверь, ул. Малая Самара, д. 9 корп. 1;Шубин Герман Александрович;22.11.1990;28,0;31.03.2016;Недействующая;042809701;Тверская область;Общества с ограниченной ответственностью;Частная собственность;107 000 000;Ликвидировано по решению суда от 31.03.2016, Решение о признании должника банкротом и открытии конкурсного производства от 16.12.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;ИНРЕСБАНК ООО;2571;"""ИНВЕСТИЦИОННЫЙ РЕСПУБЛИКАНСКИЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";107023, г. Москва, ул. Семеновская Б, д. 32 стр. 1(Бизнес-центр «Семеновский»);Ерохин Сергей Михайлович;12.11.1993;25,0;25.04.2016;Недействующая;044583647;Москва;Общества с ограниченной ответственностью;Частная собственность;768 843 000;Прекратило деятельность при присоединении от 25.04.2016;7 659 508 000;7 634 553 000;7 490 149 000;7 363 223 000;7 342 086 000;7 346 541 000;7 388 600 000;13 200 224 000;18 949 339 000;27 605 082 000;36 631 067 000;37 475 289 000;164 603 000;192 073 000;142 646 000;119 227 000;107 934 000;120 078 000;129 810 000;148 779 000;146 052 000;136 565 000;133 899 000;113 113 000;458 097 000;395 344 000;286 296 000;234 316 000;240 273 000;252 070 000;290 131 000;290 866 000;315 578 000;122 948 000;42 823 000;37 146 000;149 254 000;154 856 000;166 698 000;167 338 000;165 413 000;169 358 000;159 518 000;163 715 000;5 881 383 000;14 626 595 000;23 916 930 000;25 043 177 000;5 650 741 000;5 644 440 000;5 632 807 000;5 628 257 000;5 611 393 000;5 596 544 000;5 594 200 000;11 346 421 000;11 328 685 000;11 330 652 000;10 881 276 000;10 705 981 000;4 954 680 000;4 952 608 000;4 949 575 000;4 945 591 000;4 940 453 000;4 932 208 000;4 929 403 000;4 909 852 000;4 907 322 000;4 905 126 000;4 902 832 000;4 900 433 000;252 858 000;251 255 000;245 775 000;243 687 000;241 101 000;239 490 000;237 189 000;233 404 000;230 414 000;228 221 000;225 678 000;223 595 000;0;0;0;0;0;0;0;5 780 000 000;5 770 000 000;5 785 000 000;5 341 000 000;5 173 000 000;900 571 000;702 687 000;703 285 000;702 088 000;702 266 000;701 416 000;700 734 000;701 190 000;700 357 000;699 895 000;696 694 000;470 493 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000;41 200 000
71;ИР-КРЕДИТ, НКО ПАО;1724-К;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ИР-КРЕДИТ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115054, г. Москва, пер. Монетчиковский 3-Й, д. 4/6 корп. 1;Кутузов Ильяс Мифтахович;23.03.1992;27,0;04.09.2018;Недействующая;044525056;Москва;Публичные акционерные общества;Частная собственность;198 900 000;Ликвидировано от 04.09.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 29.05.2017;505 416 000;495 972 000;500 260 000;501 427 000;528 484 000;517 562 000;506 196 000;501 283 000;487 667 000;536 223 000;541 442 000;506 379 000;28 298 000;25 160 000;21 555 000;24 977 000;29 992 000;16 663 000;7 087 000;13 576 000;15 173 000;5 425 000;11 571 000;5 313 000;5 088 000;6 515 000;3 708 000;3 846 000;3 832 000;3 476 000;4 934 000;5 163 000;5 199 000;5 355 000;5 596 000;1 273 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;205 700 000;203 802 000;195 119 000;193 975 000;208 255 000;208 137 000;207 479 000;201 159 000;187 863 000;177 580 000;180 652 000;165 248 000;38 145 000;38 078 000;37 920 000;37 512 000;36 754 000;36 504 000;36 614 000;36 234 000;34 869 000;34 016 000;33 716 000;33 516 000;137 555 000;135 724 000;132 199 000;131 463 000;131 501 000;131 633 000;135 865 000;134 925 000;132 994 000;131 564 000;131 936 000;131 732 000;30 000 000;30 000 000;25 000 000;25 000 000;40 000 000;40 000 000;35 000 000;30 000 000;20 000 000;12 000 000;15 000 000;0;243 469 000;243 375 000;243 370 000;243 219 000;249 913 000;249 689 000;249 580 000;249 385 000;249 256 000;319 675 000;316 189 000;228 072 000;0;0;0;0;0;0;0;0;0;0;0;0
72;ДИАЛОГ-ОПТИМ (ООО), БАНК;3107;"КОММЕРЧЕСКИЙ БАНК ""ДИАЛОГ-ОПТИМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";117279, г. Москва, ул. Профсоюзная, д. 93А(Бизнес-центр);Сергеев Андрей Алексеевич;04.10.1994;24,5;08.05.2014;Недействующая;044583208;Москва;Общества с ограниченной ответственностью;Частная собственность;1 155 000 000;Ликвидировано вследствие банкротства от 08.05.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ, ПАО;1971;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ»;119021, г. Москва, ул. Тимура Фрунзе, д. 11 корп. 13;Будник Елена Владимировна;27.07.1992;26,5;22.08.2016;Недействующая;044583297;Москва;Публичные акционерные общества;Иная смешанная российская собственность;18 594 008 700;Прекратило деятельность при присоединении от 22.08.2016, Сообщения о принятии решения о реорганизации от 08.09.2014;754 681 323 000;711 984 867 000;727 503 865 000;691 685 726 000;672 732 920 000;666 936 435 000;637 119 049 000;640 788 432 000;571 042 641 000;528 701 543 000;579 392 845 000;561 715 330 000;13 954 528 000;18 204 024 000;12 814 449 000;10 860 065 000;19 257 777 000;15 679 704 000;15 098 402 000;13 278 344 000;8 345 876 000;8 814 367 000;16 586 822 000;11 374 376 000;7 652 800 000;9 413 766 000;12 110 130 000;3 454 348 000;5 636 520 000;17 772 396 000;8 243 339 000;6 049 486 000;15 931 442 000;4 217 241 000;8 848 987 000;5 034 298 000;111 600 573 000;103 025 644 000;99 260 348 000;91 498 185 000;91 849 438 000;91 215 817 000;92 327 385 000;85 646 089 000;80 807 407 000;80 371 285 000;77 337 826 000;78 889 932 000;516 208 601 000;487 210 127 000;431 717 248 000;438 125 078 000;471 271 560 000;457 614 075 000;428 681 086 000;441 165 473 000;367 796 021 000;337 953 060 000;380 509 006 000;383 150 947 000;141 892 738 000;141 390 574 000;137 307 123 000;137 755 876 000;124 147 612 000;126 536 933 000;127 673 495 000;118 056 570 000;99 379 137 000;100 799 473 000;104 267 219 000;102 602 629 000;152 834 924 000;150 208 974 000;148 371 382 000;147 025 493 000;145 583 440 000;143 435 666 000;142 702 793 000;141 515 275 000;130 571 032 000;129 253 750 000;127 666 336 000;120 871 946 000;159 622 823 000;136 252 099 000;84 259 358 000;94 697 450 000;147 800 534 000;132 160 206 000;101 414 245 000;126 125 230 000;89 877 024 000;60 945 772 000;108 377 189 000;123 540 384 000;9 527 719 000;9 514 972 000;9 479 562 000;10 030 815 000;8 705 229 000;8 689 779 000;8 640 276 000;8 658 591 000;8 847 626 000;8 853 447 000;7 780 014 000;7 783 680 000;0;0;0;0;0;0;0;0;0;0;0;0
74;СИР (ОАО), АБ;1904;"АКЦИОНЕРНЫЙ БАНК ""СИР"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";677009, Саха /Якутия/ респ, г. Якутск, ул. Дзержинского, д. 20;Баклицкий Денис Николаевич;10.06.1992;26,5;08.07.2014;Недействующая;049805721;Саха (Республика) (Якутия);Публичные акционерные общества;Смешанная российская собственность с долей собственности субъектов Российской Федерации;35 141 000;Ликвидировано по решению суда от 08.07.2014, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 10.12.2009, Решение о признании должника банкротом и открытии конкурсного производства от 28.01.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;ВЕТБ АО, КБ;2253;"КОММЕРЧЕСКИЙ БАНК ""ВОСТОЧНО-ЕВРОПЕЙСКИЙ ТРАСТОВЫЙ БАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";127206, г. Москва, проезд Соломенной Сторожки, д. 5 корп. 1;Овчаренко Наталья Ивановна;01.02.1993;26,0;15.04.2016;Недействующая;044583888;Москва;Непубличные акционерные общества;Частная собственность;138 700 000;Ликвидировано от 15.04.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.06.2015;433 948 000;394 933 000;342 604 000;331 864 000;;;;;;;;;183 137 000;29 981 000;306 879 000;321 272 000;;;;;;;;;12 624 000;60 211 000;7 852 000;541 000;;;;;;;;;0;87 817 000;0;0;;;;;;;;;202 372 000;180 020 000;0;0;;;;;;;;;11 000 000;0;0;0;;;;;;;;;1 372 000;20 000;0;0;;;;;;;;;190 000 000;180 000 000;0;0;;;;;;;;;1 919 000;1 829 000;1 716 000;884 000;;;;;;;;;0;87 817 000;0;0;;;;;;;;
