Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2012 - 2мес., Чистые активы, RUB;2012 - 3мес., Чистые активы, RUB;2012 - 4мес., Чистые активы, RUB;2012 - 5мес., Чистые активы, RUB;2012 - 6мес., Чистые активы, RUB;2012 - 7мес., Чистые активы, RUB;2012 - 8мес., Чистые активы, RUB;2012 - 9мес., Чистые активы, RUB;2012 - 10мес., Чистые активы, RUB;2012 - 11мес., Чистые активы, RUB;2012 - 12мес., Чистые активы, RUB;2013 - 1мес., Чистые активы, RUB;2012 - 2мес., Счета в Банке России, RUB;2012 - 3мес., Счета в Банке России, RUB;2012 - 4мес., Счета в Банке России, RUB;2012 - 5мес., Счета в Банке России, RUB;2012 - 6мес., Счета в Банке России, RUB;2012 - 7мес., Счета в Банке России, RUB;2012 - 8мес., Счета в Банке России, RUB;2012 - 9мес., Счета в Банке России, RUB;2012 - 10мес., Счета в Банке России, RUB;2012 - 11мес., Счета в Банке России, RUB;2012 - 12мес., Счета в Банке России, RUB;2013 - 1мес., Счета в Банке России, RUB;2012 - 2мес., Коррсчета (НОСТРО), RUB;2012 - 3мес., Коррсчета (НОСТРО), RUB;2012 - 4мес., Коррсчета (НОСТРО), RUB;2012 - 5мес., Коррсчета (НОСТРО), RUB;2012 - 6мес., Коррсчета (НОСТРО), RUB;2012 - 7мес., Коррсчета (НОСТРО), RUB;2012 - 8мес., Коррсчета (НОСТРО), RUB;2012 - 9мес., Коррсчета (НОСТРО), RUB;2012 - 10мес., Коррсчета (НОСТРО), RUB;2012 - 11мес., Коррсчета (НОСТРО), RUB;2012 - 12мес., Коррсчета (НОСТРО), RUB;2013 - 1мес., Коррсчета (НОСТРО), RUB;2012 - 2мес., Ценные бумаги, RUB;2012 - 3мес., Ценные бумаги, RUB;2012 - 4мес., Ценные бумаги, RUB;2012 - 5мес., Ценные бумаги, RUB;2012 - 6мес., Ценные бумаги, RUB;2012 - 7мес., Ценные бумаги, RUB;2012 - 8мес., Ценные бумаги, RUB;2012 - 9мес., Ценные бумаги, RUB;2012 - 10мес., Ценные бумаги, RUB;2012 - 11мес., Ценные бумаги, RUB;2012 - 12мес., Ценные бумаги, RUB;2013 - 1мес., Ценные бумаги, RUB;2012 - 2мес., Кредиты, RUB;2012 - 3мес., Кредиты, RUB;2012 - 4мес., Кредиты, RUB;2012 - 5мес., Кредиты, RUB;2012 - 6мес., Кредиты, RUB;2012 - 7мес., Кредиты, RUB;2012 - 8мес., Кредиты, RUB;2012 - 9мес., Кредиты, RUB;2012 - 10мес., Кредиты, RUB;2012 - 11мес., Кредиты, RUB;2012 - 12мес., Кредиты, RUB;2013 - 1мес., Кредиты, RUB;2012 - 2мес., Кредиты организациям, RUB;2012 - 3мес., Кредиты организациям, RUB;2012 - 4мес., Кредиты организациям, RUB;2012 - 5мес., Кредиты организациям, RUB;2012 - 6мес., Кредиты организациям, RUB;2012 - 7мес., Кредиты организациям, RUB;2012 - 8мес., Кредиты организациям, RUB;2012 - 9мес., Кредиты организациям, RUB;2012 - 10мес., Кредиты организациям, RUB;2012 - 11мес., Кредиты организациям, RUB;2012 - 12мес., Кредиты организациям, RUB;2013 - 1мес., Кредиты организациям, RUB;2012 - 2мес., Кредиты физическим лицам, RUB;2012 - 3мес., Кредиты физическим лицам, RUB;2012 - 4мес., Кредиты физическим лицам, RUB;2012 - 5мес., Кредиты физическим лицам, RUB;2012 - 6мес., Кредиты физическим лицам, RUB;2012 - 7мес., Кредиты физическим лицам, RUB;2012 - 8мес., Кредиты физическим лицам, RUB;2012 - 9мес., Кредиты физическим лицам, RUB;2012 - 10мес., Кредиты физическим лицам, RUB;2012 - 11мес., Кредиты физическим лицам, RUB;2012 - 12мес., Кредиты физическим лицам, RUB;2013 - 1мес., Кредиты физическим лицам, RUB;2012 - 2мес., Кредиты другим банкам (МБК), RUB;2012 - 3мес., Кредиты другим банкам (МБК), RUB;2012 - 4мес., Кредиты другим банкам (МБК), RUB;2012 - 5мес., Кредиты другим банкам (МБК), RUB;2012 - 6мес., Кредиты другим банкам (МБК), RUB;2012 - 7мес., Кредиты другим банкам (МБК), RUB;2012 - 8мес., Кредиты другим банкам (МБК), RUB;2012 - 9мес., Кредиты другим банкам (МБК), RUB;2012 - 10мес., Кредиты другим банкам (МБК), RUB;2012 - 11мес., Кредиты другим банкам (МБК), RUB;2012 - 12мес., Кредиты другим банкам (МБК), RUB;2013 - 1мес., Кредиты другим банкам (МБК), RUB;2012 - 2мес., Основные средства, RUB;2012 - 3мес., Основные средства, RUB;2012 - 4мес., Основные средства, RUB;2012 - 5мес., Основные средства, RUB;2012 - 6мес., Основные средства, RUB;2012 - 7мес., Основные средства, RUB;2012 - 8мес., Основные средства, RUB;2012 - 9мес., Основные средства, RUB;2012 - 10мес., Основные средства, RUB;2012 - 11мес., Основные средства, RUB;2012 - 12мес., Основные средства, RUB;2013 - 1мес., Основные средства, RUB;2012 - 2мес., Учтённые векселя, RUB;2012 - 3мес., Учтённые векселя, RUB;2012 - 4мес., Учтённые векселя, RUB;2012 - 5мес., Учтённые векселя, RUB;2012 - 6мес., Учтённые векселя, RUB;2012 - 7мес., Учтённые векселя, RUB;2012 - 8мес., Учтённые векселя, RUB;2012 - 9мес., Учтённые векселя, RUB;2012 - 10мес., Учтённые векселя, RUB;2012 - 11мес., Учтённые векселя, RUB;2012 - 12мес., Учтённые векселя, RUB;2013 - 1мес., Учтённые векселя, RUB
48;УРАЛФИНПРОМБАНК, ОАО;3119;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ФИНАНСОВО - ПРОМЫШЛЕННЫЙ БАНК""";620014, Свердловская обл, г. Екатеринбург, ул. Юмашева, д. 7;Сергеев Андрей Николаевич;10.10.1994;24,5;08.05.2018;Недействующая;046577928;Свердловская область;Публичные акционерные общества;Частная собственность;431 003 000;Ликвидировано вследствие банкротства от 08.05.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 20.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 02.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;ГАРАНТИ БАНК-МОСКВА (АО), КБ;3275;"КОММЕРЧЕСКИЙ БАНК ""ГАРАНТИ БАНК - МОСКВА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123317, г. Москва, набережная Пресненская, д. 8 стр. 1(Бизнес-центр «Многофункциональный комплекс Москва-Сити «Город Столиц»»);Ярмушевич Олег Владимирович;10.11.1995;23,0;27.04.2017;Недействующая;044525347;Москва;Непубличные акционерные общества;Собственность иностранных юридических лиц;441 150 000;Прекратило деятельность при присоединении от 27.04.2017;;;;;;;;;;;14 846 438 000;15 102 764 000;205 503 000;321 543 000;177 834 000;393 457 000;228 320 000;304 038 000;627 393 000;373 502 000;220 583 000;331 098 000;518 845 000;197 322 000;130 588 000;102 726 000;216 254 000;429 885 000;760 645 000;758 398 000;976 607 000;859 551 000;187 141 000;327 740 000;108 668 000;184 695 000;3 992 380 000;3 890 505 000;4 196 018 000;4 336 006 000;5 145 075 000;4 262 582 000;3 878 179 000;4 543 761 000;4 495 212 000;4 279 914 000;4 081 598 000;4 030 611 000;7 205 033 000;7 941 817 000;7 308 471 000;7 466 230 000;7 420 462 000;8 877 787 000;9 075 916 000;9 031 772 000;9 633 021 000;8 599 418 000;9 261 113 000;9 806 576 000;7 053 164 000;6 862 663 000;6 529 252 000;6 558 500 000;6 771 092 000;8 021 556 000;7 948 986 000;8 202 108 000;8 366 418 000;7 503 217 000;8 415 163 000;8 675 985 000;1 158 000;4 040 000;3 814 000;4 341 000;3 910 000;3 359 000;3 074 000;2 963 000;2 672 000;3 441 000;3 514 000;3 122 000;150 711 000;1 075 114 000;775 405 000;903 389 000;645 460 000;852 872 000;1 123 856 000;826 701 000;1 263 931 000;1 092 760 000;842 436 000;1 127 469 000;653 938 000;653 130 000;654 645 000;653 120 000;651 471 000;649 915 000;648 318 000;646 691 000;645 123 000;646 906 000;645 243 000;643 531 000;0;0;0;0;0;0;0;0;0;0;0;0
50;ПЕРВЫЙ ЗЕМЕЛЬНЫЙ РЦ (ООО), НКО;3381;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ПЕРВЫЙ ЗЕМЕЛЬНЫЙ РАСЧЕТНЫЙ ЦЕНТР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";305016, Курская обл, г. Курск, ул. Павлуновского, д. 1;Шишков Александр Сергеевич;05.11.2001;17,0;29.06.2016;Недействующая;043807305;Курская область;Общества с ограниченной ответственностью;Частная собственность;10 000 000;Ликвидировано по решению суда от 29.06.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;;;;;;;;;;;39 257 000;45 717 000;8 787 000;17 214 000;11 509 000;10 854 000;11 562 000;22 409 000;17 480 000;17 634 000;16 526 000;19 598 000;27 355 000;32 223 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 774 000;3 976 000;4 640 000;3 914 000;3 908 000;3 253 000;3 064 000;4 753 000;4 878 000;1 752 000;2 046 000;2 721 000;4 774 000;3 976 000;4 640 000;3 914 000;3 908 000;3 253 000;3 064 000;4 753 000;4 878 000;1 752 000;2 046 000;2 721 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 668 000;3 749 000;3 712 000;3 674 000;3 637 000;3 600 000;3 562 000;3 525 000;3 488 000;3 450 000;3 413 000;3 376 000;0;0;0;0;0;0;0;0;0;0;0;0
51;КОМБАНК ПРИКАМЬЕ, ОАО;844;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК ""ПРИКАМЬЕ""";614990, Пермская обл, г. Пермь, ул. Советская, д. 104;Столбов Василий Анатольевич;20.11.1990;28,0;22.12.2017;Недействующая;;Пермский край;Публичные акционерные общества;Частная собственность;60 000 000;Ликвидировано вследствие банкротства от 22.12.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 19.01.2009, Решение о признании должника банкротом и открытии конкурсного производства от 24.03.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;АССИГНАЦИЯ ООО, НКО;865;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""АССИГНАЦИЯ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";356630, Ставропольский кр., Ипатовский район, г. Ипатово, ул. Гагарина, д. 67;Березуцкий Георгий Петрович;21.11.1990;28,0;20.01.2017;Недействующая;040714716;Ставропольский край;Общества с ограниченной ответственностью;Смешанная российская собственность с долей федеральной собственности;2 570 000;Ликвидировано от 20.01.2017;;;;;;;;;;;6 025 000;6 898 000;3 983 000;2 822 000;2 846 000;3 563 000;1 241 000;6 909 000;3 452 000;3 704 000;1 229 000;905 000;2 830 000;2 996 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254 000;245 000;236 000;227 000;220 000;214 000;207 000;1 104 000;1 383 000;1 376 000;1 451 000;1 445 000;0;0;0;0;0;0;0;0;0;0;0;0
53;ПЕТРОКОММЕРЦ, ОАО БАНК;1776;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ПЕТРОКОММЕРЦ""";127051, г. Москва, ул. Петровка, д. 24 корп. 1;Рыкунов Владимир Владимирович;22.04.1992;26,5;15.06.2015;Недействующая;044525352;Москва;Публичные акционерные общества;Совместная федеральная и иностранная собственность;6 701 754 390;Прекратило деятельность при присоединении от 15.06.2015;;;;;;;;;;;245 537 379 000;264 690 757 000;36 884 809 000;26 711 980 000;7 886 659 000;43 776 984 000;43 967 173 000;35 113 081 000;21 825 243 000;21 804 082 000;21 429 953 000;35 914 328 000;18 298 779 000;22 016 282 000;7 527 966 000;10 328 721 000;13 336 894 000;1 179 828 000;726 114 000;963 538 000;664 197 000;738 090 000;1 503 281 000;573 774 000;1 138 443 000;6 667 918 000;30 161 384 000;31 148 799 000;33 488 047 000;32 808 564 000;32 581 465 000;33 180 429 000;39 343 523 000;36 405 141 000;37 004 822 000;32 747 901 000;31 842 359 000;31 669 293 000;131 323 993 000;145 478 027 000;153 073 380 000;145 187 588 000;149 862 757 000;150 147 879 000;149 386 448 000;152 120 431 000;159 817 045 000;155 914 608 000;160 578 110 000;169 145 360 000;98 931 900 000;99 818 775 000;105 777 300 000;108 752 690 000;111 582 081 000;111 297 876 000;110 271 337 000;111 928 400 000;111 855 444 000;111 539 234 000;112 748 196 000;112 556 628 000;11 529 851 000;12 028 742 000;12 760 045 000;13 676 552 000;14 477 545 000;15 341 918 000;16 084 491 000;16 667 788 000;17 493 457 000;18 588 157 000;19 042 168 000;19 289 469 000;1 452 031 000;13 096 489 000;12 036 772 000;1 794 953 000;1 841 431 000;1 853 920 000;1 547 428 000;1 757 948 000;7 750 440 000;1 763 721 000;3 878 794 000;15 481 470 000;3 179 879 000;3 360 465 000;3 314 236 000;3 379 015 000;3 386 203 000;3 411 691 000;3 452 184 000;3 436 289 000;3 412 871 000;3 421 457 000;3 579 711 000;5 299 464 000;1 205 358 000;1 557 546 000;2 446 265 000;2 707 618 000;2 336 564 000;626 379 000;2 554 619 000;2 686 660 000;1 162 042 000;293 395 000;807 748 000;525 922 000
54;СМБ-БАНК, АО;3504;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК СОДЕЙСТВИЯ МАЛОМУ БИЗНЕСУ""";191015, г. Санкт-Петербург, набережная Воскресенская, д. 4 корп. литера А пом. 41-Н, 94-Н;Истюфеев Дмитрий Дмитриевич;06.09.2011;7,5;19.09.2016;Недействующая;044030894;Санкт-Петербург;Непубличные акционерные общества;Частная собственность;250 000 000;Прекратило деятельность при присоединении от 19.09.2016;;;;;;;;;;;557 066 000;556 872 000;0;0;0;0;0;0;0;0;0;5 873 000;72 412 000;28 115 000;0;0;0;0;0;0;0;0;0;166 000;211 000;16 779 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497 955 000;474 387 000;498 078 000;0;0;0;0;0;0;0;0;0;220 450 000;244 200 000;208 220 000;0;0;0;0;0;0;0;0;0;30 179 000;29 931 000;29 682 000;0;0;0;0;0;0;0;0;0;237 000 000;190 000 000;250 000 000;0;0;0;0;0;0;0;0;0;1 519 000;2 165 000;2 051 000;0;0;0;0;0;0;0;0;0;0;0;0
55;ВЭЛКОМБАНК, ЗАО;589;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЭЛКОМБАНК""";357538, Ставропольский кр, г. Пятигорск, ул. Украинская, д. 31;Березуцкий Георгий Петрович;25.10.1990;28,0;13.07.2018;Недействующая;040708733;Ставропольский край;Непубличные акционерные общества;Частная собственность;145 706 000;Ликвидировано вследствие банкротства от 13.07.2018, Решение о признании должника банкротом и открытии конкурсного производства от 21.05.2012;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;
56;ТРАНЗИТ ООО, НКО;2688;"РАСЧЕТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ТРАНЗИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";367000, Дагестан респ, г. Махачкала, ул. Танкаева, д. 65;Мурадов Магомед Мурадович;15.06.2000;18,5;20.03.2018;Недействующая;048209860;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;16 882 228;Ликвидировано от 20.03.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 07.09.2016, Решение о признании должника банкротом и открытии конкурсного производства от 19.05.2018;;;;;;;;;;;41 711 000;39 561 000;5 309 000;103 911 000;19 523 000;49 481 000;33 584 000;7 212 000;12 777 000;32 040 000;49 993 000;15 027 000;10 808 000;24 309 000;3 000;10 000;9 000;7 000;9 000;4 000;3 000;16 000;13 000;10 000;14 000;8 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745 000;788 000;779 000;770 000;761 000;1 476 000;1 455 000;1 436 000;1 417 000;1 397 000;1 376 000;1 356 000;0;0;0;0;0;0;0;0;0;0;0;0
57;СЕМБАНК, ООО КБ;2606;"КОММЕРЧЕСКИЙ БАНК ""СЕМБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127473, г. Москва, ул. Селезневская, д. 11А корп. 2;Вершинин Вадим Виссарионович;08.12.1993;25,0;20.12.2018;Недействующая;044525149;Москва;Общества с ограниченной ответственностью;Частная собственность;99 400 000;Ликвидировано вследствие банкротства от 20.12.2018, Решение о признании должника банкротом и открытии конкурсного производства от 23.07.2012;;;;;;;;;;;;;26 617 000;27 322 000;22 561 000;0;0;0;0;0;0;0;0;;8 490 000;1 767 000;132 000;0;0;0;0;0;0;0;0;;27 186 000;27 148 000;26 034 000;0;0;0;0;0;0;0;0;;873 429 000;878 984 000;855 613 000;0;0;0;0;0;0;0;0;;99 750 000;93 512 000;93 672 000;0;0;0;0;0;0;0;0;;772 955 000;784 739 000;761 811 000;0;0;0;0;0;0;0;0;;724 000;733 000;130 000;0;0;0;0;0;0;0;0;;91 408 000;91 304 000;91 200 000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;
58;ДИАМОНД-БАНК, ООО КБ;3225;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДИАМОНД-БАНК""";127106, г. Москва, проезд Гостиничный, д. 4 корп. 14;Корженкова Наталья Игоревна;01.03.1995;24,0;05.05.2014;Недействующая;044585335;Москва;Общества с ограниченной ответственностью;Частная собственность;350 000 000;Ликвидировано вследствие банкротства от 05.05.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 26.04.2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;КРЕДИТАЛЬЯНС (ООО), НКО;3472;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""КРЕДИТАЛЬЯНС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";160000, Вологодская обл., г. Вологда, ул. Ветошкина, д. 49;Петров Николай Александрович;21.06.2007;11,5;03.08.2018;Недействующая;041909708;Вологодская область;Общества с ограниченной ответственностью;Частная собственность;93 000 000;Ликвидировано вследствие банкротства от 03.08.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.06.2016;;;;;;;;;;;181 657 000;195 291 000;44 531 000;41 042 000;22 587 000;80 066 000;175 529 000;20 518 000;19 863 000;23 901 000;186 955 000;16 562 000;19 469 000;16 024 000;15 000;8 000;8 000;8 000;12 000;12 000;44 000;44 000;44 000;28 000;28 000;26 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81 765 000;81 417 000;81 063 000;80 705 000;80 474 000;80 118 000;79 758 000;79 407 000;79 058 000;78 712 000;78 364 000;78 016 000;0;0;0;0;0;0;0;0;0;0;0;0
60;СУНЖА ООО, КБ;2023;"КОММЕРЧЕСКИЙ БАНК ""СУНЖА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";386200, Ингушетия респ, станица Орджоникидзевская, ул. Осканова, д. 32;Джамалудинов Магомедгази Далгатович;10.08.1992;26,5;12.05.2015;Недействующая;042618761;Ингушетия (Республика);Общества с ограниченной ответственностью;Частная собственность;180 000 000;Ликвидировано по решению суда от 12.05.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 16.04.2014;;;;;;;;;;;484 329 000;416 847 000;188 744 000;179 760 000;185 945 000;259 116 000;210 325 000;185 474 000;159 220 000;104 371 000;93 042 000;141 719 000;196 461 000;141 701 000;5 723 000;21 690 000;21 157 000;40 948 000;20 350 000;11 062 000;10 865 000;14 407 000;11 731 000;25 852 000;27 610 000;15 513 000;0;0;0;0;0;0;0;0;0;0;0;0;174 497 000;184 099 000;183 177 000;164 898 000;163 480 000;159 250 000;154 530 000;158 928 000;176 350 000;175 769 000;140 066 000;136 398 000;44 259 000;45 209 000;47 100 000;20 300 000;32 800 000;45 450 000;45 450 000;75 450 000;75 300 000;74 650 000;63 149 000;37 811 000;130 238 000;138 890 000;136 077 000;144 598 000;130 680 000;113 800 000;109 080 000;83 478 000;101 050 000;101 119 000;76 917 000;98 587 000;0;0;0;0;0;0;0;0;0;0;0;0;29 652 000;29 800 000;30 150 000;30 383 000;30 277 000;30 248 000;30 125 000;30 001 000;29 879 000;29 755 000;29 848 000;29 741 000;0;0;0;0;0;0;0;0;0;0;0;0
61;ТСБ, ОАО;1250;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВО-СТРОИТЕЛЬНЫЙ БАНК""";123557, г. Москва, ул. Климашкина, д. 21 корп. 1;Королёв Григорий Евгеньевич;20.12.1990;28,0;29.02.2016;Недействующая;044585510;Москва;Публичные акционерные общества;Частная собственность;192 105 000;Ликвидировано по решению суда от 29.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;;;;;;;;;;;5 194 748 000;5 039 427 000;577 914 000;1 001 127 000;237 332 000;582 436 000;222 919 000;222 677 000;288 160 000;285 777 000;274 200 000;218 583 000;101 997 000;365 842 000;1 010 612 000;1 000 276 000;1 359 920 000;1 525 860 000;962 689 000;879 906 000;652 963 000;452 121 000;476 148 000;478 399 000;802 410 000;840 765 000;854 890 000;631 480 000;1 052 245 000;1 010 775 000;925 201 000;921 921 000;813 616 000;840 328 000;944 874 000;1 032 731 000;1 042 404 000;1 251 833 000;1 505 366 000;1 769 619 000;1 716 711 000;1 520 489 000;2 165 575 000;2 167 291 000;2 595 609 000;2 627 301 000;2 696 219 000;3 110 212 000;3 105 359 000;2 447 542 000;430 992 000;607 462 000;607 026 000;683 668 000;648 308 000;684 674 000;901 473 000;967 248 000;945 810 000;1 065 404 000;911 920 000;790 808 000;48 374 000;66 157 000;65 685 000;45 122 000;81 267 000;48 617 000;48 770 000;48 119 000;49 409 000;62 310 000;61 394 000;107 717 000;1 026 000 000;1 076 000 000;1 026 000 000;773 699 000;1 420 000 000;1 420 000 000;1 574 772 000;1 520 000 000;1 670 000 000;1 766 332 000;2 094 045 000;1 319 360 000;5 649 000;6 567 000;6 972 000;6 947 000;6 029 000;5 856 000;5 712 000;5 520 000;5 335 000;5 452 000;5 668 000;5 480 000;9 904 000;9 911 000;0;0;0;0;0;0;0;0;0;0
62;РЫБХОЗБАНК, ЗАО;241;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК РЫБНОГО ХОЗЯЙСТВА""";105082, г. Москва, ул. Бакунинская, д. 52 корп. 1;Корженкова Наталья Игоревна;14.02.1990;29,0;05.08.2014;Недействующая;;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;85 232 000;Ликвидировано вследствие банкротства от 05.08.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 05.03.2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;СОВРЕМЕННЫЙ КОММЕРЧЕСКИЙ БАНК, ЗАО;3316;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВРЕМЕННЫЙ КОММЕРЧЕСКИЙ БАНК""";156000, Костромская обл, г. Кострома, проспект Текстильщиков, д. 46;Ярмушевич Олег Владимирович;15.10.1997;21,0;05.12.2014;Недействующая;044579851;Костромская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;346 150 150;Прекратило деятельность при присоединении от 05.12.2014;;;;;;;;;;;33 143 152 000;33 068 668 000;547 766 000;608 708 000;612 013 000;712 584 000;483 743 000;534 778 000;552 223 000;770 270 000;735 536 000;744 460 000;470 134 000;418 595 000;268 219 000;32 066 000;110 298 000;63 656 000;153 011 000;80 265 000;106 096 000;70 383 000;97 440 000;137 107 000;105 740 000;117 679 000;0;0;0;0;0;0;0;0;0;0;0;0;27 333 696 000;27 224 729 000;27 179 563 000;28 184 814 000;28 394 831 000;28 873 770 000;29 166 031 000;27 390 949 000;27 527 000 000;27 225 475 000;28 478 278 000;28 447 181 000;30 351 000;30 429 000;31 445 000;31 852 000;31 999 000;36 222 000;36 418 000;35 925 000;35 965 000;35 970 000;35 947 000;35 871 000;26 967 160 000;26 808 758 000;26 964 161 000;27 716 155 000;27 926 285 000;28 356 760 000;28 750 390 000;27 124 608 000;27 461 070 000;27 060 591 000;27 193 188 000;27 335 002 000;300 000 000;350 000 000;150 000 000;400 000 000;400 000 000;446 564 000;346 880 000;200 000 000;0;100 000 000;1 221 491 000;1 050 000 000;281 597 000;285 061 000;282 506 000;281 477 000;296 409 000;293 741 000;290 595 000;282 250 000;274 685 000;271 604 000;284 790 000;278 223 000;0;0;0;0;0;0;0;0;0;0;0;0
