Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2014 - 2мес., Чистые активы, RUB;2014 - 3мес., Чистые активы, RUB;2014 - 4мес., Чистые активы, RUB;2014 - 5мес., Чистые активы, RUB;2014 - 6мес., Чистые активы, RUB;2014 - 7мес., Чистые активы, RUB;2014 - 8мес., Чистые активы, RUB;2014 - 9мес., Чистые активы, RUB;2014 - 10мес., Чистые активы, RUB;2014 - 11мес., Чистые активы, RUB;2014 - 12мес., Чистые активы, RUB;2015 - 1мес., Чистые активы, RUB;2014 - 2мес., Счета в Банке России, RUB;2014 - 3мес., Счета в Банке России, RUB;2014 - 4мес., Счета в Банке России, RUB;2014 - 5мес., Счета в Банке России, RUB;2014 - 6мес., Счета в Банке России, RUB;2014 - 7мес., Счета в Банке России, RUB;2014 - 8мес., Счета в Банке России, RUB;2014 - 9мес., Счета в Банке России, RUB;2014 - 10мес., Счета в Банке России, RUB;2014 - 11мес., Счета в Банке России, RUB;2014 - 12мес., Счета в Банке России, RUB;2015 - 1мес., Счета в Банке России, RUB;2014 - 2мес., Коррсчета (НОСТРО), RUB;2014 - 3мес., Коррсчета (НОСТРО), RUB;2014 - 4мес., Коррсчета (НОСТРО), RUB;2014 - 5мес., Коррсчета (НОСТРО), RUB;2014 - 6мес., Коррсчета (НОСТРО), RUB;2014 - 7мес., Коррсчета (НОСТРО), RUB;2014 - 8мес., Коррсчета (НОСТРО), RUB;2014 - 9мес., Коррсчета (НОСТРО), RUB;2014 - 10мес., Коррсчета (НОСТРО), RUB;2014 - 11мес., Коррсчета (НОСТРО), RUB;2014 - 12мес., Коррсчета (НОСТРО), RUB;2015 - 1мес., Коррсчета (НОСТРО), RUB;2014 - 2мес., Ценные бумаги, RUB;2014 - 3мес., Ценные бумаги, RUB;2014 - 4мес., Ценные бумаги, RUB;2014 - 5мес., Ценные бумаги, RUB;2014 - 6мес., Ценные бумаги, RUB;2014 - 7мес., Ценные бумаги, RUB;2014 - 8мес., Ценные бумаги, RUB;2014 - 9мес., Ценные бумаги, RUB;2014 - 10мес., Ценные бумаги, RUB;2014 - 11мес., Ценные бумаги, RUB;2014 - 12мес., Ценные бумаги, RUB;2015 - 1мес., Ценные бумаги, RUB;2014 - 2мес., Кредиты, RUB;2014 - 3мес., Кредиты, RUB;2014 - 4мес., Кредиты, RUB;2014 - 5мес., Кредиты, RUB;2014 - 6мес., Кредиты, RUB;2014 - 7мес., Кредиты, RUB;2014 - 8мес., Кредиты, RUB;2014 - 9мес., Кредиты, RUB;2014 - 10мес., Кредиты, RUB;2014 - 11мес., Кредиты, RUB;2014 - 12мес., Кредиты, RUB;2015 - 1мес., Кредиты, RUB;2014 - 2мес., Кредиты организациям, RUB;2014 - 3мес., Кредиты организациям, RUB;2014 - 4мес., Кредиты организациям, RUB;2014 - 5мес., Кредиты организациям, RUB;2014 - 6мес., Кредиты организациям, RUB;2014 - 7мес., Кредиты организациям, RUB;2014 - 8мес., Кредиты организациям, RUB;2014 - 9мес., Кредиты организациям, RUB;2014 - 10мес., Кредиты организациям, RUB;2014 - 11мес., Кредиты организациям, RUB;2014 - 12мес., Кредиты организациям, RUB;2015 - 1мес., Кредиты организациям, RUB;2014 - 2мес., Кредиты физическим лицам, RUB;2014 - 3мес., Кредиты физическим лицам, RUB;2014 - 4мес., Кредиты физическим лицам, RUB;2014 - 5мес., Кредиты физическим лицам, RUB;2014 - 6мес., Кредиты физическим лицам, RUB;2014 - 7мес., Кредиты физическим лицам, RUB;2014 - 8мес., Кредиты физическим лицам, RUB;2014 - 9мес., Кредиты физическим лицам, RUB;2014 - 10мес., Кредиты физическим лицам, RUB;2014 - 11мес., Кредиты физическим лицам, RUB;2014 - 12мес., Кредиты физическим лицам, RUB;2015 - 1мес., Кредиты физическим лицам, RUB;2014 - 2мес., Кредиты другим банкам (МБК), RUB;2014 - 3мес., Кредиты другим банкам (МБК), RUB;2014 - 4мес., Кредиты другим банкам (МБК), RUB;2014 - 5мес., Кредиты другим банкам (МБК), RUB;2014 - 6мес., Кредиты другим банкам (МБК), RUB;2014 - 7мес., Кредиты другим банкам (МБК), RUB;2014 - 8мес., Кредиты другим банкам (МБК), RUB;2014 - 9мес., Кредиты другим банкам (МБК), RUB;2014 - 10мес., Кредиты другим банкам (МБК), RUB;2014 - 11мес., Кредиты другим банкам (МБК), RUB;2014 - 12мес., Кредиты другим банкам (МБК), RUB;2015 - 1мес., Кредиты другим банкам (МБК), RUB;2014 - 2мес., Основные средства, RUB;2014 - 3мес., Основные средства, RUB;2014 - 4мес., Основные средства, RUB;2014 - 5мес., Основные средства, RUB;2014 - 6мес., Основные средства, RUB;2014 - 7мес., Основные средства, RUB;2014 - 8мес., Основные средства, RUB;2014 - 9мес., Основные средства, RUB;2014 - 10мес., Основные средства, RUB;2014 - 11мес., Основные средства, RUB;2014 - 12мес., Основные средства, RUB;2015 - 1мес., Основные средства, RUB;2014 - 2мес., Учтённые векселя, RUB;2014 - 3мес., Учтённые векселя, RUB;2014 - 4мес., Учтённые векселя, RUB;2014 - 5мес., Учтённые векселя, RUB;2014 - 6мес., Учтённые векселя, RUB;2014 - 7мес., Учтённые векселя, RUB;2014 - 8мес., Учтённые векселя, RUB;2014 - 9мес., Учтённые векселя, RUB;2014 - 10мес., Учтённые векселя, RUB;2014 - 11мес., Учтённые векселя, RUB;2014 - 12мес., Учтённые векселя, RUB;2015 - 1мес., Учтённые векселя, RUB
59;КРЕДИТАЛЬЯНС (ООО), НКО;3472;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""КРЕДИТАЛЬЯНС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";160000, Вологодская обл., г. Вологда, ул. Ветошкина, д. 49;Петров Николай Александрович;21.06.2007;11,5;03.08.2018;Недействующая;041909708;Вологодская область;Общества с ограниченной ответственностью;Частная собственность;93 000 000;Ликвидировано вследствие банкротства от 03.08.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.06.2016;147 872 000;147 567 000;137 512 000;155 919 000;142 237 000;145 114 000;201 294 000;125 374 000;122 270 000;121 851 000;121 366 000;119 058 000;59 482 000;52 110 000;51 049 000;58 645 000;57 896 000;53 754 000;106 320 000;38 408 000;13 598 000;32 278 000;5 324 000;4 490 000;10 000;135 000;237 000;2 000;6 000;0;0;0;1 000;1 000;0;57 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67 192 000;66 921 000;66 654 000;66 388 000;66 122 000;66 018 000;65 745 000;65 473 000;65 205 000;64 938 000;64 622 000;64 368 000;0;0;0;0;0;0;0;0;0;0;0;0
60;СУНЖА ООО, КБ;2023;"КОММЕРЧЕСКИЙ БАНК ""СУНЖА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";386200, Ингушетия респ, станица Орджоникидзевская, ул. Осканова, д. 32;Джамалудинов Магомедгази Далгатович;10.08.1992;26,5;12.05.2015;Недействующая;042618761;Ингушетия (Республика);Общества с ограниченной ответственностью;Частная собственность;180 000 000;Ликвидировано по решению суда от 12.05.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 16.04.2014;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
61;ТСБ, ОАО;1250;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВО-СТРОИТЕЛЬНЫЙ БАНК""";123557, г. Москва, ул. Климашкина, д. 21 корп. 1;Королёв Григорий Евгеньевич;20.12.1990;28,0;29.02.2016;Недействующая;044585510;Москва;Публичные акционерные общества;Частная собственность;192 105 000;Ликвидировано по решению суда от 29.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;5 908 644 000;5 878 064 000;5 644 728 000;5 719 897 000;7 169 269 000;6 651 107 000;5 879 075 000;3 572 857 000;2 991 527 000;2 739 012 000;;;355 800 000;581 566 000;765 892 000;374 106 000;869 773 000;600 283 000;529 500 000;217 481 000;168 075 000;164 295 000;;;299 968 000;271 248 000;252 004 000;98 146 000;83 683 000;73 394 000;52 422 000;36 473 000;18 656 000;10 897 000;;;1 418 221 000;1 078 466 000;1 068 398 000;1 069 851 000;1 057 830 000;1 064 865 000;1 072 912 000;236 276 000;211 712 000;143 340 000;;;3 648 621 000;3 766 524 000;3 362 880 000;3 914 826 000;4 977 083 000;4 685 814 000;3 919 326 000;2 850 534 000;2 306 548 000;2 153 047 000;;;1 892 884 000;2 227 983 000;2 334 564 000;2 478 831 000;2 577 979 000;2 951 129 000;3 056 075 000;2 343 829 000;1 899 057 000;1 797 441 000;;;292 951 000;291 484 000;305 143 000;310 557 000;325 862 000;326 917 000;323 417 000;271 374 000;239 635 000;240 182 000;;;1 374 529 000;1 128 951 000;594 875 000;993 834 000;1 935 811 000;1 275 502 000;406 830 000;131 014 000;79 999 000;30 000 000;;;4 380 000;4 489 000;4 364 000;4 261 000;4 211 000;4 459 000;4 358 000;4 218 000;4 086 000;3 969 000;;;0;0;0;0;0;0;0;0;0;0;;
62;РЫБХОЗБАНК, ЗАО;241;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК РЫБНОГО ХОЗЯЙСТВА""";105082, г. Москва, ул. Бакунинская, д. 52 корп. 1;Корженкова Наталья Игоревна;14.02.1990;29,0;05.08.2014;Недействующая;;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;85 232 000;Ликвидировано вследствие банкротства от 05.08.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 05.03.2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;СОВРЕМЕННЫЙ КОММЕРЧЕСКИЙ БАНК, ЗАО;3316;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВРЕМЕННЫЙ КОММЕРЧЕСКИЙ БАНК""";156000, Костромская обл, г. Кострома, проспект Текстильщиков, д. 46;Ярмушевич Олег Владимирович;15.10.1997;21,0;05.12.2014;Недействующая;044579851;Костромская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;346 150 150;Прекратило деятельность при присоединении от 05.12.2014;31 030 076 000;27 920 473 000;28 730 054 000;17 839 629 000;17 540 135 000;17 303 134 000;17 146 869 000;17 016 500 000;16 451 401 000;16 401 149 000;;;396 269 000;177 495 000;107 201 000;168 216 000;169 655 000;142 942 000;178 635 000;177 210 000;185 381 000;168 369 000;;;168 790 000;67 591 000;134 479 000;86 638 000;56 064 000;45 090 000;37 187 000;41 204 000;68 904 000;31 284 000;;;0;0;0;0;0;0;0;0;0;0;;;27 983 606 000;25 334 505 000;26 171 213 000;15 889 199 000;15 774 956 000;15 366 616 000;15 131 560 000;14 950 960 000;14 491 084 000;14 469 544 000;;;38 188 000;38 207 000;112 918 000;110 125 000;105 231 000;33 366 000;33 520 000;29 152 000;4 879 000;5 472 000;;;26 578 371 000;23 820 561 000;23 805 931 000;323 014 000;227 545 000;231 737 000;236 586 000;248 658 000;261 677 000;276 934 000;;;1 350 000 000;1 469 888 000;2 246 712 000;15 450 743 000;15 437 153 000;15 096 410 000;14 856 410 000;14 668 000 000;14 219 000 000;14 181 000 000;;;193 324 000;192 162 000;183 978 000;178 877 000;172 983 000;133 198 000;106 519 000;101 061 000;66 425 000;63 712 000;;;0;0;0;0;0;0;0;0;0;0;;
64;ТРАДО-БАНК (ЗАО), АКБ;1065;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ТРАДО-БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119017, г. Москва, ул. Ордынка М, д. 20 корп. 1;Михеев Илья Владимирович;05.12.1990;28,0;18.07.2018;Недействующая;044552118;Москва;Непубличные акционерные общества;Частная собственность;22 809 000;Ликвидировано вследствие банкротства от 18.07.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 03.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 15.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;ЛЕФКО-БАНК (ОАО), АКБ;1605;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЛЕФКО-БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119991, г. Москва, ул. Вавилова, д. 38 корп. 6;Корженкова Наталья Игоревна;25.10.1991;27,0;16.06.2015;Недействующая;;Москва;Публичные акционерные общества;Частная собственность;5 000 000;Ликвидировано вследствие банкротства от 16.06.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 13.11.2008, Решение о признании должника банкротом и открытии конкурсного производства от 13.01.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;МАЙМА, ООО РНКО;1037;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РАСЧЕТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""МАЙМА""";109044, г. Москва, ул. Дубровская 1-Я, д. 1А;Мулёвин Александр Владимирович;29.11.1990;28,0;18.09.2017;Недействующая;048405725;Москва;Общества с ограниченной ответственностью;Частная собственность;93 975 000;Ликвидировано по решению суда от 18.09.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.04.2016;210 351 000;209 662 000;209 257 000;255 694 000;253 965 000;207 246 000;209 486 000;208 025 000;221 185 000;241 596 000;218 198 000;230 132 000;85 822 000;84 895 000;86 596 000;95 677 000;94 108 000;82 779 000;83 082 000;82 261 000;95 070 000;117 188 000;86 120 000;75 360 000;1 406 000;1 326 000;136 000;164 000;191 000;307 000;455 000;282 000;362 000;372 000;1 329 000;21 515 000;40 259 000;38 914 000;38 919 000;39 445 000;37 320 000;49 115 000;53 947 000;53 273 000;52 035 000;49 289 000;40 531 000;46 715 000;61 815 000;60 840 000;60 138 000;52 913 000;51 441 000;49 172 000;48 245 000;46 199 000;47 509 000;46 180 000;43 650 000;42 635 000;27 717 000;26 955 000;26 565 000;26 103 000;24 942 000;23 766 000;23 844 000;22 937 000;22 515 000;22 187 000;21 183 000;20 882 000;34 098 000;33 885 000;33 573 000;26 810 000;26 499 000;25 406 000;24 401 000;23 262 000;24 994 000;23 993 000;22 467 000;21 753 000;0;0;0;0;0;0;0;0;0;0;0;0;967 000;936 000;967 000;948 000;930 000;982 000;960 000;3 482 000;3 463 000;3 442 000;3 423 000;3 403 000;0;0;0;0;0;9 980 000;0;0;0;0;0;0
67;ИТ-БАНК (ООО), КБ;3063;"КОММЕРЧЕСКИЙ БАНК ""ИНТЕРНАЦИОНАЛЬНЫЙ ТОРГОВЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119034, г. Москва, пер. Сеченовский, д. 2;Баклицкий Денис Николаевич;24.08.1994;24,5;30.01.2014;Недействующая;044545161;Москва;Общества с ограниченной ответственностью;Частная собственность;150 000 000;Ликвидировано вследствие банкротства от 30.01.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 25.06.2009, Решение о признании должника банкротом и открытии конкурсного производства от 28.07.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;СТОЛЫПИН (ЗАО), КБ;2946;"КОММЕРЧЕСКИЙ БАНК ""СТОЛЫПИН"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";113191, г. Москва, ул. Тульская Б, д. 2;Баклицкий Денис Николаевич;29.06.1994;24,5;19.02.2014;Недействующая;044583325;Москва;Непубличные акционерные общества;Частная собственность;175 000 000;Ликвидировано вследствие банкротства от 19.02.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 21.05.2009, Решение о признании должника банкротом и открытии конкурсного производства от 01.09.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;КБЦ ООО, КБ;914;"ТВЕРСКОЙ КОММЕРЧЕСКИЙ БАНК ""КБЦ"" /ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ/";170100, Тверская обл, г. Тверь, ул. Малая Самара, д. 9 корп. 1;Шубин Герман Александрович;22.11.1990;28,0;31.03.2016;Недействующая;042809701;Тверская область;Общества с ограниченной ответственностью;Частная собственность;107 000 000;Ликвидировано по решению суда от 31.03.2016, Решение о признании должника банкротом и открытии конкурсного производства от 16.12.2013;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;
70;ИНРЕСБАНК ООО;2571;"""ИНВЕСТИЦИОННЫЙ РЕСПУБЛИКАНСКИЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";107023, г. Москва, ул. Семеновская Б, д. 32 стр. 1(Бизнес-центр «Семеновский»);Ерохин Сергей Михайлович;12.11.1993;25,0;25.04.2016;Недействующая;044583647;Москва;Общества с ограниченной ответственностью;Частная собственность;768 843 000;Прекратило деятельность при присоединении от 25.04.2016;10 424 098 000;10 847 934 000;13 299 112 000;13 352 589 000;12 090 636 000;10 699 830 000;10 310 074 000;9 907 031 000;9 485 931 000;9 261 776 000;8 059 460 000;7 813 045 000;418 388 000;555 146 000;612 862 000;321 769 000;499 326 000;425 274 000;315 655 000;269 902 000;249 762 000;228 855 000;219 611 000;204 738 000;1 489 654 000;1 888 797 000;2 548 423 000;3 064 573 000;1 833 904 000;628 633 000;419 541 000;712 447 000;335 484 000;366 645 000;475 640 000;508 450 000;378 338 000;425 818 000;397 386 000;400 563 000;397 548 000;392 503 000;384 397 000;390 558 000;387 754 000;166 449 000;150 903 000;150 354 000;6 803 260 000;6 699 302 000;7 001 705 000;6 964 118 000;6 768 588 000;6 684 490 000;6 612 653 000;6 028 833 000;6 016 046 000;5 986 074 000;5 680 156 000;5 660 853 000;4 273 492 000;4 456 580 000;5 339 492 000;5 455 860 000;5 279 206 000;5 248 425 000;5 222 022 000;5 112 016 000;5 100 560 000;5 076 615 000;4 969 512 000;4 958 171 000;509 720 000;460 874 000;457 264 000;304 626 000;295 058 000;271 567 000;270 888 000;265 031 000;263 788 000;261 727 000;257 277 000;255 606 000;541 000;535 000;535 000;521 000;504 000;536 000;554 000;74 931 000;81 957 000;92 116 000;0;0;692 672 000;692 265 000;2 082 092 000;2 180 408 000;2 187 821 000;2 188 924 000;2 191 281 000;2 195 475 000;2 198 952 000;2 192 605 000;1 003 228 000;901 866 000;203 556 000;205 425 000;207 233 000;250 301 000;252 110 000;253 978 000;255 847 000;257 655 000;259 523 000;41 200 000;41 200 000;41 200 000
71;ИР-КРЕДИТ, НКО ПАО;1724-К;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ИР-КРЕДИТ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";115054, г. Москва, пер. Монетчиковский 3-Й, д. 4/6 корп. 1;Кутузов Ильяс Мифтахович;23.03.1992;27,0;04.09.2018;Недействующая;044525056;Москва;Публичные акционерные общества;Частная собственность;198 900 000;Ликвидировано от 04.09.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 29.05.2017;417 058 000;454 370 000;430 956 000;432 153 000;428 182 000;407 829 000;404 591 000;419 019 000;394 392 000;467 017 000;521 552 000;525 408 000;18 012 000;36 283 000;16 335 000;45 699 000;42 527 000;26 453 000;32 615 000;41 682 000;27 409 000;32 359 000;44 922 000;43 177 000;2 473 000;16 412 000;16 599 000;4 236 000;1 932 000;3 252 000;1 213 000;1 560 000;3 337 000;3 364 000;3 771 000;5 619 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;751 000;323 630 000;326 464 000;327 907 000;322 993 000;283 980 000;282 772 000;282 371 000;280 117 000;229 694 000;206 473 000;207 556 000;211 631 000;77 464 000;86 581 000;79 004 000;78 986 000;79 070 000;79 047 000;78 707 000;48 225 000;47 748 000;48 681 000;37 428 000;38 334 000;226 166 000;229 883 000;228 903 000;230 007 000;204 910 000;203 725 000;203 664 000;201 892 000;151 946 000;137 792 000;140 128 000;143 297 000;20 000 000;10 000 000;20 000 000;14 000 000;0;0;0;30 000 000;30 000 000;20 000 000;30 000 000;30 000 000;37 197 000;37 032 000;36 848 000;36 705 000;65 457 000;65 271 000;65 114 000;64 918 000;107 092 000;202 031 000;243 813 000;243 636 000;0;0;0;0;0;0;0;0;0;0;0;0
72;ДИАЛОГ-ОПТИМ (ООО), БАНК;3107;"КОММЕРЧЕСКИЙ БАНК ""ДИАЛОГ-ОПТИМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";117279, г. Москва, ул. Профсоюзная, д. 93А(Бизнес-центр);Сергеев Андрей Алексеевич;04.10.1994;24,5;08.05.2014;Недействующая;044583208;Москва;Общества с ограниченной ответственностью;Частная собственность;1 155 000 000;Ликвидировано вследствие банкротства от 08.05.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ, ПАО;1971;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ХАНТЫ-МАНСИЙСКИЙ БАНК ОТКРЫТИЕ»;119021, г. Москва, ул. Тимура Фрунзе, д. 11 корп. 13;Будник Елена Владимировна;27.07.1992;26,5;22.08.2016;Недействующая;044583297;Москва;Публичные акционерные общества;Иная смешанная российская собственность;18 594 008 700;Прекратило деятельность при присоединении от 22.08.2016, Сообщения о принятии решения о реорганизации от 08.09.2014;383 404 571 000;391 914 126 000;350 219 691 000;337 065 274 000;354 303 271 000;370 102 681 000;361 947 967 000;358 738 123 000;357 362 157 000;634 445 189 000;805 674 004 000;791 859 249 000;13 810 400 000;30 436 753 000;7 522 583 000;6 662 936 000;6 757 015 000;7 677 918 000;10 298 226 000;16 530 987 000;4 980 657 000;25 735 775 000;31 156 515 000;9 412 627 000;30 774 314 000;18 313 092 000;1 611 603 000;9 151 072 000;23 960 639 000;34 050 250 000;21 317 610 000;15 504 023 000;5 837 760 000;6 468 057 000;117 737 225 000;8 765 515 000;44 452 189 000;39 381 469 000;41 822 091 000;39 407 944 000;37 636 722 000;43 347 746 000;42 609 411 000;43 887 833 000;44 091 704 000;104 287 900 000;115 137 875 000;121 157 698 000;271 831 212 000;276 281 781 000;266 308 715 000;252 385 836 000;257 123 156 000;258 386 805 000;262 917 468 000;254 658 653 000;258 338 180 000;415 776 208 000;430 598 900 000;539 527 304 000;114 458 312 000;115 459 292 000;106 709 918 000;105 595 814 000;101 314 429 000;104 930 431 000;104 220 540 000;104 648 792 000;107 590 730 000;140 133 333 000;146 901 568 000;148 102 230 000;75 235 436 000;76 927 093 000;79 345 014 000;81 306 798 000;83 668 021 000;86 013 761 000;88 547 974 000;90 994 964 000;87 091 799 000;159 264 036 000;158 358 022 000;156 057 382 000;53 684 042 000;48 910 447 000;50 218 363 000;39 250 585 000;42 723 985 000;37 721 692 000;39 003 337 000;26 496 522 000;31 293 413 000;62 619 295 000;71 838 148 000;181 731 958 000;4 822 507 000;4 847 172 000;4 829 143 000;4 833 779 000;4 834 599 000;4 847 187 000;4 805 606 000;4 785 010 000;4 759 776 000;8 163 299 000;8 185 416 000;8 120 212 000;10 882 000;0;0;0;0;0;0;0;0;0;0;0
74;СИР (ОАО), АБ;1904;"АКЦИОНЕРНЫЙ БАНК ""СИР"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";677009, Саха /Якутия/ респ, г. Якутск, ул. Дзержинского, д. 20;Баклицкий Денис Николаевич;10.06.1992;26,5;08.07.2014;Недействующая;049805721;Саха (Республика) (Якутия);Публичные акционерные общества;Смешанная российская собственность с долей собственности субъектов Российской Федерации;35 141 000;Ликвидировано по решению суда от 08.07.2014, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 10.12.2009, Решение о признании должника банкротом и открытии конкурсного производства от 28.01.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
