Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2016 - 2мес., Чистые активы, RUB;2016 - 3мес., Чистые активы, RUB;2016 - 4мес., Чистые активы, RUB;2016 - 5мес., Чистые активы, RUB;2016 - 6мес., Чистые активы, RUB;2016 - 7мес., Чистые активы, RUB;2016 - 8мес., Чистые активы, RUB;2016 - 9мес., Чистые активы, RUB;2016 - 10мес., Чистые активы, RUB;2016 - 11мес., Чистые активы, RUB;2016 - 12мес., Чистые активы, RUB;2017 - 1мес., Чистые активы, RUB;2016 - 2мес., Счета в Банке России, RUB;2016 - 3мес., Счета в Банке России, RUB;2016 - 4мес., Счета в Банке России, RUB;2016 - 5мес., Счета в Банке России, RUB;2016 - 6мес., Счета в Банке России, RUB;2016 - 7мес., Счета в Банке России, RUB;2016 - 8мес., Счета в Банке России, RUB;2016 - 9мес., Счета в Банке России, RUB;2016 - 10мес., Счета в Банке России, RUB;2016 - 11мес., Счета в Банке России, RUB;2016 - 12мес., Счета в Банке России, RUB;2017 - 1мес., Счета в Банке России, RUB;2016 - 2мес., Коррсчета (НОСТРО), RUB;2016 - 3мес., Коррсчета (НОСТРО), RUB;2016 - 4мес., Коррсчета (НОСТРО), RUB;2016 - 5мес., Коррсчета (НОСТРО), RUB;2016 - 6мес., Коррсчета (НОСТРО), RUB;2016 - 7мес., Коррсчета (НОСТРО), RUB;2016 - 8мес., Коррсчета (НОСТРО), RUB;2016 - 9мес., Коррсчета (НОСТРО), RUB;2016 - 10мес., Коррсчета (НОСТРО), RUB;2016 - 11мес., Коррсчета (НОСТРО), RUB;2016 - 12мес., Коррсчета (НОСТРО), RUB;2017 - 1мес., Коррсчета (НОСТРО), RUB;2016 - 2мес., Ценные бумаги, RUB;2016 - 3мес., Ценные бумаги, RUB;2016 - 4мес., Ценные бумаги, RUB;2016 - 5мес., Ценные бумаги, RUB;2016 - 6мес., Ценные бумаги, RUB;2016 - 7мес., Ценные бумаги, RUB;2016 - 8мес., Ценные бумаги, RUB;2016 - 9мес., Ценные бумаги, RUB;2016 - 10мес., Ценные бумаги, RUB;2016 - 11мес., Ценные бумаги, RUB;2016 - 12мес., Ценные бумаги, RUB;2017 - 1мес., Ценные бумаги, RUB;2016 - 2мес., Кредиты, RUB;2016 - 3мес., Кредиты, RUB;2016 - 4мес., Кредиты, RUB;2016 - 5мес., Кредиты, RUB;2016 - 6мес., Кредиты, RUB;2016 - 7мес., Кредиты, RUB;2016 - 8мес., Кредиты, RUB;2016 - 9мес., Кредиты, RUB;2016 - 10мес., Кредиты, RUB;2016 - 11мес., Кредиты, RUB;2016 - 12мес., Кредиты, RUB;2017 - 1мес., Кредиты, RUB;2016 - 2мес., Кредиты организациям, RUB;2016 - 3мес., Кредиты организациям, RUB;2016 - 4мес., Кредиты организациям, RUB;2016 - 5мес., Кредиты организациям, RUB;2016 - 6мес., Кредиты организациям, RUB;2016 - 7мес., Кредиты организациям, RUB;2016 - 8мес., Кредиты организациям, RUB;2016 - 9мес., Кредиты организациям, RUB;2016 - 10мес., Кредиты организациям, RUB;2016 - 11мес., Кредиты организациям, RUB;2016 - 12мес., Кредиты организациям, RUB;2017 - 1мес., Кредиты организациям, RUB;2016 - 2мес., Кредиты физическим лицам, RUB;2016 - 3мес., Кредиты физическим лицам, RUB;2016 - 4мес., Кредиты физическим лицам, RUB;2016 - 5мес., Кредиты физическим лицам, RUB;2016 - 6мес., Кредиты физическим лицам, RUB;2016 - 7мес., Кредиты физическим лицам, RUB;2016 - 8мес., Кредиты физическим лицам, RUB;2016 - 9мес., Кредиты физическим лицам, RUB;2016 - 10мес., Кредиты физическим лицам, RUB;2016 - 11мес., Кредиты физическим лицам, RUB;2016 - 12мес., Кредиты физическим лицам, RUB;2017 - 1мес., Кредиты физическим лицам, RUB;2016 - 2мес., Кредиты другим банкам (МБК), RUB;2016 - 3мес., Кредиты другим банкам (МБК), RUB;2016 - 4мес., Кредиты другим банкам (МБК), RUB;2016 - 5мес., Кредиты другим банкам (МБК), RUB;2016 - 6мес., Кредиты другим банкам (МБК), RUB;2016 - 7мес., Кредиты другим банкам (МБК), RUB;2016 - 8мес., Кредиты другим банкам (МБК), RUB;2016 - 9мес., Кредиты другим банкам (МБК), RUB;2016 - 10мес., Кредиты другим банкам (МБК), RUB;2016 - 11мес., Кредиты другим банкам (МБК), RUB;2016 - 12мес., Кредиты другим банкам (МБК), RUB;2017 - 1мес., Кредиты другим банкам (МБК), RUB;2016 - 2мес., Основные средства, RUB;2016 - 3мес., Основные средства, RUB;2016 - 4мес., Основные средства, RUB;2016 - 5мес., Основные средства, RUB;2016 - 6мес., Основные средства, RUB;2016 - 7мес., Основные средства, RUB;2016 - 8мес., Основные средства, RUB;2016 - 9мес., Основные средства, RUB;2016 - 10мес., Основные средства, RUB;2016 - 11мес., Основные средства, RUB;2016 - 12мес., Основные средства, RUB;2017 - 1мес., Основные средства, RUB;2016 - 2мес., Учтённые векселя, RUB;2016 - 3мес., Учтённые векселя, RUB;2016 - 4мес., Учтённые векселя, RUB;2016 - 5мес., Учтённые векселя, RUB;2016 - 6мес., Учтённые векселя, RUB;2016 - 7мес., Учтённые векселя, RUB;2016 - 8мес., Учтённые векселя, RUB;2016 - 9мес., Учтённые векселя, RUB;2016 - 10мес., Учтённые векселя, RUB;2016 - 11мес., Учтённые векселя, RUB;2016 - 12мес., Учтённые векселя, RUB;2017 - 1мес., Учтённые векселя, RUB
41;КАСПИЙ, ООО КБ;639;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КАСПИЙ""";367000, Дагестан респ, г. Махачкала, ул. Танкаева, д. 67;Джамалудинов Магомедгази Далгатович;30.10.1990;28,0;09.09.2015;Недействующая;048209778;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;189 989 680;Ликвидировано по решению суда от 09.09.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 17.06.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;РИНГКОМБАНК, ООО КБ;1909;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РУССКО-ИНГУШСКИЙ""";386101, Ингушетия респ, г. Назрань, ул. Радужная, д. 9;Джамалудинов Магомедгази Далгатович;17.06.1992;26,5;12.05.2015;Недействующая;042618758;Ингушетия (Республика);Общества с ограниченной ответственностью;Частная собственность;187 000 000;Ликвидировано по решению суда от 12.05.2015, Решение о признании должника банкротом и открытии конкурсного производства от 26.04.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;СУЛАК ООО, КИЗИЛЮРТОВСКАЯ РНКО;749;"КИЗИЛЮРТОВСКАЯ РАСЧЁТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""СУЛАК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";368120, Дагестан респ, г. Кизилюрт, ул. Гагарина, д. 105;Магомедов Абдулварис Гаджиевич;13.11.1990;28,0;13.05.2014;Недействующая;048209731;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;2 429 000;Ликвидировано по решению суда от 13.05.2014, Решение о признании должника банкротом и открытии конкурсного производства от 18.05.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;РАПИДА, ООО НКО;3371;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""РАПИДА""";117648, г. Москва, микрорайон Чертаново Северное, д. 1А корп. 1(Бизнес-центр «Авиньон»);Абрамейцев Алексей Юрьевич;24.04.2001;17,5;27.04.2017;Недействующая;044525290;Москва;Общества с ограниченной ответственностью;Частная собственность;2 900 000;Прекратило деятельность при присоединении от 27.04.2017;3 260 219 000;3 088 123 000;3 940 558 000;3 451 903 000;3 503 202 000;3 799 683 000;3 498 376 000;3 761 251 000;3 726 143 000;3 911 106 000;5 256 998 000;3 954 552 000;1 850 985 000;1 975 867 000;2 332 807 000;2 010 996 000;2 004 283 000;2 233 680 000;2 250 381 000;2 500 911 000;2 329 068 000;2 572 500 000;3 436 067 000;2 752 755 000;1 045 005 000;795 490 000;1 221 557 000;1 069 437 000;1 129 335 000;1 186 804 000;920 007 000;952 948 000;1 099 163 000;1 085 775 000;1 568 424 000;1 008 082 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30 522 000;29 616 000;29 941 000;29 042 000;28 243 000;30 041 000;29 742 000;29 571 000;33 602 000;32 523 000;31 283 000;30 190 000;0;0;0;0;0;0;0;0;0;0;0;0
45;СТРОЙКОМБАНК, ЗАО;3050;СТРОИТЕЛЬНО-КОММЕРЧЕСКИЙ БАНК - ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО;196191, г. Санкт-Петербург, пл. Конституции, д. 7 корп. А офис 191-Н;Шубин Герман Александрович;10.08.1994;24,5;13.06.2017;Недействующая;041117770;Санкт-Петербург;Непубличные акционерные общества;Частная собственность;214 000 000;Ликвидировано по решению суда от 13.06.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 13.05.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;ТОР КРЕДИТ, ООО НКО;3497;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ТОР КРЕДИТ""";119435, г. Москва, ул. Пироговская М, д. 18 корп. 1;Орехов Дмитрий Александрович;15.06.2009;9,5;05.10.2017;Недействующая;044583411;Москва;Общества с ограниченной ответственностью;Частная собственность;20 000 000;Ликвидировано вследствие банкротства от 05.10.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 10.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;МЕСЕД, ООО ИКБ;184;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИННОВАЦИОННО-КОММЕРЧЕСКИЙ БАНК ""МЕСЕД""";367015, Дагестан респ, г. Махачкала, ул. Магомеда Ярагского, д. 93;Джамалудинов Магомедгази Далгатович;25.12.1990;28,0;03.10.2018;Недействующая;048209763;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;360 000 000;Ликвидировано по решению суда от 03.10.2018, Решение о признании должника банкротом и открытии конкурсного производства от 08.11.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;УРАЛФИНПРОМБАНК, ОАО;3119;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ФИНАНСОВО - ПРОМЫШЛЕННЫЙ БАНК""";620014, Свердловская обл, г. Екатеринбург, ул. Юмашева, д. 7;Сергеев Андрей Николаевич;10.10.1994;24,5;08.05.2018;Недействующая;046577928;Свердловская область;Публичные акционерные общества;Частная собственность;431 003 000;Ликвидировано вследствие банкротства от 08.05.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 20.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 02.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;ГАРАНТИ БАНК-МОСКВА (АО), КБ;3275;"КОММЕРЧЕСКИЙ БАНК ""ГАРАНТИ БАНК - МОСКВА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123317, г. Москва, набережная Пресненская, д. 8 стр. 1(Бизнес-центр «Многофункциональный комплекс Москва-Сити «Город Столиц»»);Ярмушевич Олег Владимирович;10.11.1995;23,0;27.04.2017;Недействующая;044525347;Москва;Непубличные акционерные общества;Собственность иностранных юридических лиц;441 150 000;Прекратило деятельность при присоединении от 27.04.2017;7 909 458 000;7 564 191 000;8 054 015 000;7 884 464 000;7 432 677 000;6 930 912 000;7 015 419 000;6 761 271 000;6 252 082 000;6 042 832 000;5 277 947 000;5 064 330 000;347 509 000;244 481 000;206 963 000;271 994 000;265 043 000;281 045 000;267 962 000;225 313 000;209 133 000;134 306 000;33 981 000;54 481 000;95 900 000;59 436 000;62 842 000;126 718 000;284 412 000;77 445 000;63 659 000;156 848 000;10 647 000;245 108 000;964 263 000;20 314 000;4 051 626 000;3 851 810 000;3 384 328 000;3 118 323 000;3 103 776 000;3 168 703 000;3 123 670 000;3 081 700 000;2 895 450 000;2 949 552 000;0;0;2 172 501 000;2 151 114 000;3 116 060 000;3 104 807 000;2 524 512 000;2 196 408 000;2 359 009 000;2 147 625 000;1 845 010 000;1 585 955 000;3 368 168 000;3 898 847 000;2 141 807 000;2 034 677 000;1 973 938 000;1 872 670 000;1 304 673 000;1 225 927 000;1 209 726 000;1 175 095 000;922 689 000;373 213 000;51 766 000;48 368 000;3 204 000;2 442 000;2 033 000;1 677 000;1 316 000;1 133 000;918 000;645 000;522 000;402 000;140 000;105 000;27 490 000;113 995 000;1 140 089 000;1 230 460 000;1 218 523 000;969 348 000;1 148 365 000;971 885 000;921 799 000;1 212 340 000;3 316 262 000;3 850 374 000;601 090 000;601 166 000;599 646 000;597 818 000;596 050 000;594 398 000;592 569 000;590 806 000;588 985 000;587 179 000;585 097 000;14 598 000;0;0;0;0;0;0;0;0;0;0;0;0
50;ПЕРВЫЙ ЗЕМЕЛЬНЫЙ РЦ (ООО), НКО;3381;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ПЕРВЫЙ ЗЕМЕЛЬНЫЙ РАСЧЕТНЫЙ ЦЕНТР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";305016, Курская обл, г. Курск, ул. Павлуновского, д. 1;Шишков Александр Сергеевич;05.11.2001;17,0;29.06.2016;Недействующая;043807305;Курская область;Общества с ограниченной ответственностью;Частная собственность;10 000 000;Ликвидировано по решению суда от 29.06.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;КОМБАНК ПРИКАМЬЕ, ОАО;844;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК ""ПРИКАМЬЕ""";614990, Пермская обл, г. Пермь, ул. Советская, д. 104;Столбов Василий Анатольевич;20.11.1990;28,0;22.12.2017;Недействующая;;Пермский край;Публичные акционерные общества;Частная собственность;60 000 000;Ликвидировано вследствие банкротства от 22.12.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 19.01.2009, Решение о признании должника банкротом и открытии конкурсного производства от 24.03.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;АССИГНАЦИЯ ООО, НКО;865;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""АССИГНАЦИЯ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";356630, Ставропольский кр., Ипатовский район, г. Ипатово, ул. Гагарина, д. 67;Березуцкий Георгий Петрович;21.11.1990;28,0;20.01.2017;Недействующая;040714716;Ставропольский край;Общества с ограниченной ответственностью;Смешанная российская собственность с долей федеральной собственности;2 570 000;Ликвидировано от 20.01.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;ПЕТРОКОММЕРЦ, ОАО БАНК;1776;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ПЕТРОКОММЕРЦ""";127051, г. Москва, ул. Петровка, д. 24 корп. 1;Рыкунов Владимир Владимирович;22.04.1992;26,5;15.06.2015;Недействующая;044525352;Москва;Публичные акционерные общества;Совместная федеральная и иностранная собственность;6 701 754 390;Прекратило деятельность при присоединении от 15.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;СМБ-БАНК, АО;3504;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК СОДЕЙСТВИЯ МАЛОМУ БИЗНЕСУ""";191015, г. Санкт-Петербург, набережная Воскресенская, д. 4 корп. литера А пом. 41-Н, 94-Н;Истюфеев Дмитрий Дмитриевич;06.09.2011;7,5;19.09.2016;Недействующая;044030894;Санкт-Петербург;Непубличные акционерные общества;Частная собственность;250 000 000;Прекратило деятельность при присоединении от 19.09.2016;580 898 000;586 592 000;535 687 000;546 446 000;540 184 000;565 247 000;536 032 000;;;;;;14 651 000;17 190 000;14 403 000;17 393 000;19 365 000;18 207 000;16 366 000;;;;;;248 000;4 866 000;3 356 000;799 000;721 000;616 000;932 000;;;;;;140 247 000;118 623 000;115 880 000;143 201 000;141 555 000;146 524 000;0;;;;;;304 636 000;336 338 000;294 044 000;275 842 000;270 572 000;292 175 000;403 923 000;;;;;;100 021 000;156 489 000;130 584 000;167 577 000;111 672 000;157 022 000;148 003 000;;;;;;65 382 000;64 834 000;64 285 000;66 737 000;66 063 000;95 629 000;89 277 000;;;;;;101 000 000;77 000 000;59 000 000;0;53 000 000;0;130 000 000;;;;;;81 142 000;80 619 000;80 219 000;79 844 000;79 417 000;79 032 000;78 615 000;;;;;;0;0;0;0;0;0;0;;;;;
55;ВЭЛКОМБАНК, ЗАО;589;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЭЛКОМБАНК""";357538, Ставропольский кр, г. Пятигорск, ул. Украинская, д. 31;Березуцкий Георгий Петрович;25.10.1990;28,0;13.07.2018;Недействующая;040708733;Ставропольский край;Непубличные акционерные общества;Частная собственность;145 706 000;Ликвидировано вследствие банкротства от 13.07.2018, Решение о признании должника банкротом и открытии конкурсного производства от 21.05.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;ТРАНЗИТ ООО, НКО;2688;"РАСЧЕТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ТРАНЗИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";367000, Дагестан респ, г. Махачкала, ул. Танкаева, д. 65;Мурадов Магомед Мурадович;15.06.2000;18,5;20.03.2018;Недействующая;048209860;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;16 882 228;Ликвидировано от 20.03.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 07.09.2016, Решение о признании должника банкротом и открытии конкурсного производства от 19.05.2018;66 005 000;32 638 000;22 046 000;22 229 000;29 105 000;26 765 000;26 765 000;;;;;;61 669 000;28 773 000;17 747 000;18 926 000;10 199 000;14 896 000;14 896 000;;;;;;0;0;0;0;0;0;0;;;;;;0;0;0;0;14 842 000;9 959 000;9 959 000;;;;;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;;;;;;1 392 000;1 380 000;1 369 000;1 181 000;1 166 000;1 166 000;1 166 000;;;;;;0;0;0;0;14 842 000;9 959 000;9 959 000;;;;;
57;СЕМБАНК, ООО КБ;2606;"КОММЕРЧЕСКИЙ БАНК ""СЕМБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127473, г. Москва, ул. Селезневская, д. 11А корп. 2;Вершинин Вадим Виссарионович;08.12.1993;25,0;20.12.2018;Недействующая;044525149;Москва;Общества с ограниченной ответственностью;Частная собственность;99 400 000;Ликвидировано вследствие банкротства от 20.12.2018, Решение о признании должника банкротом и открытии конкурсного производства от 23.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;ДИАМОНД-БАНК, ООО КБ;3225;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДИАМОНД-БАНК""";127106, г. Москва, проезд Гостиничный, д. 4 корп. 14;Корженкова Наталья Игоревна;01.03.1995;24,0;05.05.2014;Недействующая;044585335;Москва;Общества с ограниченной ответственностью;Частная собственность;350 000 000;Ликвидировано вследствие банкротства от 05.05.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 26.04.2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;КРЕДИТАЛЬЯНС (ООО), НКО;3472;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""КРЕДИТАЛЬЯНС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";160000, Вологодская обл., г. Вологда, ул. Ветошкина, д. 49;Петров Николай Александрович;21.06.2007;11,5;03.08.2018;Недействующая;041909708;Вологодская область;Общества с ограниченной ответственностью;Частная собственность;93 000 000;Ликвидировано вследствие банкротства от 03.08.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.06.2016;145 160 000;119 643 000;119 012 000;109 549 000;;;;;;;;;9 142 000;9 153 000;9 153 000;2 506 000;;;;;;;;;4 074 000;2 763 000;2 429 000;9 000;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;99 948 000;99 679 000;99 410 000;99 141 000;;;;;;;;;0;0;0;0;;;;;;;;
60;СУНЖА ООО, КБ;2023;"КОММЕРЧЕСКИЙ БАНК ""СУНЖА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";386200, Ингушетия респ, станица Орджоникидзевская, ул. Осканова, д. 32;Джамалудинов Магомедгази Далгатович;10.08.1992;26,5;12.05.2015;Недействующая;042618761;Ингушетия (Республика);Общества с ограниченной ответственностью;Частная собственность;180 000 000;Ликвидировано по решению суда от 12.05.2015, Решение о признании банка банкротом (о принудительной ликвидации) от 16.04.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;ТСБ, ОАО;1250;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВО-СТРОИТЕЛЬНЫЙ БАНК""";123557, г. Москва, ул. Климашкина, д. 21 корп. 1;Королёв Григорий Евгеньевич;20.12.1990;28,0;29.02.2016;Недействующая;044585510;Москва;Публичные акционерные общества;Частная собственность;192 105 000;Ликвидировано по решению суда от 29.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;РЫБХОЗБАНК, ЗАО;241;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК РЫБНОГО ХОЗЯЙСТВА""";105082, г. Москва, ул. Бакунинская, д. 52 корп. 1;Корженкова Наталья Игоревна;14.02.1990;29,0;05.08.2014;Недействующая;;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;85 232 000;Ликвидировано вследствие банкротства от 05.08.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 05.03.2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
