Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2013 - 2мес., Чистые активы, RUB;2013 - 3мес., Чистые активы, RUB;2013 - 4мес., Чистые активы, RUB;2013 - 5мес., Чистые активы, RUB;2013 - 6мес., Чистые активы, RUB;2013 - 7мес., Чистые активы, RUB;2013 - 8мес., Чистые активы, RUB;2013 - 9мес., Чистые активы, RUB;2013 - 10мес., Чистые активы, RUB;2013 - 11мес., Чистые активы, RUB;2013 - 12мес., Чистые активы, RUB;2014 - 1мес., Чистые активы, RUB;2013 - 2мес., Счета в Банке России, RUB;2013 - 3мес., Счета в Банке России, RUB;2013 - 4мес., Счета в Банке России, RUB;2013 - 5мес., Счета в Банке России, RUB;2013 - 6мес., Счета в Банке России, RUB;2013 - 7мес., Счета в Банке России, RUB;2013 - 8мес., Счета в Банке России, RUB;2013 - 9мес., Счета в Банке России, RUB;2013 - 10мес., Счета в Банке России, RUB;2013 - 11мес., Счета в Банке России, RUB;2013 - 12мес., Счета в Банке России, RUB;2014 - 1мес., Счета в Банке России, RUB;2013 - 2мес., Коррсчета (НОСТРО), RUB;2013 - 3мес., Коррсчета (НОСТРО), RUB;2013 - 4мес., Коррсчета (НОСТРО), RUB;2013 - 5мес., Коррсчета (НОСТРО), RUB;2013 - 6мес., Коррсчета (НОСТРО), RUB;2013 - 7мес., Коррсчета (НОСТРО), RUB;2013 - 8мес., Коррсчета (НОСТРО), RUB;2013 - 9мес., Коррсчета (НОСТРО), RUB;2013 - 10мес., Коррсчета (НОСТРО), RUB;2013 - 11мес., Коррсчета (НОСТРО), RUB;2013 - 12мес., Коррсчета (НОСТРО), RUB;2014 - 1мес., Коррсчета (НОСТРО), RUB;2013 - 2мес., Ценные бумаги, RUB;2013 - 3мес., Ценные бумаги, RUB;2013 - 4мес., Ценные бумаги, RUB;2013 - 5мес., Ценные бумаги, RUB;2013 - 6мес., Ценные бумаги, RUB;2013 - 7мес., Ценные бумаги, RUB;2013 - 8мес., Ценные бумаги, RUB;2013 - 9мес., Ценные бумаги, RUB;2013 - 10мес., Ценные бумаги, RUB;2013 - 11мес., Ценные бумаги, RUB;2013 - 12мес., Ценные бумаги, RUB;2014 - 1мес., Ценные бумаги, RUB;2013 - 2мес., Кредиты, RUB;2013 - 3мес., Кредиты, RUB;2013 - 4мес., Кредиты, RUB;2013 - 5мес., Кредиты, RUB;2013 - 6мес., Кредиты, RUB;2013 - 7мес., Кредиты, RUB;2013 - 8мес., Кредиты, RUB;2013 - 9мес., Кредиты, RUB;2013 - 10мес., Кредиты, RUB;2013 - 11мес., Кредиты, RUB;2013 - 12мес., Кредиты, RUB;2014 - 1мес., Кредиты, RUB;2013 - 2мес., Кредиты организациям, RUB;2013 - 3мес., Кредиты организациям, RUB;2013 - 4мес., Кредиты организациям, RUB;2013 - 5мес., Кредиты организациям, RUB;2013 - 6мес., Кредиты организациям, RUB;2013 - 7мес., Кредиты организациям, RUB;2013 - 8мес., Кредиты организациям, RUB;2013 - 9мес., Кредиты организациям, RUB;2013 - 10мес., Кредиты организациям, RUB;2013 - 11мес., Кредиты организациям, RUB;2013 - 12мес., Кредиты организациям, RUB;2014 - 1мес., Кредиты организациям, RUB;2013 - 2мес., Кредиты физическим лицам, RUB;2013 - 3мес., Кредиты физическим лицам, RUB;2013 - 4мес., Кредиты физическим лицам, RUB;2013 - 5мес., Кредиты физическим лицам, RUB;2013 - 6мес., Кредиты физическим лицам, RUB;2013 - 7мес., Кредиты физическим лицам, RUB;2013 - 8мес., Кредиты физическим лицам, RUB;2013 - 9мес., Кредиты физическим лицам, RUB;2013 - 10мес., Кредиты физическим лицам, RUB;2013 - 11мес., Кредиты физическим лицам, RUB;2013 - 12мес., Кредиты физическим лицам, RUB;2014 - 1мес., Кредиты физическим лицам, RUB;2013 - 2мес., Кредиты другим банкам (МБК), RUB;2013 - 3мес., Кредиты другим банкам (МБК), RUB;2013 - 4мес., Кредиты другим банкам (МБК), RUB;2013 - 5мес., Кредиты другим банкам (МБК), RUB;2013 - 6мес., Кредиты другим банкам (МБК), RUB;2013 - 7мес., Кредиты другим банкам (МБК), RUB;2013 - 8мес., Кредиты другим банкам (МБК), RUB;2013 - 9мес., Кредиты другим банкам (МБК), RUB;2013 - 10мес., Кредиты другим банкам (МБК), RUB;2013 - 11мес., Кредиты другим банкам (МБК), RUB;2013 - 12мес., Кредиты другим банкам (МБК), RUB;2014 - 1мес., Кредиты другим банкам (МБК), RUB;2013 - 2мес., Основные средства, RUB;2013 - 3мес., Основные средства, RUB;2013 - 4мес., Основные средства, RUB;2013 - 5мес., Основные средства, RUB;2013 - 6мес., Основные средства, RUB;2013 - 7мес., Основные средства, RUB;2013 - 8мес., Основные средства, RUB;2013 - 9мес., Основные средства, RUB;2013 - 10мес., Основные средства, RUB;2013 - 11мес., Основные средства, RUB;2013 - 12мес., Основные средства, RUB;2014 - 1мес., Основные средства, RUB;2013 - 2мес., Учтённые векселя, RUB;2013 - 3мес., Учтённые векселя, RUB;2013 - 4мес., Учтённые векселя, RUB;2013 - 5мес., Учтённые векселя, RUB;2013 - 6мес., Учтённые векселя, RUB;2013 - 7мес., Учтённые векселя, RUB;2013 - 8мес., Учтённые векселя, RUB;2013 - 9мес., Учтённые векселя, RUB;2013 - 10мес., Учтённые векселя, RUB;2013 - 11мес., Учтённые векселя, RUB;2013 - 12мес., Учтённые векселя, RUB;2014 - 1мес., Учтённые векселя, RUB
45;СТРОЙКОМБАНК, ЗАО;3050;СТРОИТЕЛЬНО-КОММЕРЧЕСКИЙ БАНК - ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО;196191, г. Санкт-Петербург, пл. Конституции, д. 7 корп. А офис 191-Н;Шубин Герман Александрович;10.08.1994;24,5;13.06.2017;Недействующая;041117770;Санкт-Петербург;Непубличные акционерные общества;Частная собственность;214 000 000;Ликвидировано по решению суда от 13.06.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 13.05.2015;905 721 000;873 712 000;904 385 000;1 149 552 000;1 163 615 000;1 164 751 000;1 293 810 000;1 363 280 000;1 357 070 000;1 417 854 000;1 643 411 000;1 733 544 000;345 455 000;295 057 000;318 943 000;358 543 000;224 190 000;195 722 000;205 115 000;198 660 000;212 553 000;264 617 000;476 016 000;585 233 000;12 313 000;9 040 000;15 896 000;15 749 000;28 009 000;17 168 000;20 268 000;27 409 000;20 982 000;20 958 000;37 076 000;38 728 000;2 099 000;1 974 000;1 642 000;1 646 000;1 401 000;1 716 000;1 504 000;1 270 000;1 202 000;1 008 000;983 000;959 000;440 907 000;464 131 000;482 542 000;664 893 000;789 582 000;840 183 000;924 492 000;986 611 000;973 267 000;993 137 000;890 681 000;895 910 000;368 372 000;387 183 000;320 074 000;470 432 000;575 358 000;626 514 000;709 447 000;771 453 000;771 076 000;800 481 000;723 758 000;720 358 000;50 980 000;53 700 000;108 433 000;141 147 000;161 297 000;161 662 000;163 822 000;165 146 000;148 112 000;144 196 000;127 859 000;128 027 000;1 531 000;1 554 000;1 563 000;1 580 000;1 635 000;1 645 000;1 662 000;1 617 000;1 603 000;2 170 000;2 163 000;2 320 000;47 001 000;46 825 000;46 727 000;46 628 000;46 928 000;47 631 000;49 341 000;50 666 000;50 116 000;49 825 000;130 498 000;130 275 000;0;0;0;0;0;0;0;0;0;0;0;0
46;ТОР КРЕДИТ, ООО НКО;3497;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ТОР КРЕДИТ""";119435, г. Москва, ул. Пироговская М, д. 18 корп. 1;Орехов Дмитрий Александрович;15.06.2009;9,5;05.10.2017;Недействующая;044583411;Москва;Общества с ограниченной ответственностью;Частная собственность;20 000 000;Ликвидировано вследствие банкротства от 05.10.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 10.11.2015;24 182 000;24 155 000;24 076 000;24 204 000;24 189 000;24 249 000;24 309 000;24 252 000;24 322 000;24 352 000;24 418 000;24 452 000;820 000;758 000;721 000;864 000;819 000;872 000;959 000;917 000;935 000;815 000;900 000;744 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23 300 000;23 300 000;23 320 000;23 320 000;23 320 000;23 320 000;23 320 000;23 320 000;23 320 000;23 500 000;23 500 000;23 500 000;10 000 000;10 000 000;10 000 000;10 000 000;10 000 000;10 000 000;10 000 000;10 000 000;10 000 000;18 500 000;18 500 000;18 500 000;13 300 000;13 300 000;13 320 000;13 320 000;13 320 000;13 320 000;13 320 000;13 320 000;13 320 000;5 000 000;5 000 000;5 000 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;МЕСЕД, ООО ИКБ;184;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИННОВАЦИОННО-КОММЕРЧЕСКИЙ БАНК ""МЕСЕД""";367015, Дагестан респ, г. Махачкала, ул. Магомеда Ярагского, д. 93;Джамалудинов Магомедгази Далгатович;25.12.1990;28,0;03.10.2018;Недействующая;048209763;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;360 000 000;Ликвидировано по решению суда от 03.10.2018, Решение о признании должника банкротом и открытии конкурсного производства от 08.11.2014;946 003 000;952 286 000;951 050 000;950 852 000;958 219 000;966 074 000;940 358 000;941 364 000;941 422 000;945 514 000;925 335 000;924 732 000;9 565 000;5 527 000;3 866 000;1 990 000;5 167 000;4 724 000;3 855 000;3 599 000;523 000;2 441 000;9 785 000;1 286 000;56 000;56 000;56 000;56 000;32 920 000;80 000;32 000;32 000;32 000;32 000;32 000;32 000;229 332 000;230 483 000;230 724 000;230 966 000;0;0;0;0;0;0;0;0;584 675 000;590 439 000;605 646 000;617 711 000;805 204 000;861 598 000;836 174 000;836 163 000;836 156 000;836 138 000;809 529 000;815 513 000;521 125 000;526 700 000;541 924 000;554 424 000;740 924 000;778 924 000;753 924 000;753 924 000;753 924 000;753 924 000;727 324 000;733 324 000;63 550 000;63 739 000;63 722 000;63 287 000;64 280 000;82 674 000;82 250 000;82 239 000;82 232 000;82 214 000;82 205 000;82 189 000;0;0;0;0;0;0;0;0;0;0;0;0;70 659 000;70 647 000;70 636 000;70 625 000;70 613 000;70 601 000;70 591 000;70 579 000;70 567 000;70 556 000;70 546 000;70 535 000;229 332 000;230 483 000;230 724 000;230 966 000;0;0;0;0;0;0;0;0
48;УРАЛФИНПРОМБАНК, ОАО;3119;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ФИНАНСОВО - ПРОМЫШЛЕННЫЙ БАНК""";620014, Свердловская обл, г. Екатеринбург, ул. Юмашева, д. 7;Сергеев Андрей Николаевич;10.10.1994;24,5;08.05.2018;Недействующая;046577928;Свердловская область;Публичные акционерные общества;Частная собственность;431 003 000;Ликвидировано вследствие банкротства от 08.05.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 20.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 02.02.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;ГАРАНТИ БАНК-МОСКВА (АО), КБ;3275;"КОММЕРЧЕСКИЙ БАНК ""ГАРАНТИ БАНК - МОСКВА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123317, г. Москва, набережная Пресненская, д. 8 стр. 1(Бизнес-центр «Многофункциональный комплекс Москва-Сити «Город Столиц»»);Ярмушевич Олег Владимирович;10.11.1995;23,0;27.04.2017;Недействующая;044525347;Москва;Непубличные акционерные общества;Собственность иностранных юридических лиц;441 150 000;Прекратило деятельность при присоединении от 27.04.2017;12 894 317 000;12 953 141 000;14 536 068 000;15 271 142 000;15 014 536 000;15 544 691 000;15 841 061 000;15 834 199 000;16 220 685 000;16 645 649 000;16 047 682 000;16 315 440 000;508 114 000;189 828 000;258 863 000;420 977 000;253 875 000;321 210 000;263 925 000;306 512 000;284 519 000;389 936 000;567 974 000;183 996 000;319 763 000;28 428 000;33 042 000;340 619 000;417 998 000;611 252 000;530 585 000;916 690 000;387 571 000;232 215 000;416 867 000;387 151 000;3 906 999 000;3 997 923 000;4 282 231 000;4 575 551 000;4 769 263 000;4 732 033 000;4 456 857 000;4 294 692 000;4 890 859 000;5 120 586 000;5 144 985 000;5 274 478 000;7 236 296 000;7 815 006 000;9 146 640 000;9 122 977 000;8 748 145 000;9 069 942 000;9 770 266 000;9 507 563 000;9 859 291 000;10 096 943 000;9 148 304 000;9 684 704 000;6 453 219 000;6 264 713 000;7 810 239 000;7 816 799 000;7 711 995 000;8 141 629 000;8 304 224 000;8 530 309 000;9 399 259 000;9 650 962 000;8 733 374 000;9 607 324 000;3 695 000;3 326 000;3 133 000;3 498 000;3 252 000;2 143 000;2 034 000;2 111 000;2 745 000;2 551 000;3 214 000;3 082 000;779 382 000;1 546 967 000;1 333 268 000;1 302 680 000;1 032 898 000;926 170 000;1 464 008 000;975 143 000;457 287 000;443 430 000;411 716 000;74 298 000;641 790 000;640 076 000;638 459 000;636 741 000;635 057 000;633 530 000;631 933 000;630 212 000;628 518 000;626 840 000;625 203 000;623 542 000;0;0;0;0;0;0;0;0;0;0;0;0
50;ПЕРВЫЙ ЗЕМЕЛЬНЫЙ РЦ (ООО), НКО;3381;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ПЕРВЫЙ ЗЕМЕЛЬНЫЙ РАСЧЕТНЫЙ ЦЕНТР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";305016, Курская обл, г. Курск, ул. Павлуновского, д. 1;Шишков Александр Сергеевич;05.11.2001;17,0;29.06.2016;Недействующая;043807305;Курская область;Общества с ограниченной ответственностью;Частная собственность;10 000 000;Ликвидировано по решению суда от 29.06.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 10.12.2014;43 788 000;41 487 000;45 224 000;43 887 000;38 264 000;44 169 000;51 112 000;52 002 000;42 822 000;37 746 000;71 815 000;43 510 000;31 636 000;29 320 000;34 486 000;31 328 000;25 664 000;30 123 000;40 687 000;37 888 000;36 483 000;30 084 000;66 813 000;37 063 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 839 000;2 733 000;2 934 000;3 857 000;3 729 000;3 341 000;2 912 000;731 000;1 392 000;1 855 000;955 000;943 000;2 839 000;2 733 000;2 934 000;3 857 000;3 729 000;3 341 000;2 912 000;731 000;1 392 000;1 855 000;955 000;943 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 339 000;3 302 000;3 265 000;3 228 000;3 191 000;3 155 000;3 118 000;3 081 000;3 214 000;3 172 000;3 131 000;3 089 000;0;0;0;0;0;0;0;0;0;0;0;0
51;КОМБАНК ПРИКАМЬЕ, ОАО;844;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОММЕРЧЕСКИЙ БАНК ""ПРИКАМЬЕ""";614990, Пермская обл, г. Пермь, ул. Советская, д. 104;Столбов Василий Анатольевич;20.11.1990;28,0;22.12.2017;Недействующая;;Пермский край;Публичные акционерные общества;Частная собственность;60 000 000;Ликвидировано вследствие банкротства от 22.12.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 19.01.2009, Решение о признании должника банкротом и открытии конкурсного производства от 24.03.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;АССИГНАЦИЯ ООО, НКО;865;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""АССИГНАЦИЯ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";356630, Ставропольский кр., Ипатовский район, г. Ипатово, ул. Гагарина, д. 67;Березуцкий Георгий Петрович;21.11.1990;28,0;20.01.2017;Недействующая;040714716;Ставропольский край;Общества с ограниченной ответственностью;Смешанная российская собственность с долей федеральной собственности;2 570 000;Ликвидировано от 20.01.2017;5 676 000;4 457 000;4 925 000;4 095 000;7 541 000;6 043 000;12 177 000;9 074 000;45 067 000;10 736 000;193 098 000;21 590 000;786 000;1 594 000;2 381 000;747 000;4 962 000;3 173 000;8 887 000;6 232 000;36 795 000;7 425 000;187 834 000;18 980 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 438 000;1 431 000;1 425 000;1 383 000;1 341 000;1 299 000;1 257 000;1 215 000;1 173 000;1 131 000;1 343 000;348 000;0;0;0;0;0;0;0;0;0;0;0;0
53;ПЕТРОКОММЕРЦ, ОАО БАНК;1776;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ПЕТРОКОММЕРЦ""";127051, г. Москва, ул. Петровка, д. 24 корп. 1;Рыкунов Владимир Владимирович;22.04.1992;26,5;15.06.2015;Недействующая;044525352;Москва;Публичные акционерные общества;Совместная федеральная и иностранная собственность;6 701 754 390;Прекратило деятельность при присоединении от 15.06.2015;253 234 367 000;248 053 353 000;247 945 350 000;264 008 611 000;259 618 577 000;275 093 808 000;260 151 940 000;262 651 293 000;251 197 026 000;258 256 492 000;258 995 415 000;274 744 379 000;33 762 391 000;6 045 729 000;8 692 272 000;6 842 585 000;6 259 728 000;8 411 478 000;27 337 117 000;18 579 131 000;8 095 609 000;7 380 337 000;10 180 514 000;5 667 359 000;1 137 811 000;1 288 979 000;9 179 698 000;12 687 472 000;6 912 153 000;7 047 028 000;720 266 000;7 258 539 000;6 162 903 000;1 839 904 000;1 547 356 000;1 463 909 000;26 699 375 000;25 795 113 000;26 416 477 000;28 152 882 000;30 113 961 000;31 956 652 000;33 055 614 000;33 838 657 000;32 487 115 000;33 577 133 000;30 191 884 000;46 931 008 000;157 050 614 000;180 678 010 000;168 410 268 000;181 418 481 000;182 108 367 000;193 870 815 000;166 005 908 000;169 674 980 000;171 303 162 000;184 229 570 000;185 330 075 000;189 176 689 000;113 296 176 000;111 589 366 000;112 103 164 000;113 240 162 000;116 103 076 000;116 540 738 000;113 072 686 000;112 535 355 000;112 623 908 000;94 328 204 000;95 563 879 000;96 127 113 000;19 826 936 000;20 677 041 000;21 897 782 000;23 144 374 000;24 648 085 000;25 938 813 000;27 043 509 000;28 203 846 000;29 513 423 000;30 341 030 000;31 503 837 000;31 796 952 000;3 695 157 000;28 462 741 000;15 040 878 000;25 498 995 000;20 453 664 000;31 180 753 000;5 591 067 000;7 310 712 000;6 898 589 000;35 086 868 000;23 167 637 000;28 089 046 000;5 276 820 000;5 290 732 000;5 173 684 000;5 151 912 000;5 147 659 000;5 128 990 000;5 072 464 000;5 041 793 000;4 985 290 000;4 945 330 000;4 936 283 000;4 919 134 000;481 505 000;452 287 000;1 117 709 000;2 416 423 000;2 891 151 000;2 771 405 000;2 490 731 000;3 405 356 000;3 155 618 000;3 971 215 000;3 103 399 000;2 064 267 000
54;СМБ-БАНК, АО;3504;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК СОДЕЙСТВИЯ МАЛОМУ БИЗНЕСУ""";191015, г. Санкт-Петербург, набережная Воскресенская, д. 4 корп. литера А пом. 41-Н, 94-Н;Истюфеев Дмитрий Дмитриевич;06.09.2011;7,5;19.09.2016;Недействующая;044030894;Санкт-Петербург;Непубличные акционерные общества;Частная собственность;250 000 000;Прекратило деятельность при присоединении от 19.09.2016;600 452 000;608 707 000;426 354 000;426 972 000;705 907 000;672 812 000;717 531 000;728 168 000;753 648 000;752 091 000;808 737 000;765 548 000;50 722 000;15 602 000;29 547 000;16 620 000;15 266 000;60 653 000;23 870 000;22 065 000;249 657 000;140 385 000;184 108 000;147 618 000;362 000;409 000;155 000;203 000;106 000;152 000;74 000;134 000;1 380 000;623 000;101 000;590 000;0;0;0;0;0;0;0;0;0;0;119 941 000;149 987 000;542 977 000;579 371 000;389 015 000;395 383 000;684 724 000;600 618 000;682 871 000;690 666 000;488 887 000;574 710 000;476 373 000;446 351 000;212 440 000;229 340 000;173 160 000;148 449 000;139 094 000;137 790 000;172 590 000;111 394 000;99 192 000;102 557 000;120 655 000;122 555 000;29 403 000;27 957 000;27 202 000;26 632 000;26 070 000;26 498 000;25 550 000;24 904 000;24 207 000;23 643 000;22 330 000;21 725 000;291 000 000;312 000 000;179 000 000;211 000 000;511 000 000;428 000 000;477 000 000;550 000 000;336 000 000;395 000 000;275 000 000;245 000 000;2 044 000;1 875 000;1 466 000;1 418 000;1 361 000;1 332 000;1 289 000;1 213 000;1 149 000;1 078 000;693 000;821 000;0;0;0;0;0;0;0;0;0;0;119 941 000;149 987 000
55;ВЭЛКОМБАНК, ЗАО;589;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЭЛКОМБАНК""";357538, Ставропольский кр, г. Пятигорск, ул. Украинская, д. 31;Березуцкий Георгий Петрович;25.10.1990;28,0;13.07.2018;Недействующая;040708733;Ставропольский край;Непубличные акционерные общества;Частная собственность;145 706 000;Ликвидировано вследствие банкротства от 13.07.2018, Решение о признании должника банкротом и открытии конкурсного производства от 21.05.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;ТРАНЗИТ ООО, НКО;2688;"РАСЧЕТНАЯ НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ТРАНЗИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";367000, Дагестан респ, г. Махачкала, ул. Танкаева, д. 65;Мурадов Магомед Мурадович;15.06.2000;18,5;20.03.2018;Недействующая;048209860;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;16 882 228;Ликвидировано от 20.03.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 07.09.2016, Решение о признании должника банкротом и открытии конкурсного производства от 19.05.2018;41 926 000;36 948 000;37 048 000;30 829 000;34 097 000;29 826 000;34 891 000;34 610 000;27 808 000;31 297 000;36 377 000;22 936 000;9 293 000;3 271 000;4 139 000;27 809 000;26 502 000;16 865 000;18 875 000;17 701 000;17 208 000;19 561 000;23 654 000;13 784 000;2 000;7 000;3 000;0;3 000;4 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 335 000;1 315 000;1 294 000;1 274 000;1 329 000;1 307 000;1 286 000;1 266 000;1 246 000;1 497 000;1 547 000;1 526 000;0;0;0;0;0;0;0;0;0;0;0;0
57;СЕМБАНК, ООО КБ;2606;"КОММЕРЧЕСКИЙ БАНК ""СЕМБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127473, г. Москва, ул. Селезневская, д. 11А корп. 2;Вершинин Вадим Виссарионович;08.12.1993;25,0;20.12.2018;Недействующая;044525149;Москва;Общества с ограниченной ответственностью;Частная собственность;99 400 000;Ликвидировано вследствие банкротства от 20.12.2018, Решение о признании должника банкротом и открытии конкурсного производства от 23.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;ДИАМОНД-БАНК, ООО КБ;3225;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДИАМОНД-БАНК""";127106, г. Москва, проезд Гостиничный, д. 4 корп. 14;Корженкова Наталья Игоревна;01.03.1995;24,0;05.05.2014;Недействующая;044585335;Москва;Общества с ограниченной ответственностью;Частная собственность;350 000 000;Ликвидировано вследствие банкротства от 05.05.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 26.04.2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;КРЕДИТАЛЬЯНС (ООО), НКО;3472;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""КРЕДИТАЛЬЯНС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";160000, Вологодская обл., г. Вологда, ул. Ветошкина, д. 49;Петров Николай Александрович;21.06.2007;11,5;03.08.2018;Недействующая;041909708;Вологодская область;Общества с ограниченной ответственностью;Частная собственность;93 000 000;Ликвидировано вследствие банкротства от 03.08.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 08.06.2016;190 084 000;161 101 000;126 605 000;150 212 000;136 175 000;128 109 000;136 571 000;120 618 000;135 299 000;168 445 000;128 147 000;248 650 000;14 443 000;19 722 000;10 669 000;25 236 000;31 005 000;34 275 000;39 589 000;24 840 000;47 022 000;80 802 000;40 965 000;149 008 000;26 000;465 000;14 000;8 000;8 000;12 000;12 000;726 000;27 000;57 000;9 000;11 000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77 673 000;71 110 000;73 479 000;73 108 000;72 738 000;71 899 000;71 582 000;68 495 000;68 224 000;67 953 000;67 734 000;67 463 000;0;0;0;0;0;0;0;0;0;0;0;0
